Time,value,,,,,,,,,,,,
20130426:0407,-134839.2585,,,,,,,,,,,,
20130426:0507,-110381.1283,,,,,,,,,,,,
20130426:0607,-180421.8568,,,,,,,,,,,,
20130426:0707,-239478.9715,,,,,,,,,,,,
20130426:0807,-258576.724,,,,,,,,,,,,
20130426:0907,-229530.4616,,,,,,,,,,,,
20130426:1007,-208387.8365,,,,,,,,,,,,
20130426:1107,-205998.3707,,,,,,,,,,,,
20130426:1207,-215591.6132,,,,,,,,,,,,
20130426:1307,-228295.2649,,,,,,,,,,,,
20130426:1407,-242550.164,,,,,,,,,,,,
20130426:1507,58850.81914,,,,,,,,,,,,
20130426:1607,323451.7211,,,,,,,,,,,,
20130426:1707,627162.0606,,,,,,,,,,,,
20130426:1807,905231.209,,,,,,,,,,,,
20130426:1907,1140642.023,,,,,,,,,,,,
20130426:2007,960308.7618,,,,,,,,,,,,
20130426:2107,891514.645,,,,,,,,,,,,
20130426:2207,500028.8708,,,,,,,,,,,,
20130426:2307,8408.019502,,,,,,,,,,,,
20130427:0007,-370213.7925,,,,,,,,,,,,
20130427:0107,-398720.8432,,,,,,,,,,,,
20130427:0207,-126913.8722,,,,,,,,,,,,
20130427:0307,-160492.7385,,,,,,,,,,,,
20130427:0407,-135756.1691,,,,,,,,,,,,
20130427:0507,-64369.69776,,,,,,,,,,,,
20130427:0607,-93021.91803,,,,,,,,,,,,
20130427:0707,-169284.7055,,,,,,,,,,,,
20130427:0807,-256867.2629,,,,,,,,,,,,
20130427:0907,-292953.8629,,,,,,,,,,,,
20130427:1007,-207915.8169,,,,,,,,,,,,
20130427:1107,-146824.1752,,,,,,,,,,,,
20130427:1207,459437.0074,,,,,,,,,,,,
20130427:1307,798655.7468,,,,,,,,,,,,
20130427:1407,994858.4255,,,,,,,,,,,,
20130427:1507,1029197.023,,,,,,,,,,,,
20130427:1607,499588.466,,,,,,,,,,,,
20130427:1707,342720.7822,,,,,,,,,,,,
20130427:1807,679205.6056,,,,,,,,,,,,
20130427:1907,856872.4353,,,,,,,,,,,,
20130427:2007,700670.5369,,,,,,,,,,,,
20130427:2107,591499.4425,,,,,,,,,,,,
20130427:2207,510101.3863,,,,,,,,,,,,
20130427:2307,-9397.530035,,,,,,,,,,,,
20130428:0007,172674.1974,,,,,,,,,,,,
20130428:0107,574525.7123,,,,,,,,,,,,
20130428:0207,830056.8775,,,,,,,,,,,,
20130428:0307,525852.4396,,,,,,,,,,,,
20130428:0407,181762.3383,,,,,,,,,,,,
20130428:0507,-43842.64725,,,,,,,,,,,,
20130428:0607,-73709.87946,,,,,,,,,,,,
20130428:0707,163441.3429,,,,,,,,,,,,
20130428:0807,197891.6464,,,,,,,,,,,,
20130428:0907,159120.6923,,,,,,,,,,,,
20130428:1007,358839.0638,,,,,,,,,,,,
20130428:1107,530481.6884,,,,,,,,,,,,
20130428:1207,647468.5136,,,,,,,,,,,,
20130428:1307,683545.1611,,,,,,,,,,,,
20130428:1407,634234.6686,,,,,,,,,,,,
20130428:1507,862787.7236,,,,,,,,,,,,
20130428:1607,1085152.372,,,,,,,,,,,,
20130428:1707,1018963.616,,,,,,,,,,,,
20130428:1807,756844.1038,,,,,,,,,,,,
20130428:1907,514564.4011,,,,,,,,,,,,
20130428:2007,339173.844,,,,,,,,,,,,
20130428:2107,71085.58321,,,,,,,,,,,,
20130428:2207,554449.7846,,,,,,,,,,,,
20130428:2307,1178055.565,,,,,,,,,,,,
20130429:0007,1236784.033,,,,,,,,,,,,
20130429:0107,767242.2731,,,,,,,,,,,,
20130429:0207,284053.5898,,,,,,,,,,,,
20130429:0307,1014.707632,,,,,,,,,,,,
20130429:0407,236185.9168,,,,,,,,,,,,
20130429:0507,493289.9141,,,,,,,,,,,,
20130429:0607,393748.6344,,,,,,,,,,,,
20130429:0707,253585.8804,,,,,,,,,,,,
20130429:0807,264379.1176,,,,,,,,,,,,
20130429:0907,310289.4228,,,,,,,,,,,,
20130429:1007,374349.9025,,,,,,,,,,,,
20130429:1107,410097.0519,,,,,,,,,,,,
20130429:1207,402936.243,,,,,,,,,,,,
20130429:1307,533714.2677,,,,,,,,,,,,
20130429:1407,-75163.98796,,,,,,,,,,,,
20130429:1507,-438540.8195,,,,,,,,,,,,
20130429:1607,-475801.7129,,,,,,,,,,,,
20130429:1707,-275867.5577,,,,,,,,,,,,
20130429:1807,-4455.250089,,,,,,,,,,,,
20130429:1907,-94518.89276,,,,,,,,,,,,
20130429:2007,-95953.87032,,,,,,,,,,,,
20130429:2107,106618.0855,,,,,,,,,,,,
20130429:2207,211346.6096,,,,,,,,,,,,
20130429:2307,264104.3517,,,,,,,,,,,,
20130430:0007,265129.0981,,,,,,,,,,,,
20130430:0107,265106.647,,,,,,,,,,,,
20130430:0207,304899.6129,,,,,,,,,,,,
20130430:0307,266172.8767,,,,,,,,,,,,
20130430:0407,375483.2326,,,,,,,,,,,,
20130430:0507,523898.9707,,,,,,,,,,,,
20130430:0607,684872.9018,,,,,,,,,,,,
20130430:0707,804402.2669,,,,,,,,,,,,
20130430:0807,503255.1078,,,,,,,,,,,,
20130430:0907,154745.2669,,,,,,,,,,,,
20130430:1007,368550.2138,,,,,,,,,,,,
20130430:1107,914034.056,,,,,,,,,,,,
20130430:1207,912198.7445,,,,,,,,,,,,
20130430:1307,719872.2056,,,,,,,,,,,,
20130430:1407,417400.2296,,,,,,,,,,,,
20130430:1507,13008.61066,,,,,,,,,,,,
20130430:1607,221605.6719,,,,,,,,,,,,
20130430:1707,279730.2078,,,,,,,,,,,,
20130430:1807,-106245.0093,,,,,,,,,,,,
20130430:1907,-316950.2573,,,,,,,,,,,,
20130430:2007,-359989.2502,,,,,,,,,,,,
20130430:2107,-251534.5541,,,,,,,,,,,,
20130430:2207,-79668.52228,,,,,,,,,,,,
20130430:2307,-169236.3241,,,,,,,,,,,,
20130501:0007,-114087.1,,,,,,,,,,,,
20130501:0107,455543.3836,,,,,,,,,,,,
20130501:0207,669350.4207,,,,,,,,,,,,
20130501:0307,708055.2964,,,,,,,,,,,,
20130501:0407,626937.0655,,,,,,,,,,,,
20130501:0507,455875.9595,,,,,,,,,,,,
20130501:0607,655897.4542,,,,,,,,,,,,
20130501:0707,838413.9248,,,,,,,,,,,,
20130501:0807,1248771.758,,,,,,,,,,,,
20130501:0907,1320308.981,,,,,,,,,,,,
20130501:1007,1223559.521,,,,,,,,,,,,
20130501:1107,959897.9302,,,,,,,,,,,,
20130501:1207,83798.33301,,,,,,,,,,,,
20130501:1307,-11079.53911,,,,,,,,,,,,
20130501:1407,20765.0708,,,,,,,,,,,,
20130501:1507,-76620.21103,,,,,,,,,,,,
20130501:1607,-125349.3495,,,,,,,,,,,,
20130501:1707,-106452.1053,,,,,,,,,,,,
20130501:1807,-26489.94983,,,,,,,,,,,,
20130501:1907,28947.35357,,,,,,,,,,,,
20130501:2007,-93701.11896,,,,,,,,,,,,
20130501:2107,-30000.95299,,,,,,,,,,,,
20130501:2207,691327.9491,,,,,,,,,,,,
20130501:2307,983238.6812,,,,,,,,,,,,
20130502:0007,1009846.46,,,,,,,,,,,,
20130502:0107,826929.3955,,,,,,,,,,,,
20130502:0207,458250.3207,,,,,,,,,,,,
20130502:0307,600322.2659,,,,,,,,,,,,
20130502:0407,723728.5271,,,,,,,,,,,,
20130502:0507,1075095.333,,,,,,,,,,,,
20130502:0607,1171233.157,,,,,,,,,,,,
20130502:0707,1025604.502,,,,,,,,,,,,
20130502:0807,605262.2331,,,,,,,,,,,,
20130502:0907,-328544.0565,,,,,,,,,,,,
20130502:1007,-1010.75591,,,,,,,,,,,,
20130502:1107,229650.3411,,,,,,,,,,,,
20130502:1207,-110146.5139,,,,,,,,,,,,
20130502:1307,-370992.0765,,,,,,,,,,,,
20130502:1407,-444060.6951,,,,,,,,,,,,
20130502:1507,-333360.5044,,,,,,,,,,,,
20130502:1607,264.2074397,,,,,,,,,,,,
20130502:1707,-27874.98991,,,,,,,,,,,,
20130502:1807,-96891.49497,,,,,,,,,,,,
20130502:1907,240029.5935,,,,,,,,,,,,
20130502:2007,424001.4977,,,,,,,,,,,,
20130502:2107,418697.9528,,,,,,,,,,,,
20130502:2207,240310.6786,,,,,,,,,,,,
20130502:2307,-110401.7513,,,,,,,,,,,,
20130503:0007,40638.40592,,,,,,,,,,,,
20130503:0107,303324.4441,,,,,,,,,,,,
20130503:0207,1134800.113,,,,,,,,,,,,
20130503:0307,1234234.325,,,,,,,,,,,,
20130503:0407,1038947.562,,,,,,,,,,,,
20130503:0507,755396.546,,,,,,,,,,,,
20130503:0607,-399902.0406,,,,,,,,,,,,
20130503:0707,-526589.5514,,,,,,,,,,,,
20130503:0807,-77828.54056,,,,,,,,,,,,
20130503:0907,397333.5859,,,,,,,,,,,,
20130503:1007,242119.9067,,,,,,,,,,,,
20130503:1107,21639.87701,,,,,,,,,,,,
20130503:1207,-95954.0839,,,,,,,,,,,,
20130503:1307,211492.1228,,,,,,,,,,,,
20130503:1407,536817.1504,,,,,,,,,,,,
20130503:1507,556144.8627,,,,,,,,,,,,
20130503:1607,464669.3391,,,,,,,,,,,,
20130503:1707,446627.2553,,,,,,,,,,,,
20130503:1807,408851.3598,,,,,,,,,,,,
20130503:1907,305068.2778,,,,,,,,,,,,
20130503:2007,28316.83378,,,,,,,,,,,,
20130503:2107,187464.7703,,,,,,,,,,,,
20130503:2207,456591.7009,,,,,,,,,,,,
20130503:2307,968792.2329,,,,,,,,,,,,
20130504:0007,930945.173,,,,,,,,,,,,
20130504:0107,549739.5758,,,,,,,,,,,,
20130504:0207,-83902.36216,,,,,,,,,,,,
20130504:0307,-681101.6913,,,,,,,,,,,,
20130504:0407,-148891.7756,,,,,,,,,,,,
20130504:0507,-5542.45587,,,,,,,,,,,,
20130504:0607,-222782.5579,,,,,,,,,,,,
20130504:0707,-338013.5799,,,,,,,,,,,,
20130504:0807,-344491.6654,,,,,,,,,,,,
20130504:0907,-268676.4163,,,,,,,,,,,,
20130504:1007,-138248.1486,,,,,,,,,,,,
20130504:1107,-156651.9478,,,,,,,,,,,,
20130504:1207,-95522.71756,,,,,,,,,,,,
20130504:1307,280027.4884,,,,,,,,,,,,
20130504:1407,390786.4516,,,,,,,,,,,,
20130504:1507,381009.3515,,,,,,,,,,,,
20130504:1607,265663.76,,,,,,,,,,,,
20130504:1707,-68326.86992,,,,,,,,,,,,
20130504:1807,259746.358,,,,,,,,,,,,
20130504:1907,785187.6326,,,,,,,,,,,,
20130504:2007,1432441.512,,,,,,,,,,,,
20130504:2107,1362567.596,,,,,,,,,,,,
20130504:2207,1041939.681,,,,,,,,,,,,
20130504:2307,514927.6997,,,,,,,,,,,,
20130505:0007,-331641.4667,,,,,,,,,,,,
20130505:0107,80481.83813,,,,,,,,,,,,
20130505:0207,246252.2505,,,,,,,,,,,,
20130505:0307,-190341.3115,,,,,,,,,,,,
20130505:0407,-430079.9924,,,,,,,,,,,,
20130505:0507,-464462.3434,,,,,,,,,,,,
20130505:0607,-336886.9284,,,,,,,,,,,,
20130505:0707,-108245.3652,,,,,,,,,,,,
20130505:0807,-202187.1976,,,,,,,,,,,,
20130505:0907,-204924.6074,,,,,,,,,,,,
20130505:1007,255113.4405,,,,,,,,,,,,
20130505:1107,489604.2257,,,,,,,,,,,,
20130505:1207,592440.2413,,,,,,,,,,,,
20130505:1307,574834.9321,,,,,,,,,,,,
20130505:1407,332413.2582,,,,,,,,,,,,
20130505:1507,351345.0574,,,,,,,,,,,,
20130505:1607,549802.7414,,,,,,,,,,,,
20130505:1707,1026905.542,,,,,,,,,,,,
20130505:1807,1066098.714,,,,,,,,,,,,
20130505:1907,852766.5748,,,,,,,,,,,,
20130505:2007,436083.6869,,,,,,,,,,,,
20130505:2107,-478949.9377,,,,,,,,,,,,
20130505:2207,-340659.3327,,,,,,,,,,,,
20130505:2307,-134523.6289,,,,,,,,,,,,
20130506:0007,-123942.6374,,,,,,,,,,,,
20130506:0107,-220157.5303,,,,,,,,,,,,
20130506:0207,-232006.3356,,,,,,,,,,,,
20130506:0307,-147299.8864,,,,,,,,,,,,
20130506:0407,-101318.3611,,,,,,,,,,,,
20130506:0507,-284036.3252,,,,,,,,,,,,
20130506:0607,-260445.114,,,,,,,,,,,,
20130506:0707,81625.34904,,,,,,,,,,,,
20130506:0807,162387.2729,,,,,,,,,,,,
20130506:0907,153444.7876,,,,,,,,,,,,
20130506:1007,133891.4051,,,,,,,,,,,,
20130506:1107,162312.7592,,,,,,,,,,,,
20130506:1207,147874.12,,,,,,,,,,,,
20130506:1307,118984.1814,,,,,,,,,,,,
20130506:1407,3183.924532,,,,,,,,,,,,
20130506:1507,-29369.41198,,,,,,,,,,,,
20130506:1607,25287.60116,,,,,,,,,,,,
20130506:1707,125920.8801,,,,,,,,,,,,
20130506:1807,-67895.66975,,,,,,,,,,,,
20130506:1907,-340096.5685,,,,,,,,,,,,
20130506:2007,-308384.2469,,,,,,,,,,,,
20130506:2107,-158634.6801,,,,,,,,,,,,
20130506:2207,-173955.2574,,,,,,,,,,,,
20130506:2307,-219775.9031,,,,,,,,,,,,
20130507:0007,-245326.4069,,,,,,,,,,,,
20130507:0107,-133281.5352,,,,,,,,,,,,
20130507:0207,117854.894,,,,,,,,,,,,
20130507:0307,320009.8973,,,,,,,,,,,,
20130507:0407,561932.1987,,,,,,,,,,,,
20130507:0507,511099.6368,,,,,,,,,,,,
20130507:0607,396147.6681,,,,,,,,,,,,
20130507:0707,296085.9689,,,,,,,,,,,,
20130507:0807,201599.3024,,,,,,,,,,,,
20130507:0907,175881.0013,,,,,,,,,,,,
20130507:1007,72537.99425,,,,,,,,,,,,
20130507:1107,-241322.9938,,,,,,,,,,,,
20130507:1207,-299566.0412,,,,,,,,,,,,
20130507:1307,-252882.1033,,,,,,,,,,,,
20130507:1407,-32041.08293,,,,,,,,,,,,
20130507:1507,246135.5944,,,,,,,,,,,,
20130507:1607,-204883.5015,,,,,,,,,,,,
20130507:1707,-357621.0711,,,,,,,,,,,,
20130507:1807,-76062.44202,,,,,,,,,,,,
20130507:1907,91312.24778,,,,,,,,,,,,
20130507:2007,83952.37981,,,,,,,,,,,,
20130507:2107,-94480.47661,,,,,,,,,,,,
20130507:2207,-390815.1656,,,,,,,,,,,,
20130507:2307,-206786.275,,,,,,,,,,,,
20130508:0007,-27432.50918,,,,,,,,,,,,
20130508:0107,391639.7273,,,,,,,,,,,,
20130508:0207,487522.6898,,,,,,,,,,,,
20130508:0307,517067.7299,,,,,,,,,,,,
20130508:0407,496352.5361,,,,,,,,,,,,
20130508:0507,150951.7556,,,,,,,,,,,,
20130508:0607,95680.24832,,,,,,,,,,,,
20130508:0707,217438.1364,,,,,,,,,,,,
20130508:0807,197780.0604,,,,,,,,,,,,
20130508:0907,-142183.0057,,,,,,,,,,,,
20130508:1007,-435591.6017,,,,,,,,,,,,
20130508:1107,-503463.1732,,,,,,,,,,,,
20130508:1207,-72340.72271,,,,,,,,,,,,
20130508:1307,67557.49208,,,,,,,,,,,,
20130508:1407,-122018.1456,,,,,,,,,,,,
20130508:1507,-391117.5256,,,,,,,,,,,,
20130508:1607,-344947.5683,,,,,,,,,,,,
20130508:1707,-234515.0608,,,,,,,,,,,,
20130508:1807,-142032.1558,,,,,,,,,,,,
20130508:1907,1450.13455,,,,,,,,,,,,
20130508:2007,-3692.609417,,,,,,,,,,,,
20130508:2107,-195625.8277,,,,,,,,,,,,
20130508:2207,-363948.0307,,,,,,,,,,,,
20130508:2307,-294648.7992,,,,,,,,,,,,
20130509:0007,-152447.9786,,,,,,,,,,,,
20130509:0107,-25133.50478,,,,,,,,,,,,
20130509:0207,-46376.09135,,,,,,,,,,,,
20130509:0307,258867.1008,,,,,,,,,,,,
20130509:0407,412700.574,,,,,,,,,,,,
20130509:0507,502496.0248,,,,,,,,,,,,
20130509:0607,629768.6227,,,,,,,,,,,,
20130509:0707,455339.6801,,,,,,,,,,,,
20130509:0807,-98996.85013,,,,,,,,,,,,
20130509:0907,-497225.6242,,,,,,,,,,,,
20130509:1007,469032.6928,,,,,,,,,,,,
20130509:1107,477349.4342,,,,,,,,,,,,
20130509:1207,-386603.1841,,,,,,,,,,,,
20130509:1307,-600166.2545,,,,,,,,,,,,
20130509:1407,-492661.3753,,,,,,,,,,,,
20130509:1507,-220223.2882,,,,,,,,,,,,
20130509:1607,111554.8326,,,,,,,,,,,,
20130509:1707,-96082.21026,,,,,,,,,,,,
20130509:1807,-270541.7359,,,,,,,,,,,,
20130509:1907,1796778.468,,,,,,,,,,,,
20130509:2007,2196595.137,,,,,,,,,,,,
20130509:2107,1428244.307,,,,,,,,,,,,
20130509:2207,-45436.12642,,,,,,,,,,,,
20130509:2307,-1300221.737,,,,,,,,,,,,
20130510:0007,-68432.69781,,,,,,,,,,,,
20130510:0107,294962.4515,,,,,,,,,,,,
20130510:0207,-209193.1555,,,,,,,,,,,,
20130510:0307,-496709.6932,,,,,,,,,,,,
20130510:0407,-438996.936,,,,,,,,,,,,
20130510:0507,-145785.5236,,,,,,,,,,,,
20130510:0607,758312.7915,,,,,,,,,,,,
20130510:0707,1239074.331,,,,,,,,,,,,
20130510:0807,1072762.466,,,,,,,,,,,,
20130510:0907,1165071.339,,,,,,,,,,,,
20130510:1007,1488556.1,,,,,,,,,,,,
20130510:1107,1713656.678,,,,,,,,,,,,
20130510:1207,1717678.372,,,,,,,,,,,,
20130510:1307,1325364.989,,,,,,,,,,,,
20130510:1407,1069415.292,,,,,,,,,,,,
20130510:1507,979302.3644,,,,,,,,,,,,
20130510:1607,1060512.282,,,,,,,,,,,,
20130510:1707,1103180.916,,,,,,,,,,,,
20130510:1807,1066045.452,,,,,,,,,,,,
20130510:1907,987331.2631,,,,,,,,,,,,
20130510:2007,1045425.886,,,,,,,,,,,,
20130510:2107,1094093.456,,,,,,,,,,,,
20130510:2207,1012022.517,,,,,,,,,,,,
20130510:2307,777199.4351,,,,,,,,,,,,
20130511:0007,685268.5503,,,,,,,,,,,,
20130511:0107,488840.7933,,,,,,,,,,,,
20130511:0207,130652.8492,,,,,,,,,,,,
20130511:0307,-181665.0383,,,,,,,,,,,,
20130511:0407,70674.69509,,,,,,,,,,,,
20130511:0507,-11395.72909,,,,,,,,,,,,
20130511:0607,-351179.9912,,,,,,,,,,,,
20130511:0707,-374203.0715,,,,,,,,,,,,
20130511:0807,-295473.7618,,,,,,,,,,,,
20130511:0907,-206240.3327,,,,,,,,,,,,
20130511:1007,-166355.1392,,,,,,,,,,,,
20130511:1107,-210201.1272,,,,,,,,,,,,
20130511:1207,-185431.8447,,,,,,,,,,,,
20130511:1307,-71010.51193,,,,,,,,,,,,
20130511:1407,-46431.82188,,,,,,,,,,,,
20130511:1507,-40810.61868,,,,,,,,,,,,
20130511:1607,-35914.5428,,,,,,,,,,,,
20130511:1707,-87992.79306,,,,,,,,,,,,
20130511:1807,-62794.41833,,,,,,,,,,,,
20130511:1907,20535.36884,,,,,,,,,,,,
20130511:2007,600416.7635,,,,,,,,,,,,
20130511:2107,813764.1982,,,,,,,,,,,,
20130511:2207,831479.355,,,,,,,,,,,,
20130511:2307,677643.603,,,,,,,,,,,,
20130512:0007,-282710.8208,,,,,,,,,,,,
20130512:0107,-336059.67,,,,,,,,,,,,
20130512:0207,-30543.535,,,,,,,,,,,,
20130512:0307,152033.8866,,,,,,,,,,,,
20130512:0407,10069.82999,,,,,,,,,,,,
20130512:0507,-118221.2525,,,,,,,,,,,,
20130512:0607,-147035.7866,,,,,,,,,,,,
20130512:0707,-39081.22988,,,,,,,,,,,,
20130512:0807,-53425.45269,,,,,,,,,,,,
20130512:0907,-48240.90123,,,,,,,,,,,,
20130512:1007,223592.2296,,,,,,,,,,,,
20130512:1107,371186.3673,,,,,,,,,,,,
20130512:1207,487942.7785,,,,,,,,,,,,
20130512:1307,527154.3882,,,,,,,,,,,,
20130512:1407,268430.6641,,,,,,,,,,,,
20130512:1507,199261.8963,,,,,,,,,,,,
20130512:1607,717365.6624,,,,,,,,,,,,
20130512:1707,1132591.112,,,,,,,,,,,,
20130512:1807,1111035.812,,,,,,,,,,,,
20130512:1907,796800.2381,,,,,,,,,,,,
20130512:2007,403019.2612,,,,,,,,,,,,
20130512:2107,5135.408245,,,,,,,,,,,,
20130512:2207,-433071.8426,,,,,,,,,,,,
20130512:2307,-210880.9496,,,,,,,,,,,,
20130513:0007,24070.76449,,,,,,,,,,,,
20130513:0107,56332.67964,,,,,,,,,,,,
20130513:0207,-112087.2576,,,,,,,,,,,,
20130513:0307,-278240.3101,,,,,,,,,,,,
20130513:0407,-361985.5559,,,,,,,,,,,,
20130513:0507,-252938.3755,,,,,,,,,,,,
20130513:0607,-168887.8839,,,,,,,,,,,,
20130513:0707,-157728.605,,,,,,,,,,,,
20130513:0807,216012.0593,,,,,,,,,,,,
20130513:0907,404402.7326,,,,,,,,,,,,
20130513:1007,418373.1837,,,,,,,,,,,,
20130513:1107,267215.1585,,,,,,,,,,,,
20130513:1207,-97677.90452,,,,,,,,,,,,
20130513:1307,-151683.0232,,,,,,,,,,,,
20130513:1407,-173380.183,,,,,,,,,,,,
20130513:1507,861148.6833,,,,,,,,,,,,
20130513:1607,1353741.67,,,,,,,,,,,,
20130513:1707,1399738.459,,,,,,,,,,,,
20130513:1807,1017470.203,,,,,,,,,,,,
20130513:1907,-6728.2822,,,,,,,,,,,,
20130513:2007,-84139.0745,,,,,,,,,,,,
20130513:2107,13973.74589,,,,,,,,,,,,
20130513:2207,-173457.0521,,,,,,,,,,,,
20130513:2307,-327730.3269,,,,,,,,,,,,
20130514:0007,-364504.309,,,,,,,,,,,,
20130514:0107,-283818.458,,,,,,,,,,,,
20130514:0207,-24954.33349,,,,,,,,,,,,
20130514:0307,-183493.8305,,,,,,,,,,,,
20130514:0407,-311716.274,,,,,,,,,,,,
20130514:0507,-293562.1244,,,,,,,,,,,,
20130514:0607,-218943.6627,,,,,,,,,,,,
20130514:0707,-180962.4224,,,,,,,,,,,,
20130514:0807,-190848.3369,,,,,,,,,,,,
20130514:0907,-251628.1185,,,,,,,,,,,,
20130514:1007,-73995.24853,,,,,,,,,,,,
20130514:1107,150519.1157,,,,,,,,,,,,
20130514:1207,966430.2906,,,,,,,,,,,,
20130514:1307,1247130.693,,,,,,,,,,,,
20130514:1407,1325132.946,,,,,,,,,,,,
20130514:1507,1227485.426,,,,,,,,,,,,
20130514:1607,1230788.107,,,,,,,,,,,,
20130514:1707,945046.3464,,,,,,,,,,,,
20130514:1807,399986.1221,,,,,,,,,,,,
20130514:1907,-348721.9578,,,,,,,,,,,,
20130514:2007,-296459.1799,,,,,,,,,,,,
20130514:2107,-159377.8266,,,,,,,,,,,,
20130514:2207,-112430.1984,,,,,,,,,,,,
20130514:2307,-228247.4751,,,,,,,,,,,,
20130515:0007,-209834.8677,,,,,,,,,,,,
20130515:0107,-121061.7296,,,,,,,,,,,,
20130515:0207,-53769.67426,,,,,,,,,,,,
20130515:0307,-117613.5616,,,,,,,,,,,,
20130515:0407,-200119.5091,,,,,,,,,,,,
20130515:0507,-236366.2957,,,,,,,,,,,,
20130515:0607,-54154.734,,,,,,,,,,,,
20130515:0707,14786.93949,,,,,,,,,,,,
20130515:0807,-91997.4296,,,,,,,,,,,,
20130515:0907,-302205.6974,,,,,,,,,,,,
20130515:1007,-316503.6754,,,,,,,,,,,,
20130515:1107,-201483.7772,,,,,,,,,,,,
20130515:1207,8068.901407,,,,,,,,,,,,
20130515:1307,396261.222,,,,,,,,,,,,
20130515:1407,197064.2863,,,,,,,,,,,,
20130515:1507,-89662.04695,,,,,,,,,,,,
20130515:1607,-393670.6933,,,,,,,,,,,,
20130515:1707,-260627.3545,,,,,,,,,,,,
20130515:1807,-52915.69865,,,,,,,,,,,,
20130515:1907,41825.19148,,,,,,,,,,,,
20130515:2007,-149762.6503,,,,,,,,,,,,
20130515:2107,-7784.106943,,,,,,,,,,,,
20130515:2207,305143.6186,,,,,,,,,,,,
20130515:2307,610000.1866,,,,,,,,,,,,
20130516:0007,512464.2017,,,,,,,,,,,,
20130516:0107,394202.7576,,,,,,,,,,,,
20130516:0207,348172.5868,,,,,,,,,,,,
20130516:0307,372950.9044,,,,,,,,,,,,
20130516:0407,223824.2101,,,,,,,,,,,,
20130516:0507,149673.4868,,,,,,,,,,,,
20130516:0607,-126875.3338,,,,,,,,,,,,
20130516:0707,-310269.5001,,,,,,,,,,,,
20130516:0807,-329050.6483,,,,,,,,,,,,
20130516:0907,-180351.3795,,,,,,,,,,,,
20130516:1007,216313.5243,,,,,,,,,,,,
20130516:1107,406173.2431,,,,,,,,,,,,
20130516:1207,190483.9874,,,,,,,,,,,,
20130516:1307,-427304.1842,,,,,,,,,,,,
20130516:1407,-492017.1354,,,,,,,,,,,,
20130516:1507,-345683.0357,,,,,,,,,,,,
20130516:1607,-133772.6799,,,,,,,,,,,,
20130516:1707,-113221.6304,,,,,,,,,,,,
20130516:1807,-276812.1118,,,,,,,,,,,,
20130516:1907,-126951.2301,,,,,,,,,,,,
20130516:2007,369888.0932,,,,,,,,,,,,
20130516:2107,364062.0258,,,,,,,,,,,,
20130516:2207,117764.9625,,,,,,,,,,,,
20130516:2307,-217780.5843,,,,,,,,,,,,
20130517:0007,-431034.9835,,,,,,,,,,,,
20130517:0107,-135812.8826,,,,,,,,,,,,
20130517:0207,147352.6291,,,,,,,,,,,,
20130517:0307,1348015.782,,,,,,,,,,,,
20130517:0407,1619317.503,,,,,,,,,,,,
20130517:0507,1478339.962,,,,,,,,,,,,
20130517:0607,1023824.596,,,,,,,,,,,,
20130517:0707,493774.1384,,,,,,,,,,,,
20130517:0807,465623.7849,,,,,,,,,,,,
20130517:0907,139151.141,,,,,,,,,,,,
20130517:1007,-493667.249,,,,,,,,,,,,
20130517:1107,-493574.647,,,,,,,,,,,,
20130517:1207,-281138.9229,,,,,,,,,,,,
20130517:1307,-8430.615039,,,,,,,,,,,,
20130517:1407,-33341.15238,,,,,,,,,,,,
20130517:1507,-346247.1213,,,,,,,,,,,,
20130517:1607,-257413.1215,,,,,,,,,,,,
20130517:1707,-128566.7472,,,,,,,,,,,,
20130517:1807,-178858.5565,,,,,,,,,,,,
20130517:1907,-241697.2738,,,,,,,,,,,,
20130517:2007,-260086.9734,,,,,,,,,,,,
20130517:2107,256280.6638,,,,,,,,,,,,
20130517:2207,1472654.433,,,,,,,,,,,,
20130517:2307,1369436.259,,,,,,,,,,,,
20130518:0007,977970.7809,,,,,,,,,,,,
20130518:0107,1214674.823,,,,,,,,,,,,
20130518:0207,1751021.344,,,,,,,,,,,,
20130518:0307,2232736.334,,,,,,,,,,,,
20130518:0407,1934684.152,,,,,,,,,,,,
20130518:0507,414257.7141,,,,,,,,,,,,
20130518:0607,-536370.1028,,,,,,,,,,,,
20130518:0707,-749844.1022,,,,,,,,,,,,
20130518:0807,-243572.9639,,,,,,,,,,,,
20130518:0907,153030.8897,,,,,,,,,,,,
20130518:1007,199922.7033,,,,,,,,,,,,
20130518:1107,-316997.7585,,,,,,,,,,,,
20130518:1207,-316960.2502,,,,,,,,,,,,
20130518:1307,-140960.3524,,,,,,,,,,,,
20130518:1407,-19799.95634,,,,,,,,,,,,
20130518:1507,-82044.40722,,,,,,,,,,,,
20130518:1607,-159505.54,,,,,,,,,,,,
20130518:1707,-224385.6825,,,,,,,,,,,,
20130518:1807,-246726.0124,,,,,,,,,,,,
20130518:1907,-28144.42726,,,,,,,,,,,,
20130518:2007,232396.8076,,,,,,,,,,,,
20130518:2107,1018647.063,,,,,,,,,,,,
20130518:2207,1201879.502,,,,,,,,,,,,
20130518:2307,1044563.513,,,,,,,,,,,,
20130519:0007,549780.9299,,,,,,,,,,,,
20130519:0107,76101.59244,,,,,,,,,,,,
