Time,value,,,,,,,,,,,,
20130216:0207,-167625.2411,,,,,,,,,,,,
20130216:0307,-190965.641,,,,,,,,,,,,
20130216:0407,-223604.6583,,,,,,,,,,,,
20130216:0507,-264488.4168,,,,,,,,,,,,
20130216:0607,-239492.6171,,,,,,,,,,,,
20130216:0707,-229484.7674,,,,,,,,,,,,
20130216:0807,-75482.93786,,,,,,,,,,,,
20130216:0907,5387.404074,,,,,,,,,,,,
20130216:1007,110483.0212,,,,,,,,,,,,
20130216:1107,265254.2321,,,,,,,,,,,,
20130216:1207,812515.2674,,,,,,,,,,,,
20130216:1307,1024039.15,,,,,,,,,,,,
20130216:1407,938635.4053,,,,,,,,,,,,
20130216:1507,923021.3139,,,,,,,,,,,,
20130216:1607,1010249.479,,,,,,,,,,,,
20130216:1707,1151315.838,,,,,,,,,,,,
20130216:1807,1311522.098,,,,,,,,,,,,
20130216:1907,645316.6933,,,,,,,,,,,,
20130216:2007,118342.7552,,,,,,,,,,,,
20130216:2107,440608.0322,,,,,,,,,,,,
20130216:2207,913924.4179,,,,,,,,,,,,
20130216:2307,759647.0144,,,,,,,,,,,,
20130217:0007,453226.8821,,,,,,,,,,,,
20130217:0107,178310.0783,,,,,,,,,,,,
20130217:0207,223689.2874,,,,,,,,,,,,
20130217:0307,591644.1401,,,,,,,,,,,,
20130217:0407,849993.0551,,,,,,,,,,,,
20130217:0507,1641081.819,,,,,,,,,,,,
20130217:0607,1747259.022,,,,,,,,,,,,
20130217:0707,1587010.589,,,,,,,,,,,,
20130217:0807,1299123.873,,,,,,,,,,,,
20130217:0907,1052687.377,,,,,,,,,,,,
20130217:1007,1257345.829,,,,,,,,,,,,
20130217:1107,1348246.943,,,,,,,,,,,,
20130217:1207,1298912.317,,,,,,,,,,,,
20130217:1307,1219893.819,,,,,,,,,,,,
20130217:1407,1162352.666,,,,,,,,,,,,
20130217:1507,1104603.076,,,,,,,,,,,,
20130217:1607,630572.1375,,,,,,,,,,,,
20130217:1707,295768.9653,,,,,,,,,,,,
20130217:1807,293262.3003,,,,,,,,,,,,
20130217:1907,232647.58,,,,,,,,,,,,
20130217:2007,162770.867,,,,,,,,,,,,
20130217:2107,96183.95547,,,,,,,,,,,,
20130217:2207,48881.67705,,,,,,,,,,,,
20130217:2307,103903.8964,,,,,,,,,,,,
20130218:0007,202665.1993,,,,,,,,,,,,
20130218:0107,303040.9612,,,,,,,,,,,,
20130218:0207,1413234.355,,,,,,,,,,,,
20130218:0307,1809878.829,,,,,,,,,,,,
20130218:0407,1766867.399,,,,,,,,,,,,
20130218:0507,1401611.257,,,,,,,,,,,,
20130218:0607,796538.6118,,,,,,,,,,,,
20130218:0707,1190755.174,,,,,,,,,,,,
20130218:0807,1322478.502,,,,,,,,,,,,
20130218:0907,1265465.07,,,,,,,,,,,,
20130218:1007,1207359.351,,,,,,,,,,,,
20130218:1107,1222542.47,,,,,,,,,,,,
20130218:1207,1288272.038,,,,,,,,,,,,
20130218:1307,432703.5149,,,,,,,,,,,,
20130218:1407,-396578.3946,,,,,,,,,,,,
20130218:1507,-313429.39,,,,,,,,,,,,
20130218:1607,32480.4752,,,,,,,,,,,,
20130218:1707,20960.94321,,,,,,,,,,,,
20130218:1807,-96338.61561,,,,,,,,,,,,
20130218:1907,-221212.7696,,,,,,,,,,,,
20130218:2007,-224828.2051,,,,,,,,,,,,
20130218:2107,-29031.81977,,,,,,,,,,,,
20130218:2207,156161.4776,,,,,,,,,,,,
20130218:2307,661283.5172,,,,,,,,,,,,
20130219:0007,796177.257,,,,,,,,,,,,
20130219:0107,838563.1542,,,,,,,,,,,,
20130219:0207,819281.1411,,,,,,,,,,,,
20130219:0307,802641.9212,,,,,,,,,,,,
20130219:0407,940158.2415,,,,,,,,,,,,
20130219:0507,882398.3147,,,,,,,,,,,,
20130219:0607,469010.8718,,,,,,,,,,,,
20130219:0707,342508.3107,,,,,,,,,,,,
20130219:0807,321096.4503,,,,,,,,,,,,
20130219:0907,335226.028,,,,,,,,,,,,
20130219:1007,-149377.6542,,,,,,,,,,,,
20130219:1107,-369912.6273,,,,,,,,,,,,
20130219:1207,-269347.9958,,,,,,,,,,,,
20130219:1307,-150312.1887,,,,,,,,,,,,
20130219:1407,-193478.2755,,,,,,,,,,,,
20130219:1507,-247090.6749,,,,,,,,,,,,
20130219:1607,-262930.9553,,,,,,,,,,,,
20130219:1707,-101234.0219,,,,,,,,,,,,
20130219:1807,5823.791686,,,,,,,,,,,,
20130219:1907,20411.1317,,,,,,,,,,,,
20130219:2007,339064.294,,,,,,,,,,,,
20130219:2107,512082.6879,,,,,,,,,,,,
20130219:2207,584057.8928,,,,,,,,,,,,
20130219:2307,525099.1117,,,,,,,,,,,,
20130220:0007,116734.5664,,,,,,,,,,,,
20130220:0107,248912.8196,,,,,,,,,,,,
20130220:0207,532475.4524,,,,,,,,,,,,
20130220:0307,1026867.858,,,,,,,,,,,,
20130220:0407,1159286.292,,,,,,,,,,,,
20130220:0507,1249671.598,,,,,,,,,,,,
20130220:0607,1298537.062,,,,,,,,,,,,
20130220:0707,243025.7343,,,,,,,,,,,,
20130220:0807,-519161.0291,,,,,,,,,,,,
20130220:0907,-324641.3878,,,,,,,,,,,,
20130220:1007,115034.401,,,,,,,,,,,,
20130220:1107,96613.68111,,,,,,,,,,,,
20130220:1207,29928.25082,,,,,,,,,,,,
20130220:1307,34415.34267,,,,,,,,,,,,
20130220:1407,272493.4378,,,,,,,,,,,,
20130220:1507,378207.4855,,,,,,,,,,,,
20130220:1607,430138.9948,,,,,,,,,,,,
20130220:1707,796886.4688,,,,,,,,,,,,
20130220:1807,932376.4695,,,,,,,,,,,,
20130220:1907,928271.5348,,,,,,,,,,,,
20130220:2007,827743.5815,,,,,,,,,,,,
20130220:2107,706577.8969,,,,,,,,,,,,
20130220:2207,895939.9537,,,,,,,,,,,,
20130220:2307,985549.467,,,,,,,,,,,,
20130221:0007,889233.7667,,,,,,,,,,,,
20130221:0107,786481.3587,,,,,,,,,,,,
20130221:0207,692823.2389,,,,,,,,,,,,
20130221:0307,613319.7146,,,,,,,,,,,,
20130221:0407,204434.4977,,,,,,,,,,,,
20130221:0507,124534.3714,,,,,,,,,,,,
20130221:0607,170139.3099,,,,,,,,,,,,
20130221:0707,181659.0672,,,,,,,,,,,,
20130221:0807,133066.2559,,,,,,,,,,,,
20130221:0907,84833.45701,,,,,,,,,,,,
20130221:1007,73863.53274,,,,,,,,,,,,
20130221:1107,190222.4165,,,,,,,,,,,,
20130221:1207,291508.868,,,,,,,,,,,,
20130221:1307,339365.9523,,,,,,,,,,,,
20130221:1407,659362.8375,,,,,,,,,,,,
20130221:1507,817318.5586,,,,,,,,,,,,
20130221:1607,843179.6375,,,,,,,,,,,,
20130221:1707,741536.8609,,,,,,,,,,,,
20130221:1807,565908.0963,,,,,,,,,,,,
20130221:1907,625717.1655,,,,,,,,,,,,
20130221:2007,624953.0255,,,,,,,,,,,,
20130221:2107,1273754.796,,,,,,,,,,,,
20130221:2207,1618532.805,,,,,,,,,,,,
20130221:2307,1697013.817,,,,,,,,,,,,
20130222:0007,1537238.698,,,,,,,,,,,,
20130222:0107,279452.7872,,,,,,,,,,,,
20130222:0207,-395920.0829,,,,,,,,,,,,
20130222:0307,-143572.6668,,,,,,,,,,,,
20130222:0407,196454.6666,,,,,,,,,,,,
20130222:0507,46783.16082,,,,,,,,,,,,
20130222:0607,-174667.3781,,,,,,,,,,,,
20130222:0707,-319342.0258,,,,,,,,,,,,
20130222:0807,-254656.8155,,,,,,,,,,,,
20130222:0907,-150296.6736,,,,,,,,,,,,
20130222:1007,-154272.9504,,,,,,,,,,,,
20130222:1107,439352.2383,,,,,,,,,,,,
20130222:1207,851267.6417,,,,,,,,,,,,
20130222:1307,1072141.057,,,,,,,,,,,,
20130222:1407,1054248.251,,,,,,,,,,,,
20130222:1507,630379.6867,,,,,,,,,,,,
20130222:1607,584749.367,,,,,,,,,,,,
20130222:1707,802954.6914,,,,,,,,,,,,
20130222:1807,1423333.195,,,,,,,,,,,,
20130222:1907,1552419.869,,,,,,,,,,,,
20130222:2007,1519023.541,,,,,,,,,,,,
20130222:2107,1389002.465,,,,,,,,,,,,
20130222:2207,192837.4263,,,,,,,,,,,,
20130222:2307,-466155.8858,,,,,,,,,,,,
20130223:0007,-104384.475,,,,,,,,,,,,
20130223:0107,372459.3842,,,,,,,,,,,,
20130223:0207,196838.2809,,,,,,,,,,,,
20130223:0307,-92763.42563,,,,,,,,,,,,
20130223:0407,-305005.4519,,,,,,,,,,,,
20130223:0507,-203928.4749,,,,,,,,,,,,
20130223:0607,-18266.82427,,,,,,,,,,,,
20130223:0707,-20126.83626,,,,,,,,,,,,
20130223:0807,397937.5739,,,,,,,,,,,,
20130223:0907,701102.6259,,,,,,,,,,,,
20130223:1007,936946.0671,,,,,,,,,,,,
20130223:1107,1063639.168,,,,,,,,,,,,
20130223:1207,1134302.989,,,,,,,,,,,,
20130223:1307,1227458.239,,,,,,,,,,,,
20130223:1407,1343113.96,,,,,,,,,,,,
20130223:1507,1138644.773,,,,,,,,,,,,
20130223:1607,1000593.988,,,,,,,,,,,,
20130223:1707,1049385.585,,,,,,,,,,,,
20130223:1807,1245440.761,,,,,,,,,,,,
20130223:1907,694370.8383,,,,,,,,,,,,
20130223:2007,-81209.38061,,,,,,,,,,,,
20130223:2107,134879.7367,,,,,,,,,,,,
20130223:2207,765358.0796,,,,,,,,,,,,
20130223:2307,732753.8913,,,,,,,,,,,,
20130224:0007,431787.333,,,,,,,,,,,,
20130224:0107,41823.18404,,,,,,,,,,,,
20130224:0207,-248878.4073,,,,,,,,,,,,
20130224:0307,21359.0009,,,,,,,,,,,,
20130224:0407,126761.2692,,,,,,,,,,,,
20130224:0507,432743.6301,,,,,,,,,,,,
20130224:0607,617188.8465,,,,,,,,,,,,
20130224:0707,814489.8055,,,,,,,,,,,,
20130224:0807,972179.2094,,,,,,,,,,,,
20130224:0907,956769.8132,,,,,,,,,,,,
20130224:1007,910176.4353,,,,,,,,,,,,
20130224:1107,918577.5018,,,,,,,,,,,,
20130224:1207,935021.3468,,,,,,,,,,,,
20130224:1307,914782.0503,,,,,,,,,,,,
20130224:1407,877764.9036,,,,,,,,,,,,
20130224:1507,840213.5431,,,,,,,,,,,,
20130224:1607,174389.3048,,,,,,,,,,,,
20130224:1707,3520.767019,,,,,,,,,,,,
20130224:1807,336878.0075,,,,,,,,,,,,
20130224:1907,620437.716,,,,,,,,,,,,
20130224:2007,420007.6708,,,,,,,,,,,,
20130224:2107,163938.8946,,,,,,,,,,,,
20130224:2207,20562.73797,,,,,,,,,,,,
20130224:2307,226351.7745,,,,,,,,,,,,
20130225:0007,454544.2137,,,,,,,,,,,,
20130225:0107,487046.1146,,,,,,,,,,,,
20130225:0207,1009429.769,,,,,,,,,,,,
20130225:0307,1250826.339,,,,,,,,,,,,
20130225:0407,1254629.996,,,,,,,,,,,,
20130225:0507,1111931.732,,,,,,,,,,,,
20130225:0607,1008655.492,,,,,,,,,,,,
20130225:0707,1038534.595,,,,,,,,,,,,
20130225:0807,897801.0565,,,,,,,,,,,,
20130225:0907,891390.5903,,,,,,,,,,,,
20130225:1007,989415.159,,,,,,,,,,,,
20130225:1107,1142242.041,,,,,,,,,,,,
20130225:1207,1324610.227,,,,,,,,,,,,
20130225:1307,343981.4961,,,,,,,,,,,,
20130225:1407,-314439.2997,,,,,,,,,,,,
20130225:1507,11307.93714,,,,,,,,,,,,
20130225:1607,725304.3938,,,,,,,,,,,,
20130225:1707,734401.0256,,,,,,,,,,,,
20130225:1807,620875.9601,,,,,,,,,,,,
20130225:1907,553007.525,,,,,,,,,,,,
20130225:2007,572028.854,,,,,,,,,,,,
20130225:2107,374099.4073,,,,,,,,,,,,
20130225:2207,92056.38462,,,,,,,,,,,,
20130225:2307,92660.94312,,,,,,,,,,,,
20130226:0007,306006.5816,,,,,,,,,,,,
20130226:0107,496403.5405,,,,,,,,,,,,
20130226:0207,590038.6512,,,,,,,,,,,,
20130226:0307,915570.3877,,,,,,,,,,,,
20130226:0407,1207653.733,,,,,,,,,,,,
20130226:0507,1174498.386,,,,,,,,,,,,
20130226:0607,768864.2618,,,,,,,,,,,,
20130226:0707,619751.7673,,,,,,,,,,,,
20130226:0807,531367.1379,,,,,,,,,,,,
20130226:0907,442620.0521,,,,,,,,,,,,
20130226:1007,207588.4968,,,,,,,,,,,,
20130226:1107,148013.7963,,,,,,,,,,,,
20130226:1207,159649.1908,,,,,,,,,,,,
20130226:1307,254339.2474,,,,,,,,,,,,
20130226:1407,286252.4791,,,,,,,,,,,,
20130226:1507,286296.1165,,,,,,,,,,,,
20130226:1607,268902.6309,,,,,,,,,,,,
20130226:1707,297316.4922,,,,,,,,,,,,
20130226:1807,448855.6727,,,,,,,,,,,,
20130226:1907,585254.7447,,,,,,,,,,,,
20130226:2007,924675.3722,,,,,,,,,,,,
20130226:2107,992527.9314,,,,,,,,,,,,
20130226:2207,918150.7762,,,,,,,,,,,,
20130226:2307,746596.2942,,,,,,,,,,,,
20130227:0007,526973.4593,,,,,,,,,,,,
20130227:0107,702576.2427,,,,,,,,,,,,
20130227:0207,829203.1229,,,,,,,,,,,,
20130227:0307,960185.2404,,,,,,,,,,,,
20130227:0407,961415.1688,,,,,,,,,,,,
20130227:0507,937618.1933,,,,,,,,,,,,
20130227:0607,884677.6436,,,,,,,,,,,,
20130227:0707,178782.8188,,,,,,,,,,,,
20130227:0807,-76779.93698,,,,,,,,,,,,
20130227:0907,28733.38827,,,,,,,,,,,,
20130227:1007,64869.23246,,,,,,,,,,,,
20130227:1107,-20564.49784,,,,,,,,,,,,
20130227:1207,-108652.6737,,,,,,,,,,,,
20130227:1307,-151940.4837,,,,,,,,,,,,
20130227:1407,-47686.80366,,,,,,,,,,,,
20130227:1507,41671.07857,,,,,,,,,,,,
20130227:1607,75147.97147,,,,,,,,,,,,
20130227:1707,347903.4738,,,,,,,,,,,,
20130227:1807,482451.4227,,,,,,,,,,,,
20130227:1907,574572.825,,,,,,,,,,,,
20130227:2007,630538.2134,,,,,,,,,,,,
20130227:2107,639551.5604,,,,,,,,,,,,
20130227:2207,533083.4245,,,,,,,,,,,,
20130227:2307,408523.9949,,,,,,,,,,,,
20130228:0007,254277.6913,,,,,,,,,,,,
20130228:0107,278322.6076,,,,,,,,,,,,
20130228:0207,294739.8151,,,,,,,,,,,,
20130228:0307,250500.427,,,,,,,,,,,,
20130228:0407,-266099.052,,,,,,,,,,,,
20130228:0507,-380521.3093,,,,,,,,,,,,
20130228:0607,-237671.9962,,,,,,,,,,,,
20130228:0707,-122206.3607,,,,,,,,,,,,
20130228:0807,-189278.0755,,,,,,,,,,,,
20130228:0907,-260213.5432,,,,,,,,,,,,
20130228:1007,-281743.682,,,,,,,,,,,,
20130228:1107,-180716.92,,,,,,,,,,,,
20130228:1207,151214.4813,,,,,,,,,,,,
20130228:1307,452303.2943,,,,,,,,,,,,
20130228:1407,556153.7442,,,,,,,,,,,,
20130228:1507,191607.217,,,,,,,,,,,,
20130228:1607,25050.23041,,,,,,,,,,,,
20130228:1707,82015.23784,,,,,,,,,,,,
20130228:1807,330427.9968,,,,,,,,,,,,
20130228:1907,707431.7597,,,,,,,,,,,,
20130228:2007,539883.1976,,,,,,,,,,,,
20130228:2107,468334.6776,,,,,,,,,,,,
20130228:2207,986684.4031,,,,,,,,,,,,
20130228:2307,1243695.484,,,,,,,,,,,,
20130301:0007,1300106.646,,,,,,,,,,,,
20130301:0107,1205668.582,,,,,,,,,,,,
20130301:0207,266926.4647,,,,,,,,,,,,
20130301:0307,-267628.0286,,,,,,,,,,,,
20130301:0407,22526.8067,,,,,,,,,,,,
20130301:0507,301558.2736,,,,,,,,,,,,
20130301:0607,75127.26071,,,,,,,,,,,,
20130301:0707,-191617.21,,,,,,,,,,,,
20130301:0807,-325029.7332,,,,,,,,,,,,
20130301:0907,-160002.4063,,,,,,,,,,,,
20130301:1007,-94708.12729,,,,,,,,,,,,
20130301:1107,-134110.4689,,,,,,,,,,,,
20130301:1207,64546.90411,,,,,,,,,,,,
20130301:1307,538038.3695,,,,,,,,,,,,
20130301:1407,1214654.045,,,,,,,,,,,,
20130301:1507,1786062.826,,,,,,,,,,,,
20130301:1607,1852652.135,,,,,,,,,,,,
20130301:1707,1376302.612,,,,,,,,,,,,
20130301:1807,1301375.946,,,,,,,,,,,,
20130301:1907,1576972.758,,,,,,,,,,,,
20130301:2007,1629269.603,,,,,,,,,,,,
20130301:2107,1487132.949,,,,,,,,,,,,
20130301:2207,1199463.657,,,,,,,,,,,,
20130301:2307,577891.0596,,,,,,,,,,,,
20130302:0007,578887.3162,,,,,,,,,,,,
20130302:0107,601980.3891,,,,,,,,,,,,
20130302:0207,307160.5822,,,,,,,,,,,,
20130302:0307,222547.7825,,,,,,,,,,,,
20130302:0407,217198.2235,,,,,,,,,,,,
20130302:0507,218372.7044,,,,,,,,,,,,
20130302:0607,76748.68393,,,,,,,,,,,,
20130302:0707,-19297.92772,,,,,,,,,,,,
20130302:0807,71655.50785,,,,,,,,,,,,
20130302:0907,905958.14,,,,,,,,,,,,
20130302:1007,1255554.242,,,,,,,,,,,,
20130302:1107,1419630.68,,,,,,,,,,,,
20130302:1207,1452556.223,,,,,,,,,,,,
20130302:1307,1421855.668,,,,,,,,,,,,
20130302:1407,1477142.41,,,,,,,,,,,,
20130302:1507,1476319.077,,,,,,,,,,,,
20130302:1607,1281519.029,,,,,,,,,,,,
20130302:1707,1231036.421,,,,,,,,,,,,
20130302:1807,1209165.358,,,,,,,,,,,,
20130302:1907,1120959.883,,,,,,,,,,,,
20130302:2007,299561.9777,,,,,,,,,,,,
20130302:2107,215116.1678,,,,,,,,,,,,
20130302:2207,498748.1701,,,,,,,,,,,,
20130302:2307,576379.9966,,,,,,,,,,,,
20130303:0007,375570.274,,,,,,,,,,,,
20130303:0107,155807.0791,,,,,,,,,,,,
20130303:0207,18931.2421,,,,,,,,,,,,
20130303:0307,117669.9369,,,,,,,,,,,,
20130303:0407,237473.2524,,,,,,,,,,,,
20130303:0507,203867.9134,,,,,,,,,,,,
20130303:0607,270737.804,,,,,,,,,,,,
20130303:0707,367282.8922,,,,,,,,,,,,
20130303:0807,489620.5543,,,,,,,,,,,,
20130303:0907,614913.3805,,,,,,,,,,,,
20130303:1007,897535.0751,,,,,,,,,,,,
20130303:1107,934535.1045,,,,,,,,,,,,
20130303:1207,796219.0041,,,,,,,,,,,,
20130303:1307,360434.699,,,,,,,,,,,,
20130303:1407,305531.9697,,,,,,,,,,,,
20130303:1507,372076.0634,,,,,,,,,,,,
20130303:1607,447414.5514,,,,,,,,,,,,
20130303:1707,-77053.6747,,,,,,,,,,,,
20130303:1807,-300014.1433,,,,,,,,,,,,
20130303:1907,-182555.0835,,,,,,,,,,,,
20130303:2007,-133216.9294,,,,,,,,,,,,
20130303:2107,-219162.9952,,,,,,,,,,,,
20130303:2207,-290965.5264,,,,,,,,,,,,
20130303:2307,-306988.0136,,,,,,,,,,,,
20130304:0007,-230640.2464,,,,,,,,,,,,
20130304:0107,-201988.5661,,,,,,,,,,,,
20130304:0207,-175925.1546,,,,,,,,,,,,
20130304:0307,33161.82643,,,,,,,,,,,,
20130304:0407,113718.744,,,,,,,,,,,,
20130304:0507,181345.9259,,,,,,,,,,,,
20130304:0607,266863.4732,,,,,,,,,,,,
20130304:0707,365251.3019,,,,,,,,,,,,
20130304:0807,281000.7626,,,,,,,,,,,,
20130304:0907,307535.847,,,,,,,,,,,,
20130304:1007,497649.1475,,,,,,,,,,,,
20130304:1107,521430.6693,,,,,,,,,,,,
20130304:1207,460347.9327,,,,,,,,,,,,
20130304:1307,354288.2486,,,,,,,,,,,,
20130304:1407,-220431.9144,,,,,,,,,,,,
20130304:1507,-438282.3423,,,,,,,,,,,,
20130304:1607,-293480.5026,,,,,,,,,,,,
20130304:1707,-120110.7578,,,,,,,,,,,,
20130304:1807,-173270.8445,,,,,,,,,,,,
20130304:1907,-240551.0361,,,,,,,,,,,,
20130304:2007,-263544.0802,,,,,,,,,,,,
20130304:2107,-194211.9964,,,,,,,,,,,,
20130304:2207,-152106.4131,,,,,,,,,,,,
20130304:2307,-153602.8668,,,,,,,,,,,,
20130305:0007,-210299.0611,,,,,,,,,,,,
20130305:0107,-233783.0607,,,,,,,,,,,,
20130305:0207,-245654.8876,,,,,,,,,,,,
20130305:0307,-249912.6159,,,,,,,,,,,,
20130305:0407,-146421.2296,,,,,,,,,,,,
20130305:0507,-79440.13997,,,,,,,,,,,,
20130305:0607,-94546.69682,,,,,,,,,,,,
20130305:0707,-168228.4897,,,,,,,,,,,,
20130305:0807,-183467.146,,,,,,,,,,,,
20130305:0907,-156885.3444,,,,,,,,,,,,
20130305:1007,-100029.2471,,,,,,,,,,,,
20130305:1107,-187965.0561,,,,,,,,,,,,
20130305:1207,-317239.7376,,,,,,,,,,,,
20130305:1307,-291266.7281,,,,,,,,,,,,
20130305:1407,-174411.3463,,,,,,,,,,,,
20130305:1507,-141736.5056,,,,,,,,,,,,
20130305:1607,-132728.8131,,,,,,,,,,,,
20130305:1707,-136940.4361,,,,,,,,,,,,
20130305:1807,-140485.5269,,,,,,,,,,,,
20130305:1907,-112988.753,,,,,,,,,,,,
20130305:2007,-97300.58062,,,,,,,,,,,,
20130305:2107,-80325.89266,,,,,,,,,,,,
20130305:2207,-86337.88159,,,,,,,,,,,,
20130305:2307,-99110.67182,,,,,,,,,,,,
20130306:0007,-111172.5851,,,,,,,,,,,,
20130306:0107,-170093.9283,,,,,,,,,,,,
20130306:0207,-204037.548,,,,,,,,,,,,
20130306:0307,-160104.7351,,,,,,,,,,,,
20130306:0407,-200301.0777,,,,,,,,,,,,
20130306:0507,-262889.8648,,,,,,,,,,,,
20130306:0607,-288433.521,,,,,,,,,,,,
20130306:0707,-272052.6913,,,,,,,,,,,,
20130306:0807,-218388.3219,,,,,,,,,,,,
20130306:0907,-210107.4138,,,,,,,,,,,,
20130306:1007,-222661.9411,,,,,,,,,,,,
20130306:1107,-211969.4695,,,,,,,,,,,,
20130306:1207,-190689.767,,,,,,,,,,,,
20130306:1307,-191831.0193,,,,,,,,,,,,
20130306:1407,-223240.8684,,,,,,,,,,,,
20130306:1507,-251708.6685,,,,,,,,,,,,
20130306:1607,-111741.2935,,,,,,,,,,,,
20130306:1707,71022.80713,,,,,,,,,,,,
20130306:1807,467364.6515,,,,,,,,,,,,
20130306:1907,530464.4788,,,,,,,,,,,,
20130306:2007,487234.4787,,,,,,,,,,,,
20130306:2107,403950.0449,,,,,,,,,,,,
20130306:2207,272816.3315,,,,,,,,,,,,
20130306:2307,350508.5894,,,,,,,,,,,,
20130307:0007,414156.6949,,,,,,,,,,,,
20130307:0107,192350.8125,,,,,,,,,,,,
20130307:0207,31071.68409,,,,,,,,,,,,
20130307:0307,-48571.78061,,,,,,,,,,,,
20130307:0407,-38829.28151,,,,,,,,,,,,
20130307:0507,-204366.5779,,,,,,,,,,,,
20130307:0607,-309130.3532,,,,,,,,,,,,
20130307:0707,-239916.3132,,,,,,,,,,,,
20130307:0807,-122478.9944,,,,,,,,,,,,
20130307:0907,-125583.0873,,,,,,,,,,,,
20130307:1007,-141497.9862,,,,,,,,,,,,
20130307:1107,-145455.2039,,,,,,,,,,,,
20130307:1207,-47453.95604,,,,,,,,,,,,
20130307:1307,202464.6175,,,,,,,,,,,,
20130307:1407,489678.5204,,,,,,,,,,,,
20130307:1507,1338275.445,,,,,,,,,,,,
20130307:1607,1518851.953,,,,,,,,,,,,
20130307:1707,1456362.616,,,,,,,,,,,,
20130307:1807,1255238.585,,,,,,,,,,,,
20130307:1907,1028981.837,,,,,,,,,,,,
20130307:2007,1164886.973,,,,,,,,,,,,
20130307:2107,1066509.65,,,,,,,,,,,,
20130307:2207,1122653,,,,,,,,,,,,
20130307:2307,1258803.979,,,,,,,,,,,,
20130308:0007,1296058.462,,,,,,,,,,,,
20130308:0107,1203705.733,,,,,,,,,,,,
20130308:0207,904080.9851,,,,,,,,,,,,
20130308:0307,988120.8666,,,,,,,,,,,,
20130308:0407,958024.1799,,,,,,,,,,,,
20130308:0507,522882.6008,,,,,,,,,,,,
20130308:0607,412442.3679,,,,,,,,,,,,
20130308:0707,379797.777,,,,,,,,,,,,
20130308:0807,318448.378,,,,,,,,,,,,
20130308:0907,254290.3974,,,,,,,,,,,,
20130308:1007,354307.3344,,,,,,,,,,,,
20130308:1107,431374.168,,,,,,,,,,,,
20130308:1207,594964.0862,,,,,,,,,,,,
20130308:1307,644712.2153,,,,,,,,,,,,
20130308:1407,669349.5985,,,,,,,,,,,,
20130308:1507,666364.7491,,,,,,,,,,,,
20130308:1607,416349,,,,,,,,,,,,
20130308:1707,231337.1777,,,,,,,,,,,,
20130308:1807,305791.5047,,,,,,,,,,,,
20130308:1907,782393.4578,,,,,,,,,,,,
20130308:2007,872042.6609,,,,,,,,,,,,
20130308:2107,746459.6972,,,,,,,,,,,,
20130308:2207,523869.4276,,,,,,,,,,,,
20130308:2307,390155.0907,,,,,,,,,,,,
20130309:0007,484125.3748,,,,,,,,,,,,
20130309:0107,421315.2644,,,,,,,,,,,,
20130309:0207,201942.764,,,,,,,,,,,,
20130309:0307,129960.2763,,,,,,,,,,,,
20130309:0407,26974.82984,,,,,,,,,,,,
20130309:0507,-130804.1353,,,,,,,,,,,,
20130309:0607,-342426.9337,,,,,,,,,,,,
20130309:0707,-227611.8634,,,,,,,,,,,,
20130309:0807,-131366.7469,,,,,,,,,,,,
20130309:0907,140100.8984,,,,,,,,,,,,
20130309:1007,221107.8373,,,,,,,,,,,,
20130309:1107,221601.7633,,,,,,,,,,,,
20130309:1207,174211.9504,,,,,,,,,,,,
20130309:1307,272704.1833,,,,,,,,,,,,
20130309:1407,340864.1955,,,,,,,,,,,,
20130309:1507,163942.8036,,,,,,,,,,,,
20130309:1607,552365.3319,,,,,,,,,,,,
20130309:1707,876075.7246,,,,,,,,,,,,
20130309:1807,949571.6405,,,,,,,,,,,,
20130309:1907,772773.0745,,,,,,,,,,,,
20130309:2007,-219269.7838,,,,,,,,,,,,
20130309:2107,-449261.214,,,,,,,,,,,,
20130309:2207,-224061.3553,,,,,,,,,,,,
20130309:2307,-46870.80388,,,,,,,,,,,,
20130310:0007,-157779.3824,,,,,,,,,,,,
20130310:0107,-275397.837,,,,,,,,,,,,
20130310:0207,-319081.0212,,,,,,,,,,,,
20130310:0307,-203286.3091,,,,,,,,,,,,
20130310:0407,-105957.3671,,,,,,,,,,,,
20130310:0507,-40792.81778,,,,,,,,,,,,
20130310:0607,183961.2258,,,,,,,,,,,,
20130310:0707,249120.8639,,,,,,,,,,,,
20130310:0807,334588.4775,,,,,,,,,,,,
20130310:0907,474149.414,,,,,,,,,,,,
20130310:1007,629825.2925,,,,,,,,,,,,
20130310:1107,442182.0959,,,,,,,,,,,,
20130310:1207,300840.9596,,,,,,,,,,,,
20130310:1307,161727.9346,,,,,,,,,,,,
20130310:1407,168175.3808,,,,,,,,,,,,
20130310:1507,206275.0378,,,,,,,,,,,,
20130310:1607,250766.1856,,,,,,,,,,,,
20130310:1707,-173748.4226,,,,,,,,,,,,
20130310:1807,-381664.5204,,,,,,,,,,,,
20130310:1907,-257882.3336,,,,,,,,,,,,
20130310:2007,-96927.2603,,,,,,,,,,,,
20130310:2107,-138232.9294,,,,,,,,,,,,
20130310:2207,-193399.5349,,,,,,,,,,,,
20130310:2307,-208675.0322,,,,,,,,,,,,
20130311:0007,-102687.1302,,,,,,,,,,,,
20130311:0107,3357.387254,,,,,,,,,,,,
20130311:0207,97152.69798,,,,,,,,,,,,
20130311:0307,389565.4574,,,,,,,,,,,,
20130311:0407,492837.2983,,,,,,,,,,,,
