timeStamp,P
41.75,1342352.989
41.751000000000005,1341628.769
42.0,1370505.1840000001
42.01,1378897.9419999998
42.25,1445857.156
42.251000000000005,1445167.7619999999
42.5,1177418.1979999999
42.501000000000005,1176601.881
42.75,1285958.057
42.751000000000005,1287609.914
43.0,1032459.766
43.01,998563.4367
43.25,352579.3792
43.251000000000005,350493.9157
43.5,-37183.08778
43.501000000000005,-38067.82207
43.75,-60737.51554
43.751000000000005,-60459.357529999994
44.0,-7699.976056
44.01,-6616.335774
44.25,280416.9095
44.251000000000005,283772.1098
44.5,1306800.693
44.501000000000005,1309498.2340000002
44.75,1291462.555
44.751000000000005,1289760.0259999998
45.0,1193032.538
45.01,1205166.155
45.25,1397391.565
45.251000000000005,1396883.523
45.5,1515977.93
45.501000000000005,1517698.836
45.75,1739739.549
45.751000000000005,1739286.384
46.0,680921.7161
46.01,615701.3851
46.25,-107318.0204
46.251000000000005,-106885.4912
46.5,-19140.75581
46.501000000000005,-20076.55719
46.75,-295590.2253
46.751000000000005,-296042.5202
47.0,-194912.5574
47.01,-188130.3436
47.25,63688.552970000004
47.251000000000005,66103.38396
47.5,1012753.682
47.501000000000005,1016212.177
47.75,1346403.754
47.751000000000005,1346325.4109999998
48.0,1311473.787
48.01,1314045.476
48.25,1386372.4319999998
48.251000000000005,1386311.42
48.5,1297828.832
48.501000000000005,1297439.853
48.75,1175769.5790000001
48.751000000000005,1174732.8909999998
49.0,175136.0877
49.01,123934.3793
49.25,-135588.4066
49.251000000000005,-133875.8146
49.5,38372.54127
49.501000000000005,37329.39202
49.75,-276031.7124
49.751000000000005,-276542.1396
50.0,-125351.8622
