TimeStamp,wSpeed100
656.501,0.83
656.75,1.17
656.7501,1.31
657,1.13
657.01,1.19
657.25,1.6
657.2501,4.82
657.5,5.96
657.501,6.44
657.75,5.8
657.7501,6.12
658,6.53
658.01,6.28
658.25,5.88
658.2501,5.77
658.5,5.34
658.501,4.75
658.75,4.37
658.7501,4.01
659,3.92
659.01,3.8
659.25,4.24
659.2501,4.9
659.5,5.52
659.501,5.76
659.75,6.69
659.7501,7.4
660,7.08
660.01,7.24
660.25,7.49
660.2501,7.57
660.5,7.69
660.501,8.34
660.75,7.16
660.7501,5.72
661,5.75
661.01,4.69
661.25,2.89
661.2501,1.95
661.5,1.54
661.501,1.5
661.75,1.85
661.7501,2.11
662,2
662.01,2.34
662.25,3.1
662.2501,4.39
662.5,5.57
662.501,10.33
662.75,3.82
662.7501,5.38
663,5.67
663.01,3.55
663.25,6.13
663.2501,4.57
663.5,2.8
663.501,1.63
663.75,3.64
663.7501,7.47
664,10.05
664.01,9.94
664.25,4.73
664.2501,4.25
664.5,3.53
664.501,1.82
664.75,2.85
664.7501,5
665,4.93
665.01,4.99
665.25,6.21
665.2501,7.14
665.5,5.99
665.501,5.52
665.75,4.57
665.7501,3.58
666,4.22
666.01,4.13
666.25,4.64
666.2501,5.4
666.5,5.94
666.501,6.1
666.75,5.24
666.7501,6.19
667,6.6
667.01,6.68
667.25,7.16
667.2501,7.06
667.5,7.02
667.501,6.29
667.75,5
667.7501,4.19
668,4
668.01,4.34
668.25,5.22
668.2501,5.77
668.5,5.91
668.501,6.55
668.75,6.51
668.7501,6.41
669,6.82
669.01,6.91
669.25,7.61
669.2501,6.61
669.5,6.78
669.501,6.97
669.75,6.02
669.7501,6.47
670,6.8
670.01,6.34
670.25,5
670.2501,4.67
670.5,4.25
670.501,4.27
670.75,3.73
670.7501,3.25
671,3.19
671.01,3.16
671.25,3.89
671.2501,4.18
671.5,4.33
671.501,5.45
671.75,7.08
671.7501,4.74
672,6.82
672.01,4.79
672.25,2.62
672.2501,2.76
672.5,4.74
672.501,5.03
672.75,5.22
672.7501,10.69
673,10.92
673.01,9.15
673.25,7.35
673.2501,6.8
673.5,6.17
673.501,5.09
673.75,3.94
673.7501,2.53
674,1.5
674.01,1.18
674.25,1.8
674.2501,3.33
674.5,4.45
674.501,5.02
674.75,4.82
674.7501,3.85
675,1.26
675.01,0.46
675.25,2.12
675.2501,5.94
675.5,6.67
675.501,7.54
675.75,6.49
675.7501,6.52
676,6.27
676.01,6.24
676.25,5.75
676.2501,5.78
676.5,5.46
676.501,4.89
676.75,4.47
676.7501,3.71
677,3.32
677.01,3.33
677.25,3.98
677.2501,5.01
677.5,6.43
677.501,6.91
677.75,7
677.7501,8.01
678,7.65
678.01,6.86
678.25,7.37
678.2501,7.78
678.5,8.25
678.501,8.61
678.75,8.61
678.7501,9.06
679,9.07
679.01,8.52
679.25,4.68
679.2501,15.17
679.5,6.27
679.501,8.15
679.75,5.85
679.7501,1.89
680,4.15
680.01,6.37
680.25,7.06
680.2501,7.59
680.5,6.95
680.501,5.84
680.75,5.11
680.7501,4.41
681,4.27
681.01,4.79
681.25,1.95
681.2501,6.29
681.5,7.32
681.501,8.47
681.75,8.75
681.7501,8.55
682,7.93
682.01,7.45
682.25,6.62
682.2501,6.14
682.5,5.01
682.501,4.11
682.75,4.72
682.7501,5.23
683,3.91
683.01,7.69
683.25,8.33
683.2501,7.17
683.5,7.64
683.501,7.49
683.75,7.38
683.7501,6.02
684,4
684.01,3.6
684.25,2.07
684.2501,2.88
684.5,3.69
684.501,4.49
684.75,3.27
684.7501,2.06
685,2.26
685.01,0.98
685.25,1.66
685.2501,3.93
685.5,4.16
685.501,2.75
685.75,4.48
685.7501,6.41
686,4.16
686.01,3.76
686.25,4.58
686.2501,6.02
686.5,6.11
686.501,5.59
686.75,5.07
686.7501,4.85
687,4.95
687.01,4.72
687.25,5.14
687.2501,5.73
687.5,6.14
687.501,6.76
687.75,5.45
687.7501,4.53
688,5.08
688.01,4.74
688.25,3.47
688.2501,2.07
688.5,1.05
688.501,0.91
688.75,1.01
688.7501,1.28
689,0.83
689.01,0.77
689.25,9.3
689.2501,8.22
689.5,5.62
689.501,5.19
689.75,6.51
689.7501,6.14
690,5.85
690.01,6.43
690.25,6.33
690.2501,6.01
690.5,6.18
690.501,5.91
690.75,5.52
690.7501,3.68
691,2.8
691.01,2.43
691.25,2.26
691.2501,1.8
691.5,1.57
691.501,2.26
691.75,2.22
691.7501,2.09
692,2.33
692.01,3.07
692.25,5.91
692.2501,7.36
692.5,11.55
692.501,12.54
692.75,11
692.7501,10.39
693,9.9
693.01,9.54
693.25,9.39
693.2501,6.86
693.5,6.64
693.501,6.75
693.75,6.59
693.7501,6.11
694,5.78
694.01,4.65
694.25,2.91
694.2501,1.47
694.5,0.82
694.501,1.49
694.75,1.56
694.7501,1.49
695,1.44
695.01,1.34
695.25,2.15
695.2501,2.7
695.5,4.31
695.501,6.89
695.75,7.58
695.7501,7.44
696,6.47
696.01,5.84
696.25,6.46
696.2501,6.07
696.5,6.38
696.501,6.86
696.75,7.97
696.7501,8.49
697,8.92
697.01,8.76
697.25,7.43
697.2501,6.87
697.5,8.37
697.501,14.6
697.75,4.19
697.7501,9.44
698,9.56
698.01,5.98
698.25,1.14
698.2501,0.74
698.5,0.92
698.501,1.25
698.75,0.75
698.7501,0.42
699,1.3
699.01,1.37
699.25,1.78
699.2501,3.72
699.5,4.36
699.501,4.68
699.75,4.89
699.7501,4.38
700,3.95
700.01,3.48
700.25,3.46
700.2501,3.67
700.5,3.79
700.501,4.04
700.75,4.03
700.7501,4.23
701,4.76
701.01,4.99
701.25,4.61
701.2501,3.97
701.5,4.25
701.501,5.39
701.75,2.42
701.7501,1.05
702,2.31
702.01,3.51
702.25,4.03
702.2501,4.9
702.5,5.99
702.501,6.74
702.75,5.76
702.7501,17.04
703,13.37
703.01,12.93
703.25,10.38
703.2501,6.3
703.5,5.73
703.501,3.97
703.75,2.69
703.7501,2.43
704,3.67
704.01,4.49
704.25,4.76
704.2501,5.32
704.5,5.74
704.501,5.73
704.75,4.61
704.7501,4.57
705,5.05
705.01,5.75
705.25,6.13
705.2501,3.98
705.5,4.25
705.501,4.85
705.75,2.57
705.7501,1.99
706,1.8
706.01,1.89
706.25,1.9
706.2501,1.84
706.5,1.78
706.501,1.85
706.75,2.08
706.7501,2.97
707,3.09
707.01,3.02
707.25,3.16
707.2501,1.33
707.5,12.12
707.501,9.05
707.75,6.72
707.7501,5.52
708,6.14
708.01,5.42
708.25,5.74
708.2501,4.36
708.5,1.52
708.501,4.34
708.75,5.26
708.7501,4.48
709,3.98
709.01,3.44
709.25,1.74
709.2501,1.29
709.5,2.4
709.501,3.01
709.75,6.34
709.7501,7.08
710,7.15
710.01,7.22
710.25,6.79
710.2501,6.28
710.5,5.24
710.501,2.47
710.75,2.62
710.7501,3.66
711,4.95
711.01,5.06
711.25,4.9
711.2501,7.94
711.5,7.79
711.501,7.89
711.75,7.27
711.7501,7.2
712,7.23
712.01,6.88
712.25,6.27
712.2501,6
712.5,5.33
712.501,3.88
712.75,3.22
712.7501,3.18
713,3.95
713.01,4.22
713.25,4.14
713.2501,3.43
713.5,3.46
713.501,5.69
713.75,6.46
713.7501,7.45
714,7.38
714.01,6.2
714.25,4.82
714.2501,4.09
714.5,4.1
714.501,3.87
714.75,2.66
714.7501,4.08
715,4.99
715.01,6.02
715.25,8.04
715.2501,7.74
715.5,6.1
715.501,4.74
715.75,4.14
715.7501,5.15
716,4.32
716.01,3.32
716.25,3.53
716.2501,5.18
716.5,5.64
716.501,6.3
716.75,6.79
716.7501,6.88
717,6.9
717.01,7.26
717.25,6.87
717.2501,7.11
717.5,7.12
717.501,7.19
717.75,6.67
717.7501,6.62
718,6.21
718.01,6.07
718.25,5.21
718.2501,4.23
718.5,2.86
718.501,1.76
718.75,1.5
718.7501,1.84
719,2.05
719.01,2.44
719.25,3.86
719.2501,3.49
719.5,5.24
719.501,2.68
719.75,1.59
719.7501,6.19
720,6.82
720.01,5.48
720.25,2.68
720.2501,6.13
720.5,7.87
720.501,8.36
720.75,7.03
720.7501,6.39
721,5.83
721.01,4.95
721.25,3.5
721.2501,1.54
721.5,1.59
721.501,5.74
721.75,8.83
721.7501,5.47
722,6.66
722.01,9.18
722.25,8.21
722.2501,6.87
722.5,4.1
722.501,2.79
722.75,3.28
722.7501,4.29
723,5.85
723.01,6.09
723.25,6.1
723.2501,4.99
723.5,5.47
723.501,5.64
723.75,5.09
723.7501,5.31
724,5.52
724.01,5.28
724.25,4.47
724.2501,3.66
724.5,2.57
724.501,1.85
724.75,2.55
724.7501,3.37
725,3.18
725.01,3.95
725.25,8.57
725.2501,8.49
725.5,7.69
725.501,3.73
725.75,4.77
725.7501,7.13
726,10.07
726.01,9.14
726.25,7.26
726.2501,6.01
726.5,4.87
726.501,5.13
726.75,3.43
726.7501,2.22
727,14.4
727.01,11.18
727.25,10.4
727.2501,7.72
727.5,6.17
727.501,5.16
727.75,3.53
727.7501,2.49
728,2.23
728.01,2.79
728.25,3.8
728.2501,3.07
728.5,2.06
728.501,1.75
728.75,1.88
728.7501,2.71
729,3.58
729.01,5.07
729.25,5.13
729.2501,6.9
729.5,6.52
729.501,6.8
729.75,6.38
729.7501,6.72
730,6.55
730.01,6.01
730.25,4.79
730.2501,3.81
730.5,2.47
730.501,1.15
730.75,0.84
730.7501,0.92
731,0.25
731.01,1.3
731.25,9.52
731.2501,4.08
731.5,1.96
731.501,5.96
731.75,9.62
731.7501,8.83
732,6.62
732.01,5.13
732.25,5.66
732.2501,7.11
732.5,6.78
732.501,9.84
732.75,7.87
732.7501,11.78
733,10.17
733.01,9.48
733.25,7.78
733.2501,6.69
733.5,6.6
733.501,7.72
733.75,7.71
733.7501,6.52
734,4.24
734.01,4.65
734.25,4.18
734.2501,3.67
734.5,2.34
734.501,1.83
734.75,3.01
734.7501,4.6
735,6.39
735.01,7.42
735.25,7.73
735.2501,6.43
735.5,6.95
735.501,6.86
735.75,5.84
735.7501,5.67
736,4.94
736.01,4.03
736.25,3.21
736.2501,1.91
736.5,1.46
736.501,1.21
736.75,1.25
736.7501,1.38
737,1.83
737.01,2.55
737.25,3.54
737.2501,4.52
737.5,5.65
737.501,5.22
737.75,2.45
737.7501,1.92
738,2.89
738.01,4.88
738.25,7.77
738.2501,8.15
738.5,7.89
738.501,8.02
738.75,5.72
738.7501,5.07
739,8.51
739.01,8.53
739.25,7.42
739.2501,6.14
739.5,5.36
739.501,4.39
739.75,3.24
739.7501,2.68
740,2.03
740.01,2.59
740.25,3.95
740.2501,3.14
740.5,2.79
740.501,5.28
740.75,6.98
740.7501,7.3
741,6.43
741.01,6.59
741.25,7.34
741.2501,6.78
741.5,6.94
741.501,6.93
741.75,7.04
741.7501,8.47
742,8.8
742.01,8.07
742.25,6.93
742.2501,5.44
742.5,4.06
742.501,2.85
742.75,2.2
742.7501,1.79
743,4.04
743.01,5.81
743.25,6.13
743.2501,9.45
743.5,8.98
743.501,8.74
743.75,7.67
743.7501,6.87
744,5.98
744.01,5.56
744.25,4.87
744.2501,6.18
744.5,3.96
744.501,4.78
744.75,11.1
744.7501,9.91
745,8.23
745.01,7.4
745.25,7.18
745.2501,6.66
745.5,5.32
745.501,4.65
745.75,3.47
745.7501,1.45
746,0.94
746.01,1.64
746.25,3.96
746.2501,5.96
746.5,5.83
746.501,5.19
746.75,5.88
746.7501,5.2
747,2.77
747.01,1.14
747.25,0.96
747.2501,4.94
747.5,5.58
747.501,5.34
747.75,4.38
747.7501,4.68
748,4.44
748.01,4
748.25,3.25
748.2501,3.14
748.5,3.22
748.501,3.4
748.75,3.33
748.7501,3.42
749,3.18
749.01,3.24
749.25,3.17
749.2501,4.73
749.5,3.58
749.501,2.58
749.75,7.36
749.7501,4.41
750,3.49
750.01,2.05
750.25,2.59
750.2501,2.85
750.5,2.33
750.501,2.88
750.75,2.88
750.7501,6.83
751,7.18
751.01,5.94
751.25,5.66
751.2501,5.93
751.5,5.39
751.501,5.17
751.75,3.97
751.7501,2.52
752,2.27
752.01,3.21
752.25,4.07
752.2501,4.35
752.5,4.85
752.501,5.34
752.75,5.33
752.7501,4.01
753,2.35
753.01,4.47
753.25,4.96
753.2501,7.27
753.5,7.15
753.501,6.76
753.75,5.3
753.7501,6.15
754,5.8
754.01,4.81
754.25,3.09
754.2501,1.75
754.5,0.61
754.501,0.56
754.75,0.92
754.7501,1.34
755,1.62
755.01,1.93
755.25,2.76
755.2501,8.93
755.5,13.34
755.501,6.9
755.75,3.85
755.7501,4.48
756,5.37
756.01,5.95
756.25,6.72
756.2501,6.95
756.5,6.98
756.501,4.95
756.75,2.53
756.7501,3.73
757,7.37
757.01,8.01
757.25,9.32
757.2501,6.61
757.5,4.98
757.501,3.43
757.75,3.23
757.7501,2.66
758,1.73
758.01,0.93
758.25,2.88
758.2501,1.98
758.5,8.08
758.501,8.29
758.75,6.66
758.7501,6.4
759,5.9
759.01,5.85
759.25,6.63
759.2501,6.19
759.5,6.62
759.501,6.77
759.75,5.03
759.7501,5.08
760,4.99
760.01,4.44
760.25,3.58
760.2501,2.16
760.5,1.18
760.501,2.08
760.75,2.52
760.7501,3.1
761,3.4
761.01,3.61
761.25,4.3
761.2501,4.22
761.5,4.48
761.501,8.08
761.75,4.3
761.7501,3.92
762,4.99
762.01,5.83
762.25,5.5
762.2501,3.84
762.5,6.14
762.501,6.97
762.75,5.4
762.7501,5.05
763,3.88
763.01,3.12
763.25,3.28
763.2501,3.03
763.5,3.32
763.501,3.39
763.75,3.51
763.7501,3.72
764,4.52
764.01,4.97
764.25,5.57
764.2501,5.82
764.5,7.78
764.501,6.32
764.75,5.95
764.7501,7.27
765,8.12
765.01,8.64
765.25,7.09
765.2501,7.8
765.5,7.99
765.501,7.58
765.75,6.93
765.7501,7.27
766,5.18
766.01,3.09
766.25,2.02
766.2501,1.01
766.5,1.11
766.501,1.07
766.75,0.94
766.7501,0.95
767,1.09
767.01,1.54
767.25,2.49
767.2501,3.35
767.5,2.96
767.501,4.98
767.75,6.86
767.7501,6.41
768,6
768.01,5.67
768.25,4.09
768.2501,3.43
768.5,2.12
768.501,2.28
768.75,2.08
768.7501,6.7
769,8.79
769.01,6.23
769.25,6.06
769.2501,5.09
769.5,4.15
769.501,3.53
769.75,2.5
769.7501,1.86
770,1.36
770.01,2.36
770.25,4.06
770.2501,2.34
770.5,4.59
770.501,5.75
770.75,7.39
770.7501,12.39
771,1.92
771.01,0.87
771.25,1.94
771.2501,7.37
771.5,7.24
771.501,7.53
771.75,6.62
771.7501,7.35
772,7.54
772.01,6.86
772.25,5.66
772.2501,4.03
772.5,2.44
772.501,0.91
772.75,0.52
772.7501,0.75
773,1.19
773.01,1.33
773.25,0.95
773.2501,0.59
773.5,1.95
773.501,4.4
773.75,1.84
773.7501,3.6
774,3.5
774.01,1.8
774.25,2.32
774.2501,3.36
774.5,5.4
774.501,6.67
774.75,4.56
774.7501,3.81
775,3.52
775.01,3.92
775.25,4.91
775.2501,5.72
775.5,5.54
775.501,4.84
775.75,3.72
775.7501,2.99
776,2.84
776.01,11.4
776.25,12.87
776.2501,9.74
776.5,3.57
776.501,5.67
776.75,1.41
776.7501,7.07
777,6.42
777.01,6.14
777.25,6.58
777.2501,5.51
777.5,5.14
777.501,5.14
777.75,4.8
777.7501,7.06
778,7.9
778.01,7.78
778.25,6.82
778.2501,5.76
778.5,4.41
778.501,3.39
778.75,2.17
778.7501,0.93
779,0.92
779.01,1.7
779.25,2.48
779.2501,9.38
779.5,3.27
779.501,2.29
779.75,3.33
779.7501,3.36
780,3.98
780.01,3.54
780.25,6.27
780.2501,6.96
780.5,6.46
780.501,5.22
780.75,4
780.7501,5.23
781,6.21
781.01,4.63
781.25,4.26
781.2501,3.9
781.5,2.63
781.501,1.6
781.75,1.05
781.7501,0.44
782,1.07
782.01,2.27
782.25,3.11
782.2501,8.2
782.5,7.85
782.501,14.44
782.75,9.16
782.7501,5.66
783,4.72
783.01,4.35
783.25,4.24
783.2501,7.91
783.5,8.11
783.501,8.45
783.75,6.95
783.7501,7.94
784,7.49
784.01,5.86
784.25,3.89
784.2501,1.78
784.5,0.74
784.501,0.9
784.75,1.71
784.7501,2.68
785,3.49
785.01,4.39
785.25,4.87
785.2501,3.37
785.5,4.28
785.501,7.36
785.75,5.44
785.7501,4.94
786,3.98
786.01,2.98
786.25,2.02
786.2501,6.26
786.5,9
786.501,8.48
786.75,5.61
786.7501,3.76
787,3.2
787.01,2.98
787.25,3.09
787.2501,2.92
787.5,2
787.501,3.4
787.75,4.23
787.7501,4.46
788,4.46
788.01,4.56
788.25,4.93
788.2501,4.77
788.5,4.26
788.501,6.55
788.75,3.62
788.7501,1.24
789,3.23
789.01,3.59
789.25,3.24
789.2501,5.84
789.5,6
789.501,5.98
789.75,5.31
789.7501,5.47
790,5.28
790.01,4.23
790.25,2.42
790.2501,0.81
790.5,1.83
790.501,2.81
790.75,4.09
790.7501,3.93
791,5.19
791.01,10.44
791.25,8.96
791.2501,2.76
791.5,6.37
791.501,6.2
791.75,5.77
791.7501,6.49
792,7.64
792.01,8.16
792.25,7.6
792.2501,7.42
792.5,7.28
792.501,6.8
792.75,6.01
792.7501,5.42
793,6.08
793.01,3.94
793.25,2.58
793.2501,1.52
793.5,0.52
793.501,1.7
793.75,2.57
793.7501,2.99
794,3.46
794.01,3.71
794.25,4.5
794.2501,6.01
794.5,8.29
794.501,7.17
794.75,10.97
794.7501,5.74
795,4.51
795.01,2.25
795.25,5.02
795.2501,5.53
795.5,5.47
795.501,6.04
795.75,5.76
795.7501,7.49
796,7.61
796.01,7
796.25,6.26
796.2501,4.39
796.5,2.29
796.501,1.18
796.75,0.48
796.7501,0.88
797,9.35
797.01,12.02
797.25,7.75
797.2501,2.82
797.5,5.88
797.501,4.3
797.75,3.15
797.7501,2.3
798,2.32
798.01,2.16
798.25,2.16
798.2501,2.24
798.5,2.28
798.501,1.31
798.75,3.79
798.7501,5.71
799,5.67
799.01,4.37
799.25,2.44
799.2501,1.4
799.5,0.93
799.501,1.12
799.75,1.6
799.7501,2.01
800,2.48
800.01,2.64
800.25,3.07
800.2501,3.9
800.5,5.84
800.501,8.94
800.75,8.55
800.7501,8.93
801,8.79
801.01,8.02
801.25,6.75
801.2501,7.5
801.5,7.11
801.501,7.13
801.75,6.98
801.7501,8.33
802,7.95
802.01,6.93
802.25,5.56
802.2501,3.65
802.5,1.78
802.501,0.58
802.75,0.74
802.7501,1.2
803,1.67
803.01,2.92
803.25,3.53
803.2501,2.37
803.5,7.43
803.501,4.51
803.75,4.71
803.7501,3.65
804,2.75
804.01,2.42
804.25,2.68
804.2501,1.07
804.5,2.2
804.501,2.91
804.75,4.69
804.7501,6.92
805,9.41
805.01,7.78
805.25,6.31
805.2501,5.23
805.5,4.48
805.501,4.19
805.75,4.99
805.7501,6.31
806,6.67
806.01,6.12
806.25,6.17
806.2501,9.2
806.5,9.46
806.501,8.06
806.75,7.69
806.7501,6.92
807,7.09
807.01,6.8
807.25,5.96
807.2501,5.18
807.5,5.24
807.501,5.11
807.75,4.61
807.7501,5.7
808,5.31
808.01,4.58
808.25,4.24
808.2501,3.84
808.5,3.57
808.501,3.8
808.75,4
808.7501,4.59
809,5.33
809.01,6.17
809.25,8.81
809.2501,9.96
809.5,10.38
809.501,10.35
809.75,9.91
809.7501,9.46
810,9.01
810.01,7.61
810.25,3.42
810.2501,2.57
810.5,2.39
810.501,3.03
810.75,1.22
810.7501,3.05
811,3.76
811.01,3.57
811.25,3
811.2501,2.85
811.5,1.98
811.501,1.73
811.75,2.06
811.7501,2.63
812,3.05
812.01,4.56
812.25,6.98
812.2501,7.8
812.5,8.83
812.501,8.9
812.75,8.45
812.7501,8.22
813,8.02
813.01,7.77
813.25,7.38
813.2501,9.76
813.5,9.96
813.501,9.98
813.75,8.39
813.7501,6.78
814,6.17
814.01,5.1
814.25,4.09
814.2501,2.76
814.5,2.04
814.501,2.03
814.75,2.18
814.7501,2.85
815,3.82
815.01,6.35
815.25,8.8
815.2501,10.39
815.5,10.28
815.501,9.67
815.75,9.22
815.7501,9.19
816,8.85
816.01,8.4
816.25,7.82
816.2501,7.62
816.5,6.1
816.501,5.31
816.75,3.34
816.7501,3.54
817,2.44
817.01,1.68
817.25,1.23
817.2501,1.06
817.5,1.15
817.501,1.56
817.75,2.18
817.7501,3.01
818,3.57
818.01,5.9
818.25,7.25
818.2501,8.37
818.5,9.84
818.501,8.61
818.75,8.98
818.7501,9.22
819,8.35
819.01,7.68
819.25,7.81
819.2501,8.64
819.5,8.75
819.501,9.02
819.75,7.48
819.7501,4.53
820,3.77
820.01,2.55
820.25,1.55
820.2501,0.95
820.5,0.73
820.501,0.87
820.75,1.36
820.7501,2.14
821,3
821.01,5.36
821.25,7.8
821.2501,10.23
821.5,10.35
821.501,9.98
821.75,9.61
821.7501,9.17
822,8.58
822.01,8.31
822.25,7.87
822.2501,7.06
822.5,6.15
822.501,5.68
822.75,5.55
822.7501,3.68
823,3.8
823.01,2.85
823.25,2.76
823.2501,1.82
823.5,1.15
823.501,0.42
823.75,0.11
823.7501,0.27
824,0.59
824.01,1.04
824.25,5.59
824.2501,7.82
824.5,9.89
824.501,9.14
824.75,8.67
824.7501,8.22
825,7.91
825.01,7.71
825.25,7.73
825.2501,7.44
825.5,8.09
825.501,8.58
825.75,7.97
825.7501,4.91
826,3.72
826.01,3.24
826.25,3.03
826.2501,2.39
826.5,1.79
826.501,1.75
826.75,1.93
826.7501,2.38
827,3.54
827.01,5.37
827.25,5.92
827.2501,5.77
827.5,9.73
827.501,9.4
827.75,9.62
827.7501,9.11
828,8.97
828.01,8.31
828.25,5.07
828.2501,3.78
828.5,3.46
828.501,3.31
828.75,3.85
828.7501,2.37
829,2.06
829.01,1.68
829.25,0.65
829.2501,0.36
829.5,0.98
829.501,1.77
829.75,2.51
829.7501,4.01
830,4.74
830.01,4.92
830.25,5.14
830.2501,7.53
830.5,8.31
830.501,8.87
830.75,8.78
830.7501,8.5
831,8.59
831.01,6.94
831.25,6.26
831.2501,3.47
831.5,3.74
831.501,3.77
831.75,3.15
831.7501,1.72
832,3.1
832.01,1.98
832.25,0.93
832.2501,0.46
832.5,0.72
832.501,1.19
832.75,1.5
832.7501,1.48
833,1.57
833.01,2.37
833.25,4.28
833.2501,11.86
833.5,11.83
833.501,11.3
833.75,10.65
833.7501,9.31
834,7.49
834.01,6.68
834.25,7.04
834.2501,7.23
834.5,7.45
834.501,7.94
834.75,7
834.7501,6.33
835,5.48
835.01,3.94
835.25,2.92
835.2501,1.95
835.5,1.39
835.501,1.26
835.75,0.95
835.7501,1.19
836,1.96
836.01,3.98
836.25,6.85
836.2501,9.21
836.5,9.32
836.501,8.49
836.75,8.04
836.7501,7.64
837,6.35
837.01,4.94
837.25,5.19
837.2501,6.9
837.5,7.2
837.501,7.83
837.75,6.17
837.7501,6.61
838,5.84
838.01,6.15
838.25,5.46
838.2501,4.46
838.5,4.19
838.501,4.19
838.75,4.86
838.7501,5.54
839,6.18
839.01,7.23
839.25,8.41
839.2501,9.21
839.5,8.97
839.501,9.04
839.75,9.18
839.7501,8.48
840,8.68
840.01,9.1
840.25,9.99
840.2501,10.23
840.5,10
840.501,9.45
840.75,7.24
840.7501,6.79
841,6.64
841.01,6.56
841.25,6.15
841.2501,4.92
841.5,4.55
841.501,4.09
841.75,4.05
841.7501,4.45
842,4.68
842.01,5.27
842.25,6.03
842.2501,9.79
842.5,10.47
842.501,10.53
842.75,10.12
842.7501,10.15
843,9.75
843.01,9.84
843.25,10.07
843.2501,10.29
843.5,10.11
843.501,10.02
843.75,8.37
843.7501,7.2
844,6.37
844.01,5.41
844.25,4.78
844.2501,3.94
844.5,3.3
844.501,2.95
844.75,2.82
844.7501,2.94
845,4.13
845.01,5.91
845.25,5.34
845.2501,10.65
845.5,9.7
845.501,9.45
845.75,8.76
845.7501,6.95
846,6.35
846.01,6.14
846.25,5.11
846.2501,3.59
846.5,3.97
846.501,3.98
846.75,2.67
846.7501,2.21
847,1.98
847.01,1.76
847.25,0.97
847.2501,0.92
847.5,2.45
847.501,3.8
847.75,4.19
847.7501,4.85
848,5.48
848.01,5.49
848.25,4.89
848.2501,5.61
848.5,6.77
848.501,3.95
848.75,3.74
848.7501,3.64
849,4.21
849.01,2.19
849.25,1.55
849.2501,4.24
849.5,3.61
849.501,3.98
849.75,3.55
849.7501,3.27
850,2.8
850.01,1.63
850.25,0.79
850.2501,2.43
850.5,3.93
850.501,4.27
850.75,4.11
850.7501,4.21
851,3.83
851.01,4.58
851.25,6.07
851.2501,1.84
851.5,5.09
851.501,5.11
851.75,6.39
851.7501,5.49
852,5.46
852.01,4.82
852.25,4.82
852.2501,5.24
852.5,6.3
852.501,6.41
852.75,5.13
852.7501,4.39
853,3.79
853.01,2.41
853.25,1.5
853.2501,0.66
853.5,0.82
853.501,1.74
853.75,2.93
853.7501,4.16
854,4.96
854.01,5.57
854.25,8.53
854.2501,8.08
854.5,8.27
854.501,8.86
854.75,10.02
854.7501,10
855,7.58
855.01,4.87
855.25,3.82
855.2501,8.05
855.5,7.95
855.501,7.79
855.75,7.12
855.7501,8.4
856,7.59
856.01,6.06
856.25,4.37
856.2501,2.95
856.5,1.25
856.501,0.28
856.75,0.6
856.7501,0.68
857,1.54
857.01,3.34
857.25,7.32
857.2501,9.19
857.5,9.26
857.501,7.59
857.75,3.4
857.7501,3.19
858,4.33
858.01,4.83
858.25,4.57
858.2501,4.61
858.5,4.52
858.501,5.15
858.75,5.77
858.7501,7.22
859,6.51
859.01,4.95
859.25,3.23
859.2501,2.48
859.5,2.6
859.501,3.33
859.75,4.64
859.7501,5.47
860,5.94
860.01,6.79
860.25,9.26
860.2501,10.49
860.5,10.66
860.501,9.99
860.75,9.53
860.7501,9.09
861,8.5
861.01,8.31
861.25,8.77
861.2501,11.08
861.5,10.07
861.501,9.07
861.75,7.12
861.7501,7.57
862,7.39
862.01,6.58
862.25,5.84
862.2501,5.21
862.5,4.67
862.501,4.45
862.75,4.94
862.7501,5.83
863,7.25
863.01,9.42
863.25,11.05
863.2501,11.34
863.5,10.91
863.501,10.19
863.75,9.53
863.7501,9.16
864,8.75
864.01,8.29
864.25,7.59
864.2501,7.34
864.5,7.56
864.501,7.6
864.75,6.54
864.7501,6.85
865,6.02
865.01,4.61
865.25,3.4
865.2501,3.21
865.5,2.92
865.501,3.18
865.75,3.81
865.7501,4.9
866,6.19
866.01,6.6
866.25,7.46
866.2501,8.57
866.5,8.89
866.501,8.71
866.75,8.37
866.7501,7.71
867,7.21
867.01,7.19
867.25,7.39
867.2501,9.42
867.5,9.9
867.501,10.34
867.75,9.15
867.7501,7.33
868,6.63
868.01,5.53
868.25,5.09
868.2501,4.9
868.5,4.67
868.501,4.6
868.75,4.47
868.7501,5.04
869,5.85
869.01,6.83
869.25,8.38
869.2501,9.4
869.5,9.57
869.501,8.94
869.75,8.4
869.7501,8.33
870,8.71
870.01,9.33
870.25,9.14
870.2501,9.19
870.5,9.39
870.501,9.56
870.75,8
870.7501,7.3
871,6.44
871.01,5.3
871.25,4.55
871.2501,4.2
871.5,3.72
871.501,3.86
871.75,4.3
871.7501,5.04
872,5.91
872.01,7.5
872.25,9.7
872.2501,10.1
872.5,9.56
872.501,8.52
872.75,8.1
872.7501,7.9
873,8.11
873.01,8.25
873.25,8.14
873.2501,9.91
873.5,10.17
873.501,10.54
873.75,9.36
873.7501,7
874,6.82
874.01,5.97
874.25,5.33
874.2501,4.62
874.5,4.19
874.501,4
874.75,3.78
874.7501,3.95
875,4.61
875.01,7.28
875.25,9.82
875.2501,10.52
875.5,10.71
875.501,11.08
875.75,11.59
