TimeStamp,wSpeed100,,,,w250,w300,w350,w400
541.5,4.15,,,,,,,
541.501,4.73,,,,,,,
541.75,5.36,,,,,,,
541.7501,7.13,,,,,,,
542,6.74,,,,,,,
542.01,6.56,,,,,,,
542.25,6.97,,,,,,,
542.2501,6.82,,,,,,,
542.5,7.82,,,,,,,
542.501,7.82,,,,,,,
542.75,7.3,,,,,,,
542.7501,6.53,,,,,,,
543,6.18,,,,,,,
543.01,5.86,,,,,,,
543.25,6.1,,,,,,,
543.2501,7.43,,,,,,,
543.5,7.83,,,,,,,
543.501,8.14,,,,,,,
543.75,6.99,,,,,,,
543.7501,7.65,,,,,,,
544,7.51,,,,,,,
544.01,6.78,,,,,,,
544.25,5.75,,,,,,,
544.2501,4.02,,,,,,,
544.5,3.17,,,,,,,
544.501,2.8,,,,,,,
544.75,2.48,,,,,,,
544.7501,8.58,,,,,,,
545,16.39,,,,,,,
545.01,15.28,,,,,,,
545.25,13,,,,,,,
545.2501,7.26,,,,,,,
545.5,6.47,,,,,,,
545.501,8.87,,,,,,,
545.75,9.9,,,,,,,
545.7501,8.2,,,,,,,
546,4.84,,,,,,,
546.01,2.95,,,,,,,
546.25,2.79,,,,,,,
546.2501,3.01,,,,,,,
546.5,4.94,,,,,,,
546.501,6.36,,,,,,,
546.75,4.47,,,,,,,
546.7501,3.11,,,,,,,
547,1.84,,,,,,,
547.01,1.68,,,,,,,
547.25,1.88,,,,,,,
547.2501,2.29,,,,,,,
547.5,2.08,,,,,,,
547.501,2.46,,,,,,,
547.75,3.5,,,,,,,
547.7501,4.2,,,,,,,
548,10.32,,,,,,,
548.01,6.66,,,,,,,
548.25,4.92,,,,,,,
548.2501,5.43,,,,,,,
548.5,4.21,,,,,,,
548.501,4.94,,,,,,,
548.75,5.21,,,,,,,
548.7501,4.4,,,,,,,
549,3.96,,,,,,,
549.01,3.63,,,,,,,
549.25,3.42,,,,,,,
549.2501,6.59,,,,,,,
549.5,8.03,,,,,,,
549.501,7.41,,,,,,,
549.75,5.29,,,,,,,
549.7501,3.96,,,,,,,
550,2.83,,,,,,,
550.01,1.24,,,,,,,
550.25,0.83,,,,,,,
550.2501,0.82,,,,,,,
550.5,1.1,,,,,,,
550.501,1.2,,,,,,,
550.75,1.45,,,,,,,
550.7501,6.6,,,,,,,
551,5.31,,,,,,,
551.01,3.14,,,,,,,
551.25,7.53,,,,,,,
551.2501,7.78,,,,,,,
551.5,6.69,,,,,,,
551.501,6.72,,,,,,,
551.75,7.45,,,,,,,
551.7501,7.99,,,,,,,
552,6.9,,,,,,,
552.01,6.03,,,,,,,
552.25,5.77,,,,,,,
552.2501,5.81,,,,,,,
552.5,4.61,,,,,,,
552.501,7.99,,,,,,,
552.75,7.92,,,,,,,
552.7501,7.77,,,,,,,
553,7.05,,,,,,,
553.01,5.8,,,,,,,
553.25,4.48,,,,,,,
553.2501,3.98,,,,,,,
553.5,3.54,,,,,,,
553.501,3.27,,,,,,,
553.75,3.44,,,,,,,
553.7501,3.41,,,,,,,
554,3.49,,,,,,,
554.01,3.72,,,,,,,
554.25,6.35,,,,,,,
554.2501,7.44,,,,,,,
554.5,5.34,,,,,,,
554.501,4.69,,,,,,,
554.75,4.43,,,,,,,
554.7501,4.3,,,,,,,
555,5.46,,,,,,,
555.01,6.8,,,,,,,
555.25,7.89,,,,,,,
555.2501,8.64,,,,,,,
555.5,9.06,,,,,,,
555.501,9.08,,,,,,,
555.75,7.07,,,,,,,
555.7501,6.89,,,,,,,
556,6.47,,,,,,,
556.01,5.89,,,,,,,
556.25,4.87,,,,,,,
556.2501,3.88,,,,,,,
556.5,4.03,,,,,,,
556.501,4.41,,,,,,,
556.75,2.77,,,,,,,
556.7501,16.19,,,,,,,
557,14.44,,,,,,,
557.01,9.06,,,,,,,
557.25,6.82,,,,,,,
557.2501,9.28,,,,,,,
557.5,7.94,,,,,,,
557.501,6.77,,,,,,,
557.75,6.06,,,,,,,
557.7501,2.82,,,,,,,
558,9.65,,,,,,,
558.01,8.76,,,,,,,
558.25,8.42,,,,,,,
558.2501,8.16,,,,,,,
558.5,8.6,,,,,,,
558.501,9.05,,,,,,,
558.75,7.79,,,,,,,
558.7501,7.44,,,,,,,
559,7.99,,,,,,,
559.01,7.65,,,,,,,
559.25,6.7,,,,,,,
559.2501,4.93,,,,,,,
559.5,3.37,,,,,,,
559.501,2.59,,,,,,,
559.75,9.52,,,,,,,
559.7501,16.26,,,,,,,
560,11.31,,,,,,,
560.01,7.47,,,,,,,
560.25,6.15,,,,,,,
560.2501,6.09,,,,,,,
560.5,5.52,,,,,,,
560.501,5.45,,,,,,,
560.75,7.14,,,,,,,
560.7501,8.98,,,,,,,
561,10.54,,,,,,,
561.01,9.58,,,,,,,
561.25,10.48,,,,,,,
561.2501,8.73,,,,,,,
561.5,7.79,,,,,,,
561.501,7.86,,,,,,,
561.75,6.11,,,,,,,
561.7501,8.07,,,,,,,
562,8.39,,,,,,,
562.01,7.63,,,,,,,
562.25,5.37,,,,,,,
562.2501,2.7,,,,,,,
562.5,1.61,,,,,,,
562.501,2.67,,,,,,,
562.75,2.88,,,,,,,
562.7501,10.25,,,,,,,
563,16.21,,,,,,,
563.01,9.23,,,,,,,
563.25,5.32,,,,,,,
563.2501,0.8,,,,,,,
563.5,9.31,,,,,,,
563.501,5.51,,,,,,,
563.75,6.78,,,,,,,
563.7501,5.65,,,,,,,
564,4.56,,,,,,,
564.01,4.79,,,,,,,
564.25,7.42,,,,,,,
564.2501,6.87,,,,,,,
564.5,6.64,,,,,,,
564.501,6.03,,,,,,,
564.75,5.68,,,,,,,
564.7501,6.27,,,,,,,
565,5.58,,,,,,,
565.01,4.58,,,,,,,
565.25,3.74,,,,,,,
565.2501,3,,,,,,,
565.5,2.72,,,,,,,
565.501,3.23,,,,,,,
565.75,3.83,,,,,,,
565.7501,3.23,,,,,,,
566,3.81,,,,,,,
566.01,4.36,,,,,,,
566.25,4.27,,,,,,,
566.2501,4.26,,,,,,,
566.5,3.88,,,,,,,
566.501,2.67,,,,,,,
566.75,3.31,,,,,,,
566.7501,4.68,,,,,,,
567,4.64,,,,,,,
567.01,3.9,,,,,,,
567.25,3.85,,,,,,,
567.2501,8.86,,,,,,,
567.5,8.68,,,,,,,
567.501,8.33,,,,,,,
567.75,6.4,,,,,,,
567.7501,3.7,,,,,,,
568,3.35,,,,,,,
568.01,4.73,,,,,,,
568.25,4.65,,,,,,,
568.2501,4.82,,,,,,,
568.5,4.86,,,,,,,
568.501,5.09,,,,,,,
568.75,5.78,,,,,,,
568.7501,5.39,,,,,,,
569,5.16,,,,,,,
569.01,5.06,,,,,,,
569.25,6.21,,,,,,,
569.2501,6.23,,,,,,,
569.5,5.27,,,,,,,
569.501,5.01,,,,,,,
569.75,5.87,,,,,,,
569.7501,7.81,,,,,,,
570,8.93,,,,,,,
570.01,8.62,,,,,,,
570.25,8.76,,,,,,,
570.2501,8.39,,,,,,,
570.5,6.82,,,,,,,
570.501,5.7,,,,,,,
570.75,3.14,,,,,,,
570.7501,6.46,,,,,,,
571,5.58,,,,,,,
571.01,3.46,,,,,,,
571.25,2.87,,,,,,,
571.2501,2.44,,,,,,,
571.5,1.61,,,,,,,
571.501,1.3,,,,,,,
571.75,1.54,,,,,,,
571.7501,1.28,,,,,,,
572,1.33,,,,,,,
572.01,2.88,,,,,,,
572.25,6.83,,,,,,,
572.2501,6.84,,,,,,,
572.5,5.9,,,,,,,
572.501,4.78,,,,,,,
572.75,2.84,,,,,,,
572.7501,1.48,,,,,,,
573,0.61,,,,,,,
573.01,3.55,,,,,,,
573.25,7.18,,,,,,,
573.2501,8.72,,,,,,,
573.5,8.95,,,,,,,
573.501,8.91,,,,,,,
573.75,6.65,,,,,,,
573.7501,7.75,,,,,,,
574,7.46,,,,,,,
574.01,6.85,,,,,,,
574.25,5.19,,,,,,,
574.2501,3.9,,,,,,,
574.5,3.75,,,,,,,
574.501,3.39,,,,,,,
574.75,3.36,,,,,,,
574.7501,2.99,,,,,,,
575,2.76,,,,,,,
575.01,2.43,,,,,,,
575.25,0.81,,,,,,,
575.2501,1.04,,,,,,,
575.5,2.02,,,,,,,
575.501,1.97,,,,,,,
575.75,1.69,,,,,,,
575.7501,2.69,,,,,,,
576,11.57,,,,,,,
576.01,9.91,,,,,,,
576.25,9.02,,,,,,,
576.2501,9.41,,,,,,,
576.5,9.24,,,,,,,
576.501,8.83,,,,,,,
576.75,8.04,,,,,,,
576.7501,7.82,,,,,,,
577,8.01,,,,,,,
577.01,7.81,,,,,,,
577.25,7.57,,,,,,,
577.2501,7.07,,,,,,,
577.5,6.47,,,,,,,
577.501,6.16,,,,,,,
577.75,6.29,,,,,,,
577.7501,6.15,,,,,,,
578,6.47,,,,,,,
578.01,7.24,,,,,,,
578.25,8.59,,,,,,,
578.2501,9,,,,,,,
578.5,8.62,,,,,,,
578.501,8.4,,,,,,,
578.75,8.21,,,,,,,
578.7501,8.97,,,,,,,
579,9.18,,,,,,,
579.01,9.79,,,,,,,
579.25,9.93,,,,,,,
579.2501,9.16,,,,,,,
579.5,8.89,,,,,,,
579.501,9.13,,,,,,,
579.75,7.35,,,,,,,
579.7501,6.79,,,,,,,
580,5.01,,,,,,,
580.01,2.68,,,,,,,
580.25,2.7,,,,,,,
580.2501,2.93,,,,,,,
580.5,2.99,,,,,,,
580.501,3.55,,,,,,,
580.75,4.24,,,,,,,
580.7501,5.04,,,,,,,
581,6.29,,,,,,,
581.01,7.25,,,,,,,
581.25,8.44,,,,,,,
581.2501,9.49,,,,,,,
581.5,9.85,,,,,,,
581.501,9.31,,,,,,,
581.75,9.28,,,,,,,
581.7501,8.98,,,,,,,
582,8.63,,,,,,,
582.01,7.81,,,,,,,
582.25,7.03,,,,,,,
582.2501,5.85,,,,,,,
582.5,4.43,,,,,,,
582.501,2.62,,,,,,,
582.75,1.71,,,,,,,
582.7501,2.17,,,,,,,
583,4,,,,,,,
583.01,4.04,,,,,,,
583.25,2.85,,,,,,,
583.2501,1.76,,,,,,,
583.5,1.43,,,,,,,
583.501,1.66,,,,,,,
583.75,2.03,,,,,,,
583.7501,4.01,,,,,,,
584,6.38,,,,,,,
584.01,7.38,,,,,,,
584.25,8.03,,,,,,,
584.2501,8.6,,,,,,,
584.5,8.46,,,,,,,
584.501,8.33,,,,,,,
584.75,7.96,,,,,,,
584.7501,8.48,,,,,,,
585,8.79,,,,,,,
585.01,8.08,,,,,,,
585.25,4.09,,,,,,,
585.2501,8.35,,,,,,,
585.5,8.27,,,,,,,
585.501,8.39,,,,,,,
585.75,6.91,,,,,,,
585.7501,8.02,,,,,,,
586,7.25,,,,,,,
586.01,6.55,,,,,,,
586.25,5.43,,,,,,,
586.2501,3.48,,,,,,,
586.5,2.74,,,,,,,
586.501,2.97,,,,,,,
586.75,2.96,,,,,,,
586.7501,10.96,,,,,,,
587,16.82,,,,,,,
587.01,15.8,,,,,,,
587.25,11.2,,,,,,,
587.2501,9.13,,,,,,,
587.5,5.72,,,,,,,
587.501,6.5,,,,,,,
587.75,13.59,,,,,,,
587.7501,8.74,,,,,,,
588,8.06,,,,,,,
588.01,8.02,,,,,,,
588.25,7.83,,,,,,,
588.2501,6.33,,,,,,,
588.5,4.1,,,,,,,
588.501,4.16,,,,,,,
588.75,5.06,,,,,,,
588.7501,4.7,,,,,,,
589,4.63,,,,,,,
589.01,4.33,,,,,,,
589.25,3.87,,,,,,,
589.2501,3.58,,,,,,,
589.5,2.61,,,,,,,
589.501,1.74,,,,,,,
589.75,1.31,,,,,,,
589.7501,1.34,,,,,,,
590,1.71,,,,,,,
590.01,1.73,,,,,,,
590.25,2.04,,,,,,,
590.2501,3.08,,,,,,,
590.5,3.93,,,,,,,
590.501,4.03,,,,,,,
590.75,3.8,,,,,,,
590.7501,3.26,,,,,,,
591,3.76,,,,,,,
591.01,4.5,,,,,,,
591.25,4.91,,,,,,,
591.2501,7.59,,,,,,,
591.5,7.88,,,,,,,
591.501,7.95,,,,,,,
591.75,6.3,,,,,,,
591.7501,6.67,,,,,,,
592,6.46,,,,,,,
592.01,5.91,,,,,,,
592.25,4.95,,,,,,,
592.2501,4.07,,,,,,,
592.5,2.94,,,,,,,
592.501,1.97,,,,,,,
592.75,3.46,,,,,,,
592.7501,2.03,,,,,,,
593,15.72,,,,,,,
593.01,15,,,,,,,
593.25,6.09,,,,,,,
593.2501,11.47,,,,,,,
593.5,4.71,,,,,,,
593.501,4.7,,,,,,,
593.75,5.48,,,,,,,
593.7501,2.82,,,,,,,
594,1.18,,,,,,,
594.01,1.65,,,,,,,
594.25,1.59,,,,,,,
594.2501,1.28,,,,,,,
594.5,2.58,,,,,,,
594.501,3.81,,,,,,,
594.75,3.77,,,,,,,
594.7501,1.86,,,,,,,
595,0.9,,,,,,,
595.01,1,,,,,,,
595.25,0.78,,,,,,,
595.2501,0.54,,,,,,,
595.5,1.31,,,,,,,
595.501,1.43,,,,,,,
595.75,2.36,,,,,,,
595.7501,6.41,,,,,,,
596,7.23,,,,,,,
596.01,7.85,,,,,,,
596.25,8.18,,,,,,,
596.2501,7.22,,,,,,,
596.5,4.37,,,,,,,
596.501,4.62,,,,,,,
596.75,5.65,,,,,,,
596.7501,4.55,,,,,,,
597,4.69,,,,,,,
597.01,5.52,,,,,,,
597.25,5.95,,,,,,,
597.2501,7.45,,,,,,,
597.5,7.87,,,,,,,
597.501,8.31,,,,,,,
597.75,7.32,,,,,,,
597.7501,7.67,,,,,,,
598,6.92,,,,,,,
598.01,5.22,,,,,,,
598.25,2.79,,,,,,,
598.2501,1.8,,,,,,,
598.5,1.96,,,,,,,
598.501,2.81,,,,,,,
598.75,3.63,,,,,,,
598.7501,4.26,,,,,,,
599,4.74,,,,,,,
599.01,5.42,,,,,,,
599.25,7.31,,,,,,,
599.2501,7.3,,,,,,,
599.5,6.58,,,,,,,
599.501,5.2,,,,,,,
599.75,4.88,,,,,,,
599.7501,3.35,,,,,,,
600,2.94,,,,,,,
600.01,2.95,,,,,,,
600.25,2.74,,,,,,,
600.2501,2.31,,,,,,,
600.5,1.96,,,,,,,
600.501,3.54,,,,,,,
600.75,7.41,,,,,,,
600.7501,6.91,,,,,,,
601,4.81,,,,,,,
601.01,2.76,,,,,,,
601.25,0.6,,,,,,,
601.2501,0.37,,,,,,,
601.5,1.02,,,,,,,
601.501,0.98,,,,,,,
601.75,1.68,,,,,,,
601.7501,3.42,,,,,,,
602,4.13,,,,,,,
602.01,4.72,,,,,,,
602.25,5.45,,,,,,,
602.2501,4.76,,,,,,,
602.5,4.23,,,,,,,
602.501,3.99,,,,,,,
602.75,3.04,,,,,,,
602.7501,3.21,,,,,,,
603,3.72,,,,,,,
603.01,2.99,,,,,,,
603.25,1.03,,,,,,,
603.2501,9.54,,,,,,,
603.5,8.95,,,,,,,
603.501,8.34,,,,,,,
603.75,7.18,,,,,,,
603.7501,7.7,,,,,,,
604,6.36,,,,,,,
604.01,4.1,,,,,,,
604.25,2.4,,,,,,,
604.2501,1.73,,,,,,,
604.5,1.42,,,,,,,
604.501,1.45,,,,,,,
604.75,1.57,,,,,,,
604.7501,1.77,,,,,,,
605,2.8,,,,,,,
605.01,7.92,,,,,,,
605.25,9.48,,,,,,,
605.2501,8.69,,,,,,,
605.5,7.79,,,,,,,
605.501,8.01,,,,,,,
605.75,8.43,,,,,,,
605.7501,8.82,,,,,,,
606,9.12,,,,,,,
606.01,9.25,,,,,,,
606.25,9.23,,,,,,,
606.2501,9.09,,,,,,,
606.5,7.9,,,,,,,
606.501,7.07,,,,,,,
606.75,4.99,,,,,,,
606.7501,3.46,,,,,,,
607,4.55,,,,,,,
607.01,4.24,,,,,,,
607.25,3.72,,,,,,,
607.2501,3.29,,,,,,,
607.5,2.56,,,,,,,
607.501,1.79,,,,,,,
607.75,2.02,,,,,,,
607.7501,2.52,,,,,,,
608,3.03,,,,,,,
608.01,4.41,,,,,,,
608.25,9.03,,,,,,,
608.2501,9.26,,,,,,,
608.5,9.35,,,,,,,
608.501,9.45,,,,,,,
608.75,9.38,,,,,,,
608.7501,7.38,,,,,,,
609,3.94,,,,,,,
609.01,4.76,,,,,,,
609.25,4.3,,,,,,,
609.2501,7.47,,,,,,,
609.5,7.51,,,,,,,
609.501,7.39,,,,,,,
609.75,5.58,,,,,,,
609.7501,6.24,,,,,,,
610,5.67,,,,,,,
610.01,5.43,,,,,,,
610.25,4.18,,,,,,,
610.2501,3.05,,,,,,,
610.5,2.84,,,,,,,
610.501,2.92,,,,,,,
610.75,2.86,,,,,,,
610.7501,3.48,,,,,,,
611,3.71,,,,,,,
611.01,7.41,,,,,,,
611.25,15.72,,,,,,,
611.2501,12.43,,,,,,,
611.5,7.03,,,,,,,
611.501,6.11,,,,,,,
611.75,3.15,,,,,,,
611.7501,2.95,,,,,,,
612,4.36,,,,,,,
612.01,6.4,,,,,,,
612.25,8.12,,,,,,,
612.2501,9.47,,,,,,,
612.5,9.09,,,,,,,
612.501,8.47,,,,,,,
612.75,7.31,,,,,,,
612.7501,8.43,,,,,,,
613,8.37,,,,,,,
613.01,7.53,,,,,,,
613.25,6.15,,,,,,,
613.2501,4.4,,,,,,,
613.5,3.35,,,,,,,
613.501,2.35,,,,,,,
613.75,3.05,,,,,,,
613.7501,11.08,,,,,,,
614,12.67,,,,,,,
614.01,12.66,,,,,,,
614.25,11.37,,,,,,,
614.2501,8.49,,,,,,,
614.5,3.88,,,,,,,
614.501,5.93,,,,,,,
614.75,6.94,,,,,,,
614.7501,6.45,,,,,,,
615,6.64,,,,,,,
615.01,7.53,,,,,,,
615.25,7.64,,,,,,,
615.2501,8.64,,,,,,,
615.5,8.52,,,,,,,
615.501,8.83,,,,,,,
615.75,7.51,,,,,,,
615.7501,8.04,,,,,,,
616,7.91,,,,,,,
616.01,7.56,,,,,,,
616.25,6.15,,,,,,,
616.2501,3.64,,,,,,,
616.5,2.41,,,,,,,
616.501,2.04,,,,,,,
616.75,2.97,,,,,,,
616.7501,6.05,,,,,,,
617,14.33,,,,,,,
617.01,14.82,,,,,,,
617.25,6.56,,,,,,,
617.2501,10.9,,,,,,,
617.5,6.32,,,,,,,
617.501,9.9,,,,,,,
617.75,11.26,,,,,,,
617.7501,13.6,,,,,,,
618,11.67,,,,,,,
618.01,6.96,,,,,,,
618.25,5.09,,,,,,,
618.2501,4.4,,,,,,,
618.5,2.87,,,,,,,
618.501,2.73,,,,,,,
618.75,2.98,,,,,,,
618.7501,4.29,,,,,,,
619,5.81,,,,,,,
619.01,7.32,,,,,,,
619.25,7.94,,,,,,,
619.2501,7.28,,,,,,,
619.5,7.14,,,,,,,
619.501,6.84,,,,,,,
619.75,7.1,,,,,,,
619.7501,6.49,,,,,,,
620,6.16,,,,,,,
620.01,5.8,,,,,,,
620.25,5.81,,,,,,,
620.2501,6.35,,,,,,,
620.5,6.95,,,,,,,
620.501,7.99,,,,,,,
620.75,8.43,,,,,,,
620.7501,8.67,,,,,,,
621,8.37,,,,,,,
621.01,8.92,,,,,,,
621.25,8.51,,,,,,,
621.2501,7.61,,,,,,,
621.5,8.22,,,,,,,
621.501,8.98,,,,,,,
621.75,9.07,,,,,,,
621.7501,9.54,,,,,,,
622,9.16,,,,,,,
622.01,8.23,,,,,,,
622.25,7.59,,,,,,,
622.2501,7.15,,,,,,,
622.5,6.98,,,,,,,
622.501,6.14,,,,,,,
622.75,6.45,,,,,,,
622.7501,5.97,,,,,,,
623,3.73,,,,,,,
623.01,11.88,,,,,,,
623.25,14.53,,,,,,,
623.2501,5.33,,,,,,,
623.5,7.58,,,,,,,
623.501,2.66,,,,,,,
623.75,4.42,,,,,,,
623.7501,5.47,,,,,,,
624,9.69,,,,,,,
624.01,8.77,,,,,,,
624.25,8.88,,,,,,,
624.2501,7.64,,,,,,,
624.5,6.69,,,,,,,
624.501,6,,,,,,,
624.75,4.76,,,,,,,
624.7501,4.54,,,,,,,
625,6.62,,,,,,,
625.01,7.1,,,,,,,
625.25,7.56,,,,,,,
625.2501,7.22,,,,,,,
625.5,6.2,,,,,,,
625.501,4.89,,,,,,,
625.75,4.19,,,,,,,
625.7501,3.87,,,,,,,
626,3.69,,,,,,,
626.01,2.25,,,,,,,
626.25,0.83,,,,,,,
626.2501,1.02,,,,,,,
626.5,3.86,,,,,,,
626.501,5.39,,,,,,,
626.75,4.82,,,,,,,
626.7501,7.89,,,,,,,
627,7.57,,,,,,,
627.01,7.29,,,,,,,
627.25,6.57,,,,,,,
627.2501,7.59,,,,,,,
627.5,8.42,,,,,,,
627.501,8.77,,,,,,,
627.75,6.91,,,,,,,
627.7501,7.41,,,,,,,
628,7.27,,,,,,,
628.01,7.11,,,,,,,
628.25,6.89,,,,,,,
628.2501,6.24,,,,,,,
628.5,5.67,,,,,,,
628.501,5.99,,,,,,,
628.75,6.48,,,,,,,
628.7501,5.33,,,,,,,
629,11.21,,,,,,,
629.01,7.98,,,,,,,
629.25,2.93,,,,,,,
629.2501,8.43,,,,,,,
629.5,8.21,,,,,,,
629.501,10.04,,,,,,,
629.75,6.68,,,,,,,
629.7501,4.17,,,,,,,
630,5.55,,,,,,,
630.01,7.44,,,,,,,
630.25,7.39,,,,,,,
630.2501,6.07,,,,,,,
630.5,6.78,,,,,,,
630.501,7.55,,,,,,,
630.75,6.63,,,,,,,
630.7501,4.97,,,,,,,
631,5.56,,,,,,,
631.01,6.05,,,,,,,
631.25,6.25,,,,,,,
631.2501,5.98,,,,,,,
631.5,6.16,,,,,,,
631.501,6.11,,,,,,,
631.75,5.21,,,,,,,
631.7501,4.09,,,,,,,
632,3.66,,,,,,,
632.01,2.8,,,,,,,
632.25,3.25,,,,,,,
632.2501,3.83,,,,,,,
632.5,4.69,,,,,,,
632.501,6.58,,,,,,,
632.75,8.06,,,,,,,
632.7501,8.1,,,,,,,
633,7.99,,,,,,,
633.01,7.98,,,,,,,
633.25,8.26,,,,,,,
633.2501,7.87,,,,,,,
633.5,7.69,,,,,,,
633.501,7.05,,,,,,,
633.75,6.81,,,,,,,
633.7501,7.17,,,,,,,
634,6.75,,,,,,,
634.01,6.58,,,,,,,
634.25,6.86,,,,,,,
634.2501,6.75,,,,,,,
634.5,6.1,,,,,,,
634.501,5.86,,,,,,,
634.75,6.03,,,,,,,
634.7501,6.66,,,,,,,
635,6.19,,,,,,,
635.01,5.16,,,,,,,
635.25,5.99,,,,,,,
635.2501,10.93,,,,,,,
635.5,8.89,,,,,,,
635.501,4.72,,,,,,,
635.75,6.58,,,,,,,
635.7501,6.2,,,,,,,
636,5.29,,,,,,,
636.01,8.34,,,,,,,
636.25,10.87,,,,,,,
636.2501,8.61,,,,,,,
636.5,5.77,,,,,,,
636.501,7.12,,,,,,,
636.75,10,,,,,,,
636.7501,10.08,,,,,,,
637,9.62,,,,,,,
637.01,9.98,,,,,,,
637.25,9.27,,,,,,,
637.2501,8.83,,,,,,,
637.5,8.54,,,,,,,
637.501,7.72,,,,,,,
637.75,6.75,,,,,,,
637.7501,6.16,,,,,,,
638,6.43,,,,,,,
638.01,7.07,,,,,,,
638.25,7.03,,,,,,,
638.2501,7.11,,,,,,,
638.5,7.81,,,,,,,
638.501,8.56,,,,,,,
638.75,7.32,,,,,,,
638.7501,7.16,,,,,,,
639,6.74,,,,,,,
639.01,7.18,,,,,,,
639.25,8.35,,,,,,,
639.2501,8.93,,,,,,,
639.5,9,,,,,,,
639.501,8.83,,,,,,,
639.75,9.35,,,,,,,
639.7501,8.6,,,,,,,
640,7.43,,,,,,,
640.01,7.25,,,,,,,
640.25,7.23,,,,,,,
640.2501,7.24,,,,,,,
640.5,7.43,,,,,,,
640.501,7.04,,,,,,,
640.75,6.1,,,,,,,
640.7501,5.64,,,,,,,
641,5.5,,,,,,,
641.01,5.04,,,,,,,
641.25,5.13,,,,,,,
641.2501,6.1,,,,,,,
641.5,4.59,,,,,,,
641.501,6.56,,,,,,,
641.75,4.4,,,,,,,
641.7501,3.92,,,,,,,
642,4.75,,,,,,,
642.01,4.83,,,,,,,
642.25,5.19,,,,,,,
642.2501,3.03,,,,,,,
642.5,5.19,,,,,,,
642.501,6.29,,,,,,,
642.75,6.79,,,,,,,
642.7501,5.89,,,,,,,
643,6.55,,,,,,,
643.01,5.79,,,,,,,
643.25,5.55,,,,,,,
643.2501,4.76,,,,,,,
643.5,4.82,,,,,,,
643.501,4.58,,,,,,,
643.75,4.39,,,,,,,
643.7501,3.73,,,,,,,
644,2.63,,,,,,,
644.01,2.57,,,,,,,
644.25,2.52,,,,,,,
644.2501,6.23,,,,,,,
644.5,2.49,,,,,,,
644.501,1.65,,,,,,,
644.75,1.82,,,,,,,
644.7501,4.73,,,,,,,
645,5.91,,,,,,,
645.01,5.38,,,,,,,
645.25,5.27,,,,,,,
645.2501,7.94,,,,,,,
645.5,8,,,,,,,
645.501,7.69,,,,,,,
645.75,8.53,,,,,,,
645.7501,8.45,,,,,,,
646,7.75,,,,,,,
646.01,7.21,,,,,,,
646.25,7.25,,,,,,,
646.2501,9.34,,,,,,,
646.5,9.78,,,,,,,
646.501,10.96,,,,,,,
646.75,8.93,,,,,,,
646.7501,7.35,,,,,,,
647,5.66,,,,,,,
647.01,5.32,,,,,,,
647.25,4.33,,,,,,,
647.2501,3.94,,,,,,,
647.5,4.91,,,,,,,
647.501,3.95,,,,,,,
647.75,3.53,,,,,,,
647.7501,3.81,,,,,,,
648,4.08,,,,,,,
648.01,5.17,,,,,,,
648.25,6.47,,,,,,,
648.2501,5.77,,,,,,,
648.5,5.12,,,,,,,
648.501,4.93,,,,,,,
648.75,4.54,,,,,,,
648.7501,6.09,,,,,,,
649,6.64,,,,,,,
649.01,7.43,,,,,,,
649.25,7.07,,,,,,,
649.2501,6.87,,,,,,,
649.5,7.21,,,,,,,
649.501,6.51,,,,,,,
649.75,7.35,,,,,,,
649.7501,7.18,,,,,,,
650,6.42,,,,,,,
650.01,6.71,,,,,,,
650.25,5.3,,,,,,,
650.2501,3.9,,,,,,,
650.5,4.79,,,,,,,
650.501,5.5,,,,,,,
650.75,5.91,,,,,,,
650.7501,6.3,,,,,,,
651,6.44,,,,,,,
651.01,6.86,,,,,,,
651.25,7.85,,,,,,,
651.2501,6.55,,,,,,,
651.5,6.77,,,,,,,
651.501,6.31,,,,,,,
651.75,5.87,,,,,,,
651.7501,7.53,,,,,,,
652,7.51,,,,,,,
652.01,7.69,,,,,,,
652.25,7.7,,,,,,,
652.2501,7.9,,,,,,,
652.5,7.83,,,,,,,
652.501,7.35,,,,,,,
652.75,6.97,,,,,,,
652.7501,6.89,,,,,,,
653,7.06,,,,,,,
653.01,6.76,,,,,,,
653.25,6.54,,,,,,,
653.2501,6.03,,,,,,,
653.5,6.15,,,,,,,
653.501,2.11,,,,,,,
653.75,5.43,,,,,,,
653.7501,5.99,,,,,,,
654,5.85,,,,,,,
654.01,3.44,,,,,,,
654.25,2.44,,,,,,,
654.2501,2.77,,,,,,,
654.5,1.74,,,,,,,
654.501,4.51,,,,,,,
654.75,1.62,,,,,,,
654.7501,1.5,,,,,,,
655,1.41,,,,,,,
655.01,1.11,,,,,,,
655.25,2.99,,,,,,,
655.2501,2.83,,,,,,,
655.5,1.97,,,,,,,
655.501,2.84,,,,,,,
655.75,4.9,,,,,,,
655.7501,4.62,,,,,,,
656,3.62,,,,,,,
656.01,0.94,,,,,,,
656.25,0.34,,,,,,,
656.2501,0.61,,,,,,,
656.5,0.81,,,,,,,
656.501,0.61,,,,,,,
656.75,0.56,,,,,,,
656.7501,1.2,,,,,,,
657,1.64,,,,,,,
657.01,2.07,,,,,,,
657.25,2.47,,,,,,,
657.2501,6.08,,,,,,,
657.5,6.22,,,,,,,
657.501,6.32,,,,,,,
657.75,5.03,,,,,,,
657.7501,6.56,,,,,,,
