TimeStamp,wSpeed100,,,,w250,w300,w350,w400
191.7501,10.61,,,,,,,
192,11.64,,,,,,,
192.01,12.03,,,,,,,
192.25,12.22,,,,,,,
192.2501,12.25,,,,,,,
192.5,11.68,,,,,,,
192.501,11.25,,,,,,,
192.75,10.64,,,,,,,
192.7501,9.21,,,,,,,
193,8.57,,,,,,,
193.01,8.51,,,,,,,
193.25,8.84,,,,,,,
193.2501,9.15,,,,,,,
193.5,9.73,,,,,,,
193.501,9.84,,,,,,,
193.75,10.06,,,,,,,
193.7501,10.07,,,,,,,
194,9.85,,,,,,,
194.01,9.52,,,,,,,
194.25,9.46,,,,,,,
194.2501,9.72,,,,,,,
194.5,10.13,,,,,,,
194.501,10.52,,,,,,,
194.75,10.86,,,,,,,
194.7501,11.02,,,,,,,
195,11.38,,,,,,,
195.01,11.63,,,,,,,
195.25,11.78,,,,,,,
195.2501,12.47,,,,,,,
195.5,12.51,,,,,,,
195.501,12.82,,,,,,,
195.75,12.55,,,,,,,
195.7501,10.65,,,,,,,
196,9.36,,,,,,,
196.01,8.97,,,,,,,
196.25,8.44,,,,,,,
196.2501,7.87,,,,,,,
196.5,7.63,,,,,,,
196.501,7.21,,,,,,,
196.75,7.26,,,,,,,
196.7501,7.57,,,,,,,
197,7.66,,,,,,,
197.01,7.81,,,,,,,
197.25,8.74,,,,,,,
197.2501,9.24,,,,,,,
197.5,9.78,,,,,,,
197.501,10.26,,,,,,,
197.75,11.03,,,,,,,
197.7501,11.28,,,,,,,
198,11.33,,,,,,,
198.01,11.4,,,,,,,
198.25,11.24,,,,,,,
198.2501,10.82,,,,,,,
198.5,10.38,,,,,,,
198.501,10.15,,,,,,,
198.75,9.77,,,,,,,
198.7501,7.71,,,,,,,
199,6.8,,,,,,,
199.01,6.57,,,,,,,
199.25,5.84,,,,,,,
199.2501,5.48,,,,,,,
199.5,5.23,,,,,,,
199.501,4.92,,,,,,,
199.75,5.26,,,,,,,
199.7501,5.7,,,,,,,
200,6.23,,,,,,,
200.01,7.05,,,,,,,
200.25,8.39,,,,,,,
200.2501,8.79,,,,,,,
200.5,9.25,,,,,,,
200.501,9.96,,,,,,,
200.75,10.64,,,,,,,
200.7501,10.77,,,,,,,
201,11.09,,,,,,,
201.01,11.29,,,,,,,
201.25,11.39,,,,,,,
201.2501,12.64,,,,,,,
201.5,12.6,,,,,,,
201.501,12.66,,,,,,,
201.75,12.46,,,,,,,
201.7501,10.96,,,,,,,
202,8.66,,,,,,,
202.01,8.81,,,,,,,
202.25,9.22,,,,,,,
202.2501,8.48,,,,,,,
202.5,7.68,,,,,,,
202.501,7.07,,,,,,,
202.75,6.85,,,,,,,
202.7501,6.92,,,,,,,
203,6.58,,,,,,,
203.01,6.88,,,,,,,
203.25,7.08,,,,,,,
203.2501,7.05,,,,,,,
203.5,8.83,,,,,,,
203.501,11.66,,,,,,,
203.75,13.01,,,,,,,
203.7501,13.65,,,,,,,
204,13.76,,,,,,,
204.01,14.06,,,,,,,
204.25,14.48,,,,,,,
204.2501,14.7,,,,,,,
204.5,14.5,,,,,,,
204.501,14.66,,,,,,,
204.75,14.43,,,,,,,
204.7501,12.55,,,,,,,
205,11.43,,,,,,,
205.01,11.15,,,,,,,
205.25,10.22,,,,,,,
205.2501,8.91,,,,,,,
205.5,8.27,,,,,,,
205.501,7.9,,,,,,,
205.75,7.6,,,,,,,
205.7501,7.23,,,,,,,
206,6.67,,,,,,,
206.01,6.78,,,,,,,
206.25,7.65,,,,,,,
206.2501,8.2,,,,,,,
206.5,11.06,,,,,,,
206.501,12.25,,,,,,,
206.75,12.68,,,,,,,
206.7501,12.75,,,,,,,
207,12.59,,,,,,,
207.01,12.65,,,,,,,
207.25,12.78,,,,,,,
207.2501,12.83,,,,,,,
207.5,13.01,,,,,,,
207.501,12.97,,,,,,,
207.75,12.66,,,,,,,
207.7501,10.81,,,,,,,
208,10.17,,,,,,,
208.01,10.45,,,,,,,
208.25,10.08,,,,,,,
208.2501,9.72,,,,,,,
208.5,9.45,,,,,,,
208.501,8.86,,,,,,,
208.75,8.77,,,,,,,
208.7501,9.01,,,,,,,
209,9.17,,,,,,,
209.01,8.91,,,,,,,
209.25,9.05,,,,,,,
209.2501,9.26,,,,,,,
209.5,9.58,,,,,,,
209.501,10.11,,,,,,,
209.75,10.35,,,,,,,
209.7501,10.66,,,,,,,
210,11.14,,,,,,,
210.01,11.13,,,,,,,
210.25,10.94,,,,,,,
210.2501,10.96,,,,,,,
210.5,10.87,,,,,,,
210.501,10.66,,,,,,,
210.75,10.23,,,,,,,
210.7501,8.28,,,,,,,
211,7.41,,,,,,,
211.01,7.09,,,,,,,
211.25,6.66,,,,,,,
211.2501,6.19,,,,,,,
211.5,5.52,,,,,,,
211.501,4.97,,,,,,,
211.75,4.63,,,,,,,
211.7501,4.57,,,,,,,
212,4.86,,,,,,,
212.01,6.17,,,,,,,
212.25,7.99,,,,,,,
212.2501,8.65,,,,,,,
212.5,9.12,,,,,,,
212.501,9.63,,,,,,,
212.75,10.08,,,,,,,
212.7501,9.89,,,,,,,
213,10.09,,,,,,,
213.01,10.16,,,,,,,
213.25,10.07,,,,,,,
213.2501,10.21,,,,,,,
213.5,10.38,,,,,,,
213.501,10.5,,,,,,,
213.75,10.3,,,,,,,
213.7501,9.04,,,,,,,
214,6.35,,,,,,,
214.01,5.37,,,,,,,
214.25,5.58,,,,,,,
214.2501,5.24,,,,,,,
214.5,4.62,,,,,,,
214.501,4.15,,,,,,,
214.75,3.9,,,,,,,
214.7501,4.06,,,,,,,
215,4.22,,,,,,,
215.01,5.07,,,,,,,
215.25,5.85,,,,,,,
215.2501,6.48,,,,,,,
215.5,6.45,,,,,,,
215.501,6.3,,,,,,,
215.75,6.65,,,,,,,
215.7501,6.69,,,,,,,
216,7.14,,,,,,,
216.01,7.8,,,,,,,
216.25,8.12,,,,,,,
216.2501,8.06,,,,,,,
216.5,8.32,,,,,,,
216.501,8.39,,,,,,,
216.75,8.11,,,,,,,
216.7501,7.15,,,,,,,
217,5.05,,,,,,,
217.01,4.29,,,,,,,
217.25,4.64,,,,,,,
217.2501,4.29,,,,,,,
217.5,3.75,,,,,,,
217.501,3.2,,,,,,,
217.75,2.85,,,,,,,
217.7501,2.81,,,,,,,
218,2.62,,,,,,,
218.01,2.63,,,,,,,
218.25,3.23,,,,,,,
218.2501,4.1,,,,,,,
218.5,4.63,,,,,,,
218.501,4.6,,,,,,,
218.75,4.51,,,,,,,
218.7501,4.51,,,,,,,
219,4.18,,,,,,,
219.01,3.79,,,,,,,
219.25,3.64,,,,,,,
219.2501,6.13,,,,,,,
219.5,6.06,,,,,,,
219.501,6.7,,,,,,,
219.75,6.94,,,,,,,
219.7501,6.69,,,,,,,
220,5.83,,,,,,,
220.01,4.7,,,,,,,
220.25,4.31,,,,,,,
220.2501,3.98,,,,,,,
220.5,3.71,,,,,,,
220.501,3.63,,,,,,,
220.75,3.83,,,,,,,
220.7501,4.12,,,,,,,
221,4.77,,,,,,,
221.01,7.12,,,,,,,
221.25,9.81,,,,,,,
221.2501,10.05,,,,,,,
221.5,10.21,,,,,,,
221.501,10.19,,,,,,,
221.75,10.33,,,,,,,
221.7501,10.53,,,,,,,
222,10.27,,,,,,,
222.01,10.13,,,,,,,
222.25,10.1,,,,,,,
222.2501,9.82,,,,,,,
222.5,9.47,,,,,,,
222.501,9.22,,,,,,,
222.75,8.92,,,,,,,
222.7501,7.4,,,,,,,
223,5.97,,,,,,,
223.01,5.31,,,,,,,
223.25,4.96,,,,,,,
223.2501,4.33,,,,,,,
223.5,3.86,,,,,,,
223.501,4.77,,,,,,,
223.75,5.99,,,,,,,
223.7501,7.68,,,,,,,
224,8.48,,,,,,,
224.01,9.49,,,,,,,
224.25,10.55,,,,,,,
224.2501,11.36,,,,,,,
224.5,12.21,,,,,,,
224.501,12.82,,,,,,,
224.75,12.41,,,,,,,
224.7501,12.32,,,,,,,
225,12.49,,,,,,,
225.01,12.71,,,,,,,
225.25,12.58,,,,,,,
225.2501,13.72,,,,,,,
225.5,13.84,,,,,,,
225.501,13.57,,,,,,,
225.75,13.43,,,,,,,
225.7501,13.08,,,,,,,
226,12.55,,,,,,,
226.01,11.56,,,,,,,
226.25,10.71,,,,,,,
226.2501,9.96,,,,,,,
226.5,9.29,,,,,,,
226.501,9.04,,,,,,,
226.75,9.33,,,,,,,
226.7501,9.47,,,,,,,
227,9.74,,,,,,,
227.01,10,,,,,,,
227.25,10.2,,,,,,,
227.2501,10.64,,,,,,,
227.5,11.28,,,,,,,
227.501,10.93,,,,,,,
227.75,10.44,,,,,,,
227.7501,9.69,,,,,,,
228,9.41,,,,,,,
228.01,9.64,,,,,,,
228.25,10.32,,,,,,,
228.2501,10.79,,,,,,,
228.5,10.57,,,,,,,
228.501,10.5,,,,,,,
228.75,10.64,,,,,,,
228.7501,10.72,,,,,,,
229,10.43,,,,,,,
229.01,9.98,,,,,,,
229.25,9.85,,,,,,,
229.2501,9.41,,,,,,,
229.5,8.13,,,,,,,
229.501,6.69,,,,,,,
229.75,6.3,,,,,,,
229.7501,6.52,,,,,,,
230,6.57,,,,,,,
230.01,6.53,,,,,,,
230.25,7.33,,,,,,,
230.2501,8.1,,,,,,,
230.5,8.78,,,,,,,
230.501,8.95,,,,,,,
230.75,9.35,,,,,,,
230.7501,9.68,,,,,,,
231,9.42,,,,,,,
231.01,9.1,,,,,,,
231.25,9.38,,,,,,,
231.2501,11.07,,,,,,,
231.5,11.34,,,,,,,
231.501,11.18,,,,,,,
231.75,10.7,,,,,,,
231.7501,8.71,,,,,,,
232,7.5,,,,,,,
232.01,7.32,,,,,,,
232.25,6.88,,,,,,,
232.2501,6.46,,,,,,,
232.5,6.23,,,,,,,
232.501,6.12,,,,,,,
232.75,6.31,,,,,,,
232.7501,6.57,,,,,,,
233,6.92,,,,,,,
233.01,7.28,,,,,,,
233.25,8.25,,,,,,,
233.2501,8.94,,,,,,,
233.5,9.43,,,,,,,
233.501,9.82,,,,,,,
233.75,10.25,,,,,,,
233.7501,10.42,,,,,,,
234,10.42,,,,,,,
234.01,10.27,,,,,,,
234.25,10.16,,,,,,,
234.2501,9.96,,,,,,,
234.5,10.02,,,,,,,
234.501,10.05,,,,,,,
234.75,9.53,,,,,,,
234.7501,7.41,,,,,,,
235,7,,,,,,,
235.01,7.06,,,,,,,
235.25,6.86,,,,,,,
235.2501,6.79,,,,,,,
235.5,6.85,,,,,,,
235.501,7.03,,,,,,,
235.75,7.14,,,,,,,
235.7501,7.31,,,,,,,
236,7.42,,,,,,,
236.01,7.75,,,,,,,
236.25,8.61,,,,,,,
236.2501,9.34,,,,,,,
236.5,10.02,,,,,,,
236.501,10.48,,,,,,,
236.75,10.52,,,,,,,
236.7501,10.23,,,,,,,
237,9.88,,,,,,,
237.01,9.8,,,,,,,
237.25,9.68,,,,,,,
237.2501,10.72,,,,,,,
237.5,10.69,,,,,,,
237.501,10.43,,,,,,,
237.75,10.11,,,,,,,
237.7501,8.88,,,,,,,
238,7.5,,,,,,,
238.01,7.42,,,,,,,
238.25,7.17,,,,,,,
238.2501,7.19,,,,,,,
238.5,6.73,,,,,,,
238.501,5.76,,,,,,,
238.75,5.25,,,,,,,
238.7501,5.2,,,,,,,
239,5.65,,,,,,,
239.01,6.67,,,,,,,
239.25,8.49,,,,,,,
239.2501,9.33,,,,,,,
239.5,10.05,,,,,,,
239.501,10.65,,,,,,,
239.75,10.72,,,,,,,
239.7501,10.67,,,,,,,
240,10.54,,,,,,,
240.01,10.56,,,,,,,
240.25,10.84,,,,,,,
240.2501,10.66,,,,,,,
240.5,10.28,,,,,,,
240.501,9.79,,,,,,,
240.75,9.44,,,,,,,
240.7501,7.65,,,,,,,
241,6.51,,,,,,,
241.01,6.61,,,,,,,
241.25,6.21,,,,,,,
241.2501,6.12,,,,,,,
241.5,6.16,,,,,,,
241.501,6.43,,,,,,,
241.75,7.38,,,,,,,
241.7501,8.21,,,,,,,
242,8.64,,,,,,,
242.01,8.9,,,,,,,
242.25,9.53,,,,,,,
242.2501,9.7,,,,,,,
242.5,10.32,,,,,,,
242.501,10.73,,,,,,,
242.75,10.54,,,,,,,
242.7501,10.41,,,,,,,
243,10.37,,,,,,,
243.01,10.55,,,,,,,
243.25,11.89,,,,,,,
243.2501,11.74,,,,,,,
243.5,12.75,,,,,,,
243.501,14.02,,,,,,,
243.75,14.24,,,,,,,
243.7501,12.69,,,,,,,
244,11.82,,,,,,,
244.01,11.59,,,,,,,
244.25,10.81,,,,,,,
244.2501,9.55,,,,,,,
244.5,8.81,,,,,,,
244.501,8.58,,,,,,,
244.75,8.36,,,,,,,
244.7501,8.21,,,,,,,
245,8.21,,,,,,,
245.01,8.25,,,,,,,
245.25,8.78,,,,,,,
245.2501,9.17,,,,,,,
245.5,9.42,,,,,,,
245.501,9.98,,,,,,,
245.75,10.84,,,,,,,
245.7501,10.97,,,,,,,
246,10.6,,,,,,,
246.01,10.33,,,,,,,
246.25,10.79,,,,,,,
246.2501,11.17,,,,,,,
246.5,11.22,,,,,,,
246.501,10.74,,,,,,,
246.75,9.76,,,,,,,
246.7501,8.76,,,,,,,
247,8.58,,,,,,,
247.01,8.06,,,,,,,
247.25,7.71,,,,,,,
247.2501,7.21,,,,,,,
247.5,6.8,,,,,,,
247.501,6.43,,,,,,,
247.75,6.25,,,,,,,
247.7501,6.38,,,,,,,
248,6.57,,,,,,,
248.01,7.5,,,,,,,
248.25,8.73,,,,,,,
248.2501,9.35,,,,,,,
248.5,9.55,,,,,,,
248.501,10.04,,,,,,,
248.75,10.5,,,,,,,
248.7501,10.85,,,,,,,
249,11.05,,,,,,,
249.01,11.2,,,,,,,
249.25,11.23,,,,,,,
249.2501,12.39,,,,,,,
249.5,12.71,,,,,,,
249.501,12.44,,,,,,,
249.75,12,,,,,,,
249.7501,10.05,,,,,,,
250,8.04,,,,,,,
250.01,7.2,,,,,,,
250.25,6.85,,,,,,,
250.2501,6.54,,,,,,,
250.5,6.58,,,,,,,
250.501,6.75,,,,,,,
250.75,7,,,,,,,
250.7501,7.17,,,,,,,
251,7.37,,,,,,,
251.01,7.65,,,,,,,
251.25,8.72,,,,,,,
251.2501,9.53,,,,,,,
251.5,10.09,,,,,,,
251.501,10.57,,,,,,,
251.75,10.51,,,,,,,
251.7501,10.28,,,,,,,
252,10.58,,,,,,,
252.01,10.57,,,,,,,
252.25,10.69,,,,,,,
252.2501,10.73,,,,,,,
252.5,10.61,,,,,,,
252.501,9.99,,,,,,,
252.75,9.34,,,,,,,
252.7501,7.2,,,,,,,
253,6.63,,,,,,,
253.01,6.13,,,,,,,
253.25,5.56,,,,,,,
253.2501,5.33,,,,,,,
253.5,5.06,,,,,,,
253.501,4.65,,,,,,,
253.75,4.62,,,,,,,
253.7501,5.14,,,,,,,
254,6.06,,,,,,,
254.01,7.52,,,,,,,
254.25,9.41,,,,,,,
254.2501,9.77,,,,,,,
254.5,10.21,,,,,,,
254.501,10.51,,,,,,,
254.75,10.56,,,,,,,
254.7501,10.21,,,,,,,
255,10.16,,,,,,,
255.01,10.42,,,,,,,
255.25,10.59,,,,,,,
255.2501,10.48,,,,,,,
255.5,10.07,,,,,,,
255.501,9.85,,,,,,,
255.75,9.7,,,,,,,
255.7501,8.89,,,,,,,
256,7.26,,,,,,,
256.01,6.56,,,,,,,
256.25,7.12,,,,,,,
256.2501,7.85,,,,,,,
256.5,8.1,,,,,,,
256.501,7.79,,,,,,,
256.75,7.45,,,,,,,
256.7501,7.33,,,,,,,
257,7.36,,,,,,,
257.01,7.63,,,,,,,
257.25,8.65,,,,,,,
257.2501,9.32,,,,,,,
257.5,10.23,,,,,,,
257.501,10.67,,,,,,,
257.75,10.48,,,,,,,
257.7501,10.5,,,,,,,
258,10.3,,,,,,,
258.01,10.41,,,,,,,
258.25,10.73,,,,,,,
258.2501,10.91,,,,,,,
258.5,11.11,,,,,,,
258.501,11.09,,,,,,,
258.75,10.78,,,,,,,
258.7501,9.17,,,,,,,
259,8.24,,,,,,,
259.01,8.04,,,,,,,
259.25,8.11,,,,,,,
259.2501,8.18,,,,,,,
259.5,8.02,,,,,,,
259.501,8.19,,,,,,,
259.75,8.32,,,,,,,
259.7501,8.07,,,,,,,
260,7.95,,,,,,,
260.01,7.93,,,,,,,
260.25,8.57,,,,,,,
260.2501,9.15,,,,,,,
260.5,9.63,,,,,,,
260.501,9.95,,,,,,,
260.75,10.4,,,,,,,
260.7501,10.72,,,,,,,
261,10.26,,,,,,,
261.01,9.98,,,,,,,
261.25,10.45,,,,,,,
261.2501,10.55,,,,,,,
261.5,10.77,,,,,,,
261.501,11.25,,,,,,,
261.75,11.15,,,,,,,
261.7501,9.73,,,,,,,
262,7.94,,,,,,,
262.01,7.27,,,,,,,
262.25,6.64,,,,,,,
262.2501,6.27,,,,,,,
262.5,6.14,,,,,,,
262.501,6.07,,,,,,,
262.75,5.65,,,,,,,
262.7501,5.19,,,,,,,
263,4.9,,,,,,,
263.01,5.11,,,,,,,
263.25,5.95,,,,,,,
263.2501,7.23,,,,,,,
263.5,7.32,,,,,,,
263.501,7.53,,,,,,,
263.75,8.48,,,,,,,
263.7501,9.29,,,,,,,
264,10.28,,,,,,,
264.01,10.61,,,,,,,
264.25,10.12,,,,,,,
264.2501,9.64,,,,,,,
264.5,9.35,,,,,,,
264.501,9.17,,,,,,,
264.75,8.75,,,,,,,
264.7501,7.18,,,,,,,
265,5.39,,,,,,,
265.01,4.88,,,,,,,
265.25,4.54,,,,,,,
265.2501,4.33,,,,,,,
265.5,4.08,,,,,,,
265.501,3.83,,,,,,,
265.75,3.64,,,,,,,
265.7501,3.52,,,,,,,
266,3.67,,,,,,,
266.01,4.82,,,,,,,
266.25,6.29,,,,,,,
266.2501,7.19,,,,,,,
266.5,6.76,,,,,,,
266.501,6.19,,,,,,,
266.75,5.79,,,,,,,
266.7501,5.41,,,,,,,
267,5.32,,,,,,,
267.01,5.44,,,,,,,
267.25,5.56,,,,,,,
267.2501,6.45,,,,,,,
267.5,6.43,,,,,,,
267.501,6.19,,,,,,,
267.75,6,,,,,,,
267.7501,5.38,,,,,,,
268,3.56,,,,,,,
268.01,3.09,,,,,,,
268.25,3.21,,,,,,,
268.2501,3.42,,,,,,,
268.5,4.05,,,,,,,
268.501,4.4,,,,,,,
268.75,4.65,,,,,,,
268.7501,5.11,,,,,,,
269,5.95,,,,,,,
269.01,7.53,,,,,,,
269.25,9.79,,,,,,,
269.2501,10.54,,,,,,,
269.5,10.05,,,,,,,
269.501,9.33,,,,,,,
269.75,8.27,,,,,,,
269.7501,7.68,,,,,,,
270,7.07,,,,,,,
270.01,6.5,,,,,,,
270.25,6.11,,,,,,,
270.2501,5.77,,,,,,,
270.5,5.6,,,,,,,
270.501,5.49,,,,,,,
270.75,5.67,,,,,,,
270.7501,4.84,,,,,,,
271,4.01,,,,,,,
271.01,4.03,,,,,,,
271.25,4.63,,,,,,,
271.2501,4.67,,,,,,,
271.5,4.67,,,,,,,
271.501,5.31,,,,,,,
271.75,6.09,,,,,,,
271.7501,6.37,,,,,,,
272,6.94,,,,,,,
272.01,8.06,,,,,,,
272.25,9.46,,,,,,,
272.2501,10.38,,,,,,,
272.5,10.62,,,,,,,
272.501,10.01,,,,,,,
272.75,9.93,,,,,,,
272.7501,9.73,,,,,,,
273,9.55,,,,,,,
273.01,9.21,,,,,,,
273.25,9.36,,,,,,,
273.2501,1.79,,,,,,,
273.5,2.15,,,,,,,
273.501,2.75,,,,,,,
273.75,3.13,,,,,,,
273.7501,3.42,,,,,,,
274,3.23,,,,,,,
274.01,4.14,,,,,,,
274.25,5.51,,,,,,,
274.2501,5.55,,,,,,,
274.5,5.09,,,,,,,
274.501,5.07,,,,,,,
274.75,5.95,,,,,,,
274.7501,7.55,,,,,,,
275,8.95,,,,,,,
275.01,9.79,,,,,,,
275.25,10.77,,,,,,,
275.2501,10.89,,,,,,,
275.5,10.59,,,,,,,
275.501,10.27,,,,,,,
275.75,9.73,,,,,,,
275.7501,9.54,,,,,,,
276,9.15,,,,,,,
276.01,8.89,,,,,,,
276.25,9.02,,,,,,,
276.2501,9.14,,,,,,,
276.5,9.06,,,,,,,
276.501,8.76,,,,,,,
276.75,8.54,,,,,,,
276.7501,6.68,,,,,,,
277,5.11,,,,,,,
277.01,4.93,,,,,,,
277.25,5.77,,,,,,,
277.2501,6.66,,,,,,,
277.5,6.54,,,,,,,
277.501,5.76,,,,,,,
277.75,5.51,,,,,,,
277.7501,5.63,,,,,,,
278,6.89,,,,,,,
278.01,8.65,,,,,,,
278.25,10.14,,,,,,,
278.2501,10.6,,,,,,,
278.5,10.39,,,,,,,
278.501,10.08,,,,,,,
278.75,10.17,,,,,,,
278.7501,9.86,,,,,,,
279,9.11,,,,,,,
279.01,8.84,,,,,,,
279.25,8.45,,,,,,,
279.2501,5.88,,,,,,,
279.5,5.46,,,,,,,
279.501,5.3,,,,,,,
279.75,5.36,,,,,,,
279.7501,4.64,,,,,,,
280,3.73,,,,,,,
280.01,4.11,,,,,,,
280.25,5.93,,,,,,,
280.2501,6.41,,,,,,,
280.5,6.22,,,,,,,
280.501,6.57,,,,,,,
280.75,7.66,,,,,,,
280.7501,7.91,,,,,,,
281,8.23,,,,,,,
281.01,9.07,,,,,,,
281.25,11.03,,,,,,,
281.2501,12.28,,,,,,,
281.5,13.06,,,,,,,
281.501,13.06,,,,,,,
281.75,12.18,,,,,,,
281.7501,11.11,,,,,,,
282,10.6,,,,,,,
282.01,10.85,,,,,,,
282.25,11.2,,,,,,,
282.2501,11.43,,,,,,,
282.5,12.43,,,,,,,
282.501,12.16,,,,,,,
282.75,10.81,,,,,,,
282.7501,9.4,,,,,,,
283,9.01,,,,,,,
283.01,8.72,,,,,,,
283.25,8.88,,,,,,,
283.2501,9.12,,,,,,,
283.5,9.2,,,,,,,
283.501,9.58,,,,,,,
283.75,9.63,,,,,,,
283.7501,9.46,,,,,,,
284,9.27,,,,,,,
284.01,9.27,,,,,,,
284.25,9.83,,,,,,,
284.2501,10.27,,,,,,,
284.5,10.72,,,,,,,
284.501,10.7,,,,,,,
284.75,10.44,,,,,,,
284.7501,10.78,,,,,,,
285,10.81,,,,,,,
285.01,10.24,,,,,,,
285.25,10.35,,,,,,,
285.2501,12.47,,,,,,,
285.5,12.2,,,,,,,
285.501,12.35,,,,,,,
285.75,12.09,,,,,,,
285.7501,10.63,,,,,,,
286,9.24,,,,,,,
286.01,8.5,,,,,,,
286.25,8.09,,,,,,,
286.2501,8.12,,,,,,,
286.5,7.97,,,,,,,
286.501,7.93,,,,,,,
286.75,8.01,,,,,,,
286.7501,8.09,,,,,,,
287,8.11,,,,,,,
287.01,8.29,,,,,,,
287.25,8.9,,,,,,,
287.2501,9.4,,,,,,,
287.5,9.39,,,,,,,
287.501,9.78,,,,,,,
287.75,10.04,,,,,,,
287.7501,10.46,,,,,,,
288,10.48,,,,,,,
288.01,10.36,,,,,,,
288.25,10.35,,,,,,,
288.2501,10.29,,,,,,,
288.5,10.32,,,,,,,
288.501,10.61,,,,,,,
288.75,10.16,,,,,,,
288.7501,8.34,,,,,,,
289,7.97,,,,,,,
289.01,7.3,,,,,,,
289.25,6.64,,,,,,,
289.2501,6.1,,,,,,,
289.5,5.46,,,,,,,
289.501,4.96,,,,,,,
289.75,4.67,,,,,,,
289.7501,4.76,,,,,,,
290,4.93,,,,,,,
290.01,5.65,,,,,,,
290.25,7.39,,,,,,,
290.2501,8.28,,,,,,,
290.5,8.72,,,,,,,
290.501,9.23,,,,,,,
290.75,9.7,,,,,,,
290.7501,10.01,,,,,,,
291,10.02,,,,,,,
291.01,9.93,,,,,,,
291.25,9.87,,,,,,,
291.2501,9.27,,,,,,,
291.5,9.28,,,,,,,
291.501,9.19,,,,,,,
291.75,9.15,,,,,,,
291.7501,8.74,,,,,,,
292,7.26,,,,,,,
292.01,7.1,,,,,,,
292.25,7.5,,,,,,,
292.2501,7.86,,,,,,,
292.5,8.22,,,,,,,
292.501,8.44,,,,,,,
292.75,7.98,,,,,,,
292.7501,7.31,,,,,,,
293,6.56,,,,,,,
293.01,6.99,,,,,,,
293.25,9.24,,,,,,,
293.2501,10.4,,,,,,,
293.5,11.59,,,,,,,
293.501,11.83,,,,,,,
293.75,11.8,,,,,,,
293.7501,11.94,,,,,,,
294,12.14,,,,,,,
294.01,12.01,,,,,,,
294.25,12.39,,,,,,,
294.2501,12.21,,,,,,,
294.5,11.76,,,,,,,
294.501,11.2,,,,,,,
294.75,10.69,,,,,,,
294.7501,9.31,,,,,,,
295,8.69,,,,,,,
295.01,9.07,,,,,,,
295.25,9.81,,,,,,,
295.2501,10.03,,,,,,,
295.5,9.72,,,,,,,
295.501,9.22,,,,,,,
295.75,8.56,,,,,,,
295.7501,7.91,,,,,,,
296,7.7,,,,,,,
296.01,7.89,,,,,,,
296.25,9.4,,,,,,,
296.2501,10.66,,,,,,,
296.5,11.05,,,,,,,
296.501,11.49,,,,,,,
296.75,11.93,,,,,,,
296.7501,12.3,,,,,,,
297,12.28,,,,,,,
297.01,11.38,,,,,,,
297.25,11.11,,,,,,,
297.2501,13.39,,,,,,,
297.5,13.63,,,,,,,
297.501,13.2,,,,,,,
297.75,12.64,,,,,,,
297.7501,11.43,,,,,,,
298,10.92,,,,,,,
298.01,10.69,,,,,,,
298.25,10.35,,,,,,,
298.2501,9.81,,,,,,,
298.5,9.36,,,,,,,
298.501,9.29,,,,,,,
298.75,9.39,,,,,,,
298.7501,9.29,,,,,,,
299,9,,,,,,,
299.01,8.8,,,,,,,
299.25,9.42,,,,,,,
299.2501,10.15,,,,,,,
299.5,10.54,,,,,,,
299.501,10.84,,,,,,,
299.75,10.92,,,,,,,
299.7501,11.06,,,,,,,
300,10.89,,,,,,,
300.01,10.58,,,,,,,
300.25,10.59,,,,,,,
300.2501,10.55,,,,,,,
300.5,10.96,,,,,,,
300.501,10.72,,,,,,,
300.75,9.36,,,,,,,
300.7501,8.26,,,,,,,
301,8.28,,,,,,,
301.01,7.58,,,,,,,
301.25,7.23,,,,,,,
301.2501,7.13,,,,,,,
301.5,7.22,,,,,,,
301.501,7.26,,,,,,,
301.75,7.35,,,,,,,
301.7501,7.49,,,,,,,
302,7.75,,,,,,,
302.01,8.22,,,,,,,
302.25,9.28,,,,,,,
302.2501,9.57,,,,,,,
302.5,9.92,,,,,,,
302.501,10.73,,,,,,,
302.75,10.97,,,,,,,
302.7501,10.98,,,,,,,
303,10.99,,,,,,,
303.01,10.97,,,,,,,
303.25,10.89,,,,,,,
303.2501,11.93,,,,,,,
303.5,12.15,,,,,,,
303.501,12.43,,,,,,,
303.75,11.45,,,,,,,
303.7501,9.87,,,,,,,
304,9.3,,,,,,,
304.01,9,,,,,,,
304.25,8.6,,,,,,,
304.2501,8.32,,,,,,,
304.5,8.02,,,,,,,
304.501,7.98,,,,,,,
304.75,8.15,,,,,,,
304.7501,8.47,,,,,,,
305,8.83,,,,,,,
305.01,8.87,,,,,,,
305.25,9.28,,,,,,,
305.2501,9.73,,,,,,,
305.5,10.07,,,,,,,
305.501,10.44,,,,,,,
305.75,10.43,,,,,,,
305.7501,10.66,,,,,,,
306,10.92,,,,,,,
306.01,10.94,,,,,,,
306.25,11.14,,,,,,,
306.2501,11.32,,,,,,,
306.5,11.6,,,,,,,
306.501,11.81,,,,,,,
306.75,10.95,,,,,,,
306.7501,9.94,,,,,,,
307,9.9,,,,,,,
307.01,10.02,,,,,,,
307.25,9.69,,,,,,,
307.2501,9.4,,,,,,,
307.5,9.21,,,,,,,
307.501,8.88,,,,,,,
307.75,8.85,,,,,,,
307.7501,8.8,,,,,,,
308,8.91,,,,,,,
308.01,8.73,,,,,,,
308.25,9.21,,,,,,,
