time,p:1,q :1,timeStamp,CorrectP
7.34,360975.1359,-294129.192,,360975.1359
7.341,361088.3945,-293966.4168,,361088.3945
7.342,361196.3663,-293804.6202,,361196.3663
7.343,361299.3142,-293643.3658,,361299.3142
7.344,361397.3271,-293482.169,,361397.3271
7.345,361490.315,-293320.5613,,361490.315
7.346,361578.027,-293158.1517,,361578.027
7.347,361660.0908,-292994.6758,,361660.0908
7.348,361736.0672,-292830.0272,,361736.0672
7.349,361805.5113,-292664.2676,,361805.5113
7.35,361868.0349,-292497.6137,,361868.0349
7.351,361923.3576,-292330.4054,,361923.3576
7.352,361971.3446,-292163.0566,,361971.3446
7.353,362012.0232,-291995.9994,,362012.0232
7.354,362045.578,-291829.6258,,362045.578
7.355,362072.3253,-291664.2371,,362072.3253
7.356,362092.6715,-291500.0057,,362092.6715
7.357,362107.0594,-291336.9554,,362107.0594
7.358,362115.9125,-291174.9617,,362115.9125
7.359,362119.5822,-291013.7714,,362119.5822
7.36,362118.3063,-290853.0389,,362118.3063
7.361,362112.1837,-290692.3739,,362112.1837
7.362,362101.1674,-290531.3937,,362101.1674
7.363,362085.0778,-290369.7731,,362085.0778
7.364,362063.6327,-290207.2861,,362063.6327
7.365,362036.4903,-290043.8326,,362036.4903
7.366,362003.2991,-289879.4489,,362003.2991
7.367,361963.7479,-289714.299,,361963.7479
7.368,361917.6092,-289548.65,,361917.6092
7.369,361864.7707,-289382.8341,,361864.7707
7.37,361805.2512,-289217.2031,,361805.2512
7.371,361739.1979,-289052.0815,,361739.1979
7.372,361666.8681,-288887.7241,,361666.8681
7.373,361588.5961,-288724.2842,,361588.5961
7.374,361504.7508,-288561.7953,,361504.7508
7.375,361415.6903,-288400.1703,,361415.6903
7.376,361321.7188,-288239.2148,,361321.7188
7.377,361223.0513,-288078.6563,,361223.0513
7.378,361119.7917,-287918.1812,,361119.7917
7.379,361011.9257,-287757.4775,,361011.9257
7.38,360899.3297,-287596.2759,,360899.3297
7.381,360781.7935,-287434.384,,360781.7935
7.382,360659.0546,-287271.7098,,360659.0546
7.383,360530.838,-287108.2719,,360530.838
7.384,360396.8972,-286944.1937,,360396.8972
7.385,360257.0502,-286779.6848,,360257.0502
7.386,360111.206,-286615.0115,,360111.206
7.387,359959.3793,-286450.4603,,359959.3793
7.388,359801.6898,-286286.2994,,359801.6898
7.389,359638.3484,-286122.7439,,359638.3484
7.39,359469.6321,-285959.9291,,359469.6321
7.391,359295.8498,-285797.8942,,359295.8498
7.392,359117.3056,-285636.5797,,359117.3056
7.393,358934.2634,-285475.838,,358934.2634
7.394,358746.9177,-285315.4545,,358746.9177
7.395,358555.3742,-285155.1783,,358555.3742
7.396,358359.6427,-284994.7556,,358359.6427
7.397,358159.6431,-284833.9639,,358159.6431
7.398,357955.2226,-284672.6403,,357955.2226
7.399,357746.1827,-284510.7019,,357746.1827
7.4,357532.3112,-284348.1549,,357532.3112
7.401,357312.3074,-284185.0399,,357312.3074
7.402,357084.9579,-284021.5406,,357084.9579
7.403,356850.275,-283857.9572,,356850.275
7.404,356608.3818,-283694.5758,,356608.3818
7.405,356359.4994,-283531.6315,,356359.4994
7.406,356103.9213,-283369.2783,,356103.9213
7.407,355841.9793,-283207.5714,,355841.9793
7.408,355574.0048,-283046.4626,,355574.0048
7.409,355300.2917,-282885.8093,,355300.2917
7.41,355021.0643,-282725.396,,355021.0643
7.411,354736.4562,-282564.9647,,354736.4562
7.412,354446.501,-282404.251,,354446.501
7.413,354151.1369,-282243.0157,,354151.1369
7.414,353850.2236,-282081.0839,,353850.2236
7.415,353543.5689,-281918.3586,,353543.5689
7.416,353230.9623,-281754.8365,,353230.9623
7.417,352912.2097,-281590.6051,,352912.2097
7.418,352587.1649,-281425.8299,,352587.1649
7.419,352255.7548,-281260.7307,,352255.7548
7.42,351917.9937,-281095.5518,,351917.9937
7.421,351573.9863,-280930.5294,,351573.9863
7.422,351223.9181,-280765.8615,,351223.9181
7.423,350868.0362,-280601.6825,,350868.0362
7.424,350506.6219,-280438.0479,,350506.6219
7.425,350139.9596,-280274.9293,,350139.9596
7.426,349768.3061,-280112.2202,,349768.3061
7.427,349391.8647,-279949.7529,,349391.8647
7.428,349010.7663,-279787.3222,,349010.7663
7.429,348625.0611,-279624.7139,,348625.0611
7.43,348234.721,-279461.7338,,348234.721
7.431,347839.6523,-279298.233,,347839.6523
7.432,347439.7165,-279134.1275,,347439.7165
7.433,347034.7574,-278969.4075,,347034.7574
7.434,346624.6286,-278804.1377,,346624.6286
7.435,346209.2202,-278638.4476,,346209.2202
7.436,345788.4798,-278472.5131,,345788.4798
7.437,345362.4247,-278306.5327,,345362.4247
7.438,344931.1456,-278140.7014,,344931.1456
7.439,344494.8003,-277975.1856,,344494.8003
7.44,344053.5982,-277810.1021,,344053.5982
7.441,343607.7791,-277645.5047,,343607.7791
7.442,343157.5881,-277481.3793,,343157.5881
7.443,342703.2504,-277317.6473,,342703.2504
7.444,342244.95,-277154.1789,,342244.95
7.445,341782.8132,-276990.8113,,341782.8132
7.446,341316.9013,-276827.3719,,341316.9013
7.447,340847.2116,-276663.7017,,340847.2116
7.448,340373.6863,-276499.6766,,340373.6863
7.449,339896.2297,-276335.2234,,339896.2297
7.45,339414.7285,-276170.3287,,339414.7285
7.451,338929.0756,-276005.0399,,338929.0756
7.452,338439.1909,-275839.4581,,338439.1909
7.453,337945.039,-275673.724,,337945.039
7.454,337446.6407,-275507.9986,,337446.6407
7.455,336944.076,-275342.4427,,336944.076
7.456,336437.4804,-275177.196,,336437.4804
7.457,335927.0325,-27512.3594,,335927.0325
7.458,335412.9378,-274847.9839,,335412.9378
7.459,334895.4081,-274684.0651,,334895.4081
7.46,334374.6414,-274520.5462,,334374.6414
7.461,333850.8037,-274357.3268,,333850.8037
7.462,333324.0154,-274194.2785,,333324.0154
7.463,332794.3446,-274031.2623,,332794.3446
7.464,332261.8067,-273868.1485,,332261.8067
7.465,331726.3717,-273704.8337,,331726.3717
7.466,331187.9768,-273541.2547,,331187.9768
7.467,330646.5432,-273377.3963,,330646.5432
7.468,330101.9945,-273213.2928,,330101.9945
7.469,329554.2749,-273049.0229,,329554.2749
7.47,329003.3633,-272884.6988,,329003.3633
7.471,328449.2831,-272720.4512,,328449.2831
7.472,327892.106,-272556.4125,,327892.106
7.473,327331.949,-272392.6993,,327331.949
7.474,326768.9653,-272229.3988,,326768.9653
7.475,326203.3317,-272066.558,,326203.3317
7.476,325635.2315,-271904.1795,,325635.2315
7.477,325064.8387,-271742.2224,,325064.8387
7.478,324492.3028,-271580.61,,324492.3028
7.479,323917.7371,-271419.2406,,323917.7371
7.48,323341.2128,-271258.0031,,323341.2128
7.481,322762.758,-271096.7916,,322762.758
7.482,322182.3633,-270935.5202,,322182.3633
7.483,321599.9908,-270774.1346,,321599.9908
7.484,321015.5886,-270612.619,,321015.5886
7.485,320429.1046,-270450.9976,,320429.1046
7.486,319840.5019,-270289.3316,,319840.5019
7.487,319249.7707,-270127.7103,,319249.7707
7.488,318656.9364,-269966.2395,,318656.9364
7.489,318062.0636,-269805.0279,,318062.0636
7.49,317465.2536,-269644.1731,,317465.2536
7.491,316866.6384,-269483.7494,,316866.6384
7.492,316266.3701,-269323.7997,,316266.3701
7.493,315664.6077,-269164.331,,315664.6077
7.494,315061.5038,-269005.3145,,315061.5038
7.495,314457.1921,-268846.6917,,314457.1921
7.496,313851.7781,-268688.3826,,313851.7781
7.497,313245.3333,-268530.298,,313245.3333
7.498,312637.8938,-268372.3517,,312637.8938
7.499,312029.4648,-268214.4726,,312029.4648
7.5,311420.0273,-268056.6141,,311420.0273
7.501,310808.4562,-267898.7185,,310808.4562
7.502,310193.6636,-267740.8307,,310193.6636
7.503,309575.7105,-267583.0837,,309575.7105
7.504,308954.7043,-267425.6003,,308954.7043
7.505,308330.792,-267268.4789,,308330.792
7.506,307704.148,-267111.7807,,307704.148
7.507,307074.9595,-266955.5241,,307074.9595
7.508,306443.4094,-266799.6836,,306443.4094
7.509,305809.6611,-266644.1948,,305809.6611
7.51,305173.8456,-266488.965,,305173.8456
7.511,304536.0538,-266333.8864,,304536.0538
7.512,303896.3335,-266178.8515,,303896.3335
7.513,303254.6931,-266023.7679,,303254.6931
7.514,302611.1094,-265868.5711,,302611.1094
7.515,301965.5401,-265713.2325,,301965.5401
7.516,301317.9381,-265557.7636,,301317.9381
7.517,300668.2664,-265402.2136,,300668.2664
7.518,300016.5111,-265246.6631,,300016.5111
7.519,299362.6909,-265091.2133,,299362.6909
7.52,298706.8624,-264935.9727,,298706.8624
7.521,298049.1199,-264781.0435,,298049.1199
7.522,297389.5903,-264626.5087,,297389.5903
7.523,296728.4245,-264472.4227,,296728.4245
7.524,296065.7844,-264318.805,,296065.7844
7.525,295401.8302,-264165.6394,,295401.8302
7.526,294736.7072,-264012.8779,,294736.7072
7.527,294070.5355,-263860.448,,294070.5355
7.528,293403.4031,-263708.2638,,293403.4031
7.529,292735.3629,-263556.2382,,292735.3629
7.53,292066.4352,-263404.2951,,292066.4352
7.531,291396.6139,-263252.3801,,291396.6139
7.532,290725.8759,-263100.467,,290725.8759
7.533,290054.193,-262948.5623,,290054.193
7.534,289381.5438,-262796.7034,,289381.5438
7.535,288707.9242,-262644.9536,,288707.9242
7.536,288033.3561,-262493.3943,,288033.3561
7.537,287357.8914,-262342.1139,,287357.8914
7.538,286681.613,-262191.1968,,286681.613
7.539,286004.6308,-262040.7133,,286004.6308
7.54,285327.0745,-261890.7107,,285327.0745
7.541,284649.0842,-261741.2086,,284649.0842
7.542,283970.7996,-261592.1976,,283970.7996
7.543,283292.3491,-261443.6418,,283292.3491
7.544,282613.8418,-261295.4847,,282613.8418
7.545,281935.3606,-261147.6579,,281935.3606
7.546,281256.9603,-261000.0908,,281256.9603
7.547,280578.6686,-260852.7209,,280578.6686
7.548,279900.4911,-260705.502,,279900.4911
7.549,279222.4186,-260558.4107,,279222.4186
7.55,278544.4364,-260411.4495,,278544.4364
7.551,277866.5344,-260264.6466,,277866.5344
7.552,277188.7154,-260118.0517,,277188.7154
7.553,276511.0026,-259971.7297,,276511.0026
7.554,275833.4433,-259825.7526,,275833.4433
7.555,275156.1097,-259680.1899,,275156.1097
7.556,274479.0964,-259535.1005,,274479.0964
7.557,273802.5147,-259390.5253,,273802.5147
7.558,273126.4852,-259246.4831,,273126.4852
7.559,272451.1286,-259102.9693,,272451.1286
7.56,271776.558,-258959.957,,271776.558
7.561,271102.8706,-258817.4023,,271102.8706
7.562,270430.1431,-258675.2506,,270430.1431
7.563,269758.4295,-258533.4449,,269758.4295
7.564,269087.7611,-258391.9333,,269087.7611
7.565,268418.1509,-258250.6771,,268418.1509
7.566,267749.5989,-258109.6551,,267749.5989
7.567,267082.0998,-257968.8672,,267082.0998
7.568,266415.6509,-257828.3341,,266415.6509
7.569,265750.2595,-257688.0946,,265750.2595
7.57,265085.9483,-257548.2005,,265085.9483
7.571,264422.7596,-257408.7099,,264422.7596
7.572,263760.7556,-257269.6797,,263760.7556
7.573,263100.0169,-257131.1592,,263100.0169
7.574,262440.6384,-256993.1834,,262440.6384
7.575,261782.7227,-256855.7698,,261782.7227
7.576,261126.3737,-256718.9166,,261126.3737
7.577,260471.6891,-256582.6041,,260471.6891
7.578,259818.7548,-256446.798,,259818.7548
7.579,259167.6401,-256311.4547,,259167.6401
7.58,258518.3955,-256176.5279,,258518.3955
7.581,257871.0535,-256041.9749,,257871.0535
7.582,257225.6306,-255907.7626,,257225.6306
7.583,256582.1326,-255773.8723,,256582.1326
7.584,255940.5598,-255640.302,,255940.5598
7.585,255300.914,-255507.0666,,255300.914
7.586,254663.2043,-255374.1959,,254663.2043
7.587,254027.4518,-255241.7311,,254027.4518
7.588,253393.6931,-255109.7189,,253393.6931
7.589,252761.9811,-254978.2058,,252761.9811
7.59,252132.3834,-254847.2326,,252132.3834
7.591,251504.9796,-254716.829,,251504.9796
7.592,250879.8563,-254587.0108,,250879.8563
7.593,250257.1014,-254457.7782,,250257.1014
7.594,249636.7983,-254329.1166,,249636.7983
7.595,249019.0213,-254200.9992,,249019.0213
7.596,248403.8314,-254073.3911,,248403.8314
7.597,247791.2744,-253946.2546,,247791.2744
7.598,247181.3811,-253819.5543,,247181.3811
7.599,246574.1691,-253693.2624,,246574.1691
7.6,245969.6467,-253567.3619,,245969.6467
7.601,245365.7858,-253441.795,,245365.7858
7.602,244760.6323,-253316.6468,,244760.6323
7.603,244154.3529,-253192.0979,,244154.3529
7.604,243547.1697,-253068.2753,,243547.1697
7.605,242939.3373,-252945.2375,,242939.3373
7.606,242331.1151,-252822.9686,,242331.1151
7.607,241722.7407,-252701.3834,,241722.7407
7.608,241114.4057,-252580.3402,,241114.4057
7.609,240506.2394,-252459.6615,,240506.2394
7.61,239898.2998,-252339.159,,239898.2998
7.611,239290.5749,-252218.6589,,239290.5749
7.612,238682.9935,-252098.0249,,238682.9935
7.613,238075.4425,-251977.1762,,238075.4425
7.614,237467.7903,-251856.0968,,237467.7903
7.615,236859.9112,-251734.8365,,236859.9112
7.616,236251.7094,-251613.5037,,236251.7094
7.617,235643.1373,-251492.2497,,235643.1373
7.618,235034.2078,-251371.2482,,235034.2078
7.619,234424.998,-251250.6726,,234424.998
7.62,233815.6444,-251130.6733,,233815.6444
7.621,233206.3301,-251011.359,,233206.3301
7.622,232597.2667,-250892.7838,,232597.2667
7.623,231988.6719,-250774.9419,,231988.6719
7.624,231380.7481,-250657.7702,,231380.7481
7.625,230773.6622,-250541.1582,,230773.6622
7.626,230167.5315,-250424.9648,,230167.5315
7.627,229562.416,-250309.0373,,229562.416
7.628,228958.3184,-25193.2328,,228958.3184
7.629,228355.1918,-250077.4368,,228355.1918
7.63,227752.9537,-249961.5785,,227752.9537
7.631,227151.5042,-249845.6389,,227151.5042
7.632,226550.7461,-249729.653,,226550.7461
7.633,225950.6041,-249613.704,,225950.6041
7.634,225351.0407,-249497.9116,,225351.0407
7.635,224752.0666,-249382.4154,,224752.0666
7.636,224153.7442,-249267.3572,,224153.7442
7.637,223556.1849,-249152.8619,,223556.1849
7.638,222959.5391,-249039.0219,,222959.5391
7.639,222363.9818,-248925.8865,,222363.9818
7.64,221769.6953,-248813.4563,,221769.6953
7.641,221176.8508,-248701.6852,,221176.8508
7.642,220585.5925,-248590.4873,,220585.5925
7.643,219996.0252,-248479.7502,,219996.0252
7.644,219408.2075,-248369.3505,,219408.2075
7.645,218822.1512,-248259.1705,,218822.1512
7.646,218237.8269,-248149.1144,,218237.8269
7.647,217655.1747,-248039.1202,,217655.1747
7.648,217074.119,-247929.1678,,217074.119
7.649,216494.5843,-247819.2809,,216494.5843
7.65,215916.5111,-247709.5228,,215916.5111
7.651,215339.8695,-247599.9879,,215339.8695
7.652,214764.6675,-247490.7883,,214764.6675
7.653,214190.9553,-247382.0393,,214190.9553
7.654,213618.8229,-247273.8444,,213618.8229
7.655,213048.393,-247166.2819,,213048.393
7.656,212479.8097,-247059.3957,,212479.8097
7.657,211913.2243,-246953.1907,,211913.2243
7.658,211348.7807,-246847.6335,,211348.7807
7.659,210786.6021,-246742.6574,,210786.6021
7.66,210226.7804,-246638.1729,,210226.7804
7.661,209669.3706,-246534.0803,,209669.3706
7.662,209114.3892,-246430.2829,,209114.3892
7.663,208561.8187,-246326.7004,,208561.8187
7.664,208011.6156,-246223.2789,,208011.6156
7.665,207463.7221,-246119.9982,,207463.7221
7.666,206918.079,-246016.8733,,206918.079
7.667,206374.6387,-245913.9523,,206374.6387
7.668,205833.3764,-245811.3091,,205833.3764
7.669,205294.2975,-245709.0335,,205294.2975
7.67,204757.441,-245607.219,,204757.441
7.671,204222.8789,-245505.951,,204222.8789
7.672,203690.7102,-245405.2955,,203690.7102
7.673,203161.0523,-245305.2913,,203161.0523
7.674,202634.0296,-245205.9456,,202634.0296
7.675,202109.7617,-245107.2345,,202109.7617
7.676,201588.3526,-245009.1063,,201588.3526
7.677,201069.8813,-244911.49,,201069.8813
7.678,200554.3972,-244814.3047,,200554.3972
7.679,200041.9186,-244717.4711,,200041.9186
7.68,199532.4352,-244620.9219,,199532.4352
7.681,199025.9149,-244524.6106,,199025.9149
7.682,198522.3126,-244428.5173,,198522.3126
7.683,198021.5811,-244332.6509,,198021.5811
7.684,197523.6812,-244237.0474,,197523.6812
7.685,197028.5913,-244141.7645,,197028.5913
7.686,196536.3135,-244046.8736,,196536.3135
7.687,196046.8773,-243952.4506,,196046.8773
7.688,195560.3386,-243858.5656,,195560.3386
7.689,195076.7761,-243765.2738,,195076.7761
7.69,194596.2841,-243672.6092,,194596.2841
7.691,194118.9636,-243580.5804,,194118.9636
7.692,193644.9127,-243489.1701,,193644.9127
7.693,193174.2172,-243398.3386,,193174.2172
7.694,192706.9438,-243308.0293,,192706.9438
7.695,192243.1353,-243218.1769,,192243.1353
7.696,191782.8089,-243128.7161,,191782.8089
7.697,191325.9582,-243039.5907,,191325.9582
7.698,190872.5586,-242950.7605,,190872.5586
7.699,190422.5738,-242862.2067,,190422.5738
7.7,189975.9647,-242773.9335,,189975.9647
7.701,189533.3339,-242685.9783,,189533.3339
7.702,189095.274,-242598.3567,,189095.274
7.703,188661.7335,-242511.0767,,188661.7335
7.704,188232.6687,-242424.1703,,188232.6687
7.705,187808.0516,-242337.6891,,187808.0516
7.706,187387.8756,-242251.6968,,187387.8756
7.707,186972.1586,-242166.2604,,186972.1586
7.708,186560.9422,-242081.4415,,186560.9422
7.709,186154.288,-241997.2883,,186154.288
7.71,185752.271,-241913.8295,,185752.271
7.711,185354.9721,-241831.071,,185354.9721
7.712,184962.4688,-241748.9956,,184962.4688
7.713,184574.8277,-241667.5658,,184574.8277
7.714,184192.0974,-241586.7297,,184192.0974
7.715,183814.3048,-241506.4272,,183814.3048
7.716,183441.4541,-241426.5992,,183441.4541
7.717,183073.528,-241347.1944,,183073.528
7.718,182710.493,-241268.1766,,182710.493
7.719,182352.3053,-241189.5285,,182352.3053
7.72,181998.9188,-241111.254,,181998.9188
7.721,181650.2926,-241033.3764,,181650.2926
7.722,181306.3978,-240955.9358,,181306.3978
7.723,180967.2227,-240878.9825,,180967.2227
7.724,180632.7748,-240802.5705,,180632.7748
7.725,180303.0811,-240726.751,,180303.0811
7.726,179978.1853,-240651.5615,,179978.1853
7.727,179658.1424,-240577.0293,,179658.1424
7.728,179343.0129,-240503.1599,,179343.0129
7.729,179032.8552,-240429.941,,179032.8552
7.73,178727.7195,-240357.3435,,178727.7195
7.731,178427.6417,-240285.3256,,178427.6417
7.732,178132.6405,-240213.8388,,178132.6405
7.733,177842.7158,-240142.8343,,177842.7158
7.734,177557.8502,-240072.2692,,177557.8502
7.735,177278.012,-240002.1119,,177278.012
7.736,177003.1611,-239932.3464,,177003.1611
7.737,176733.2542,-239862.9733,,176733.2542
7.738,176468.2519,-239794.0097,,176468.2519
7.739,176208.1237,-239725.4862,,176208.1237
7.74,175952.8525,-239657.4425,,175952.8525
7.741,175702.4371,-239589.9219,,175702.4371
7.742,175456.8916,-239522.9654,,175456.8916
7.743,175216.2442,-239456.6062,,175216.2442
7.744,174980.5326,-239390.8654,,174980.5326
7.745,174749.7995,-239325.7494,,174749.7995
7.746,174524.0866,-239261.2494,,174524.0866
7.747,174303.4291,-239197.3428,,174303.4291
7.748,174087.8514,-239133.9962,,174087.8514
7.749,173877.3638,-239071.1702,,173877.3638
7.75,173671.9615,-239008.8244,,173671.9615
7.751,173471.6252,-238946.923,,173471.6252
7.752,173276.3239,-238885.4389,,173276.3239
7.753,173086.0188,-238824.3569,,173086.0188
7.754,172900.6683,-238763.6759,,172900.6683
7.755,172720.2332,-238703.4076,,172720.2332
7.756,172544.681,-238643.5756,,172544.681
7.757,172373.9897,-238584.2109,,172373.9897
7.758,172208.15,-238525.3482,,172208.15
7.759,172047.1651,-238467.0206,,172047.1651
7.76,171891.0497,-238409.2556,,171891.0497
7.761,171739.8267,-238352.071,,171739.8267
7.762,171593.5235,-238295.473,,171593.5235
7.763,171452.1668,-238239.4553,,171452.1668
7.764,171315.779,-238184.0002,,171315.779
7.765,171184.3737,-238129.081,,171184.3737
7.766,171057.9531,-238074.6658,,171057.9531
7.767,170936.5075,-238020.7213,,170936.5075
7.768,170820.015,-237967.2174,,170820.015
7.769,170708.4439,-237914.1307,,170708.4439
7.77,170601.756,-237861.4474,,170601.756
7.771,170499.91,-237809.1649,,170499.91
7.772,170402.8661,-237757.2912,,170402.8661
7.773,170310.5896,-237705.844,,170310.5896
7.774,170223.0543,-237654.8477,,170223.0543
7.775,170140.2435,-237604.3296,,170140.2435
7.776,170062.1512,-237554.3166,,170062.1512
7.777,169988.7806,-237504.8312,,169988.7806
7.778,169920.142,-237455.8883,,169920.142
7.779,169856.2494,-237407.4936,,169856.2494
7.78,169797.117,-237359.6427,,169797.117
7.781,169742.7556,-237312.3217,,169742.7556
7.782,169693.169,-237265.5094,,169693.169
7.783,169648.3523,-237219.1795,,169648.3523
7.784,169608.2907,-237173.3048,,169608.2907
7.785,169572.9594,-237127.8598,,169572.9594
