TimeStamp,wSpeed.100
1083.5,8.76
1083.501,8.53
1083.75,8.31
1083.7501,7.09
1084,5.32
1084.01,5.4
1084.25,5.06
1084.2501,4.55
1084.5,4.22
1084.501,4.09
1084.75,4.41
1084.7501,4.99
1085,5.66
1085.01,7.73
1085.25,10.07
1085.2501,10.34
1085.5,10.34
1085.501,9.93
1085.75,9.71
1085.7501,9.74
1086,9.91
1086.01,10
1086.25,9.73
1086.2501,9.49
1086.5,8.94
1086.501,8.77
1086.75,8.74
1086.7501,6.68
1087,7.21
1087.01,7.25
1087.25,7.54
1087.2501,7.65
1087.5,8.15
1087.501,8.14
1087.75,8.27
1087.7501,8.42
1088,8.46
1088.01,9.03
1088.25,10.07
1088.2501,10.33
1088.5,10.28
1088.501,10.16
1088.75,10.19
1088.7501,10.21
1089,10.19
1089.01,10.39
1089.25,10.58
1089.2501,11.37
1089.5,10.95
1089.501,10.48
1089.75,10.24
1089.7501,8.02
1090,8.48
1090.01,8.15
1090.25,7.59
1090.2501,7.22
1090.5,6.95
1090.501,6.97
1090.75,7.24
1090.7501,7.54
1091,7.85
1091.01,8.49
1091.25,9.7
1091.2501,10.15
1091.5,10.08
1091.501,9.69
1091.75,9.98
1091.7501,10.35
1092,10.49
1092.01,10.35
1092.25,10.15
1092.2501,10.31
1092.5,10.92
1092.501,11.22
1092.75,10.99
1092.7501,8.27
1093,8.35
1093.01,8.26
1093.25,7.84
1093.2501,6.85
1093.5,6.62
1093.501,6.26
1093.75,6.31
1093.7501,6.4
1094,6.51
1094.01,7.22
1094.25,8.18
1094.2501,8.46
1094.5,8.93
1094.501,9.22
1094.75,9.18
1094.7501,9.33
1095,9.78
