time,p:1,timeStamp
21.25,1165854.645,
21.251,1166219.565,
21.252,1166583.477,
21.253,1166946.347,
21.254,1167308.114,
21.255,1167668.693,
21.256,1168027.981,
21.257,1168385.874,
21.258,1168742.272,
21.259,1169097.093,
21.26,1169450.276,
21.261,1169801.791,
21.262,1170151.634,
21.263,1170499.827,
21.264,1170846.411,
21.265,1171191.437,
21.266,1171534.954,
21.267,1171877.005,
21.268,1172217.614,
21.269,1172556.781,
21.27,1172894.482,
21.271,1173230.669,
21.272,1173565.273,
21.273,1173898.213,
21.274,1174229.403,
21.275,1174558.76,
21.276,1174886.215,
21.277,1175211.717,
21.278,1175535.238,
21.279,1175856.772,
21.28,1176176.336,
21.281,1176493.96,
21.282,1176809.684,
21.283,1177123.551,
21.284,1177435.595,
21.285,1177745.837,
21.286,1178054.281,
21.287,1178360.908,
21.288,1178665.682,
21.289,1178968.548,
21.29,1179269.443,
21.291,1179568.296,
21.292,1179865.042,
21.293,1180159.621,
21.294,1180451.993,
21.295,1180742.132,
21.296,1181030.033,
21.297,1181315.706,
21.298,1181599.178,
21.299,1181880.482,
21.3,1182159.651,
21.301,1182446.167,
21.302,1182749.304,
21.303,1183068.504,
21.304,1183402.906,
21.305,1183751.451,
21.306,1184113.02,
21.307,1184486.567,
21.308,1184871.245,
21.309,1185266.5,
21.31,1185672.129,
21.311,1186088.279,
21.312,1186515.412,
21.313,1186954.225,
21.314,1187405.535,
21.315,1187870.159,
21.316,1188348.796,
21.317,1188841.918,
21.318,1189349.709,
21.319,1189872.027,
21.32,1190408.424,
21.321,1190958.196,
21.322,1191520.468,
21.323,1192094.305,
21.324,1192678.819,
21.325,1193273.273,
21.326,1193877.162,
21.327,1194490.259,
21.328,1195112.627,
21.329,1195744.587,
21.33,1196386.657,
21.331,1197039.468,
21.332,1197703.658,
21.333,1198379.78,
21.334,1199068.212,
21.335,1199769.104,
21.336,1200482.341,
21.337,1201207.558,
21.338,1201944.176,
21.339,1202691.471,
21.34,1203448.657,
21.341,1204214.979,
21.342,1204989.795,
21.343,1205772.648,
21.344,1206563.3,
21.345,1207361.75,
21.346,1208168.21,
21.347,1208983.062,
21.348,1209806.781,
21.349,1210639.864,
21.35,1211482.741,
21.351,1212335.714,
21.352,1213198.898,
21.353,1214072.197,
21.354,1214955.311,
21.355,1215847.762,
21.356,1216748.947,
21.357,1217658.204,
21.358,1218574.891,
21.359,1219498.45,
21.36,1220428.464,
21.361,1221364.698,
21.362,1222307.104,
21.363,1223256.025,
21.364,1224211.894,
21.365,1225174.571,
21.366,1226144.378,
21.367,1227121.617,
21.368,1228106.515,
21.369,1229099.185,
21.37,1230099.595,
21.371,1231107.561,
21.372,1232122.762,
21.373,1233144.768,
21.374,1234173.085,
21.375,1235207.208,
21.376,1236246.668,
21.377,1237291.086,
21.378,1238340.196,
21.379,1239393.869,
21.38,1240452.111,
21.381,1241515.038,
21.382,1242582.851,
21.383,1243655.787,
21.384,1244734.072,
21.385,1245817.879,
21.386,1246907.289,
21.387,1248002.268,
21.388,1249102.661,
21.389,1250208.195,
21.39,1251318.512,
21.391,1252433.194,
21.392,1253551.809,
21.393,1254673.954,
21.394,1255799.29,
21.395,1256927.573,
21.396,1258058.667,
21.397,1259192.544,
21.398,1260329.272,
21.399,1261468.988,
21.4,1262611.865,
21.401,1263756.453,
21.402,1264901.296,
21.403,1266046.545,
21.404,1267192.309,
21.405,1268338.632,
21.406,1269485.472,
21.407,1270632.699,
21.408,1271780.101,
21.409,1272927.4,
21.41,1274074.281,
21.411,1275220.417,
21.412,1276365.507,
21.413,1277509.294,
21.414,1278651.595,
21.415,1279792.305,
21.416,1280931.398,
21.417,1282068.919,
21.418,1283204.96,
21.419,1284339.641,
21.42,1285473.076,
21.421,1286605.349,
21.422,1287736.493,
21.423,1288866.473,
21.424,1289995.182,
21.425,1291122.446,
21.426,1292248.036,
21.427,1293371.691,
21.428,1294493.138,
21.429,1295612.12,
21.43,1296728.417,
21.431,1297841.866,
21.432,1298952.367,
21.433,1300059.886,
21.434,1301164.445,
21.435,1302266.111,
21.436,1303364.971,
21.437,1304461.113,
21.438,1305554.602,
21.439,1306645.465,
21.44,1307733.673,
21.441,1308819.141,
21.442,1309901.726,
21.443,1310981.243,
21.444,1312057.476,
21.445,1313130.198,
21.446,1314199.195,
21.447,1315264.28,
21.448,1316325.309,
21.449,1317382.192,
21.45,1318434.892,
21.451,1319483.418,
21.452,1320527.816,
21.453,1321568.154,
21.454,1322604.499,
21.455,1323636.905,
21.456,1324665.393,
21.457,1325689.942,
21.458,1326710.485,
21.459,1327726.91,
21.46,1328739.066,
21.461,1329746.778,
21.462,1330749.861,
21.463,1331748.136,
21.464,1332741.447,
21.465,1333729.672,
21.466,1334712.732,
21.467,1335690.59,
21.468,1336663.249,
21.469,1337630.743,
21.47,1338593.124,
21.471,1339550.447,
21.472,1340502.758,
21.473,1341450.075,
21.474,1342392.387,
21.475,1343329.642,
21.476,1344261.753,
21.477,1345188.602,
21.478,1346110.049,
21.479,1347025.944,
21.48,1347936.142,
21.481,1348840.515,
21.482,1349738.961,
21.483,1350631.414,
21.484,1351517.84,
21.485,1352398.242,
21.486,1353272.646,
21.487,1354141.094,
21.488,1355003.634,
21.489,1355860.304,
21.49,1356711.127,
21.491,1357556.098,
21.492,1358395.18,
21.493,1359228.309,
21.494,1360055.395,
21.495,1360876.326,
21.496,1361690.987,
21.497,1362499.26,
21.498,1363301.045,
21.499,1364096.259,
21.5,1364884.847,
21.501,1365665.191,
21.502,1366435.727,
21.503,1367196.566,
21.504,1367947.888,
21.505,1368689.908,
21.506,1369422.85,
21.507,1370146.91,
21.508,1370862.234,
21.509,1371568.894,
21.51,1372266.881,
21.511,1372956.104,
21.512,1373636.405,
21.513,1374307.581,
21.514,1374969.405,
21.515,1375621.66,
21.516,1376264.168,
21.517,1376896.804,
21.518,1377519.519,
21.519,1378132.338,
21.52,1378735.354,
21.521,1379328.72,
21.522,1379912.62,
21.523,1380487.244,
21.524,1381052.768,
21.525,1381609.326,
21.526,1382156.995,
21.527,1382695.785,
21.528,1383225.642,
21.529,1383746.455,
21.53,1384258.072,
21.531,1384760.323,
21.532,1385253.042,
21.533,1385736.091,
21.534,1386209.377,
21.535,1386672.864,
21.536,1387126.577,
21.537,1387570.601,
21.538,1388005.065,
21.539,1388430.128,
21.54,1388845.96,
21.541,1389252.716,
21.542,1389650.521,
21.543,1390039.457,
21.544,1390419.551,
21.545,1390790.776,
21.546,1391153.06,
21.547,1391506.295,
21.548,1391850.357,
21.549,1392185.123,
21.55,1392510.492,
21.551,1392826.395,
21.552,1393132.811,
21.553,1393429.769,
21.554,1393717.346,
21.555,1393995.656,
21.556,1394264.84,
21.557,1394525.048,
21.558,1394776.421,
21.559,1395019.079,
21.56,1395253.104,
21.561,1395478.538,
21.562,1395695.375,
21.563,1395903.576,
21.564,1396103.069,
21.565,1396293.768,
21.566,1396475.585,
21.567,1396648.45,
21.568,1396812.318,
21.569,1396967.182,
21.57,1397113.073,
21.571,1397250.064,
21.572,1397378.259,
21.573,1397445.443,
21.574,1397573.077,
21.575,1397696.541,
21.576,1397813.117,
21.577,1397919.928,
21.578,1398014.329,
21.579,1398094.265,
21.58,1398158.534,
21.581,1398206.928,
21.582,1398240.244,
21.583,1398260.153,
21.584,1398268.97,
21.585,1398269.333,
21.586,1398263.856,
21.587,1398254.785,
21.588,1398243.722,
21.589,1398231.428,
21.59,1398217.754,
21.591,1398201.681,
21.592,1398181.49,
21.593,1398155.001,
21.594,1398119.886,
21.595,1398073.977,
21.596,1398015.561,
21.597,1397943.595,
21.598,1397857.834,
21.599,1397758.852,
21.6,1397647.95,
21.601,1397518.07,
21.602,1397362.599,
21.603,1397184.172,
21.604,1396985.445,
21.605,1396768.765,
21.606,1396535.877,
21.607,1396287.731,
21.608,1396024.386,
21.609,1395745.043,
21.61,1395448.189,
21.611,1395131.824,
21.612,1394793.76,
21.613,1394431.927,
21.614,1394044.661,
21.615,1393630.928,
21.616,1393190.467,
21.617,1392723.817,
21.618,1392232.247,
21.619,1391717.589,
21.62,1391181.996,
21.621,1390627.675,
21.622,1390056.602,
21.623,1389470.296,
21.624,1388869.638,
21.625,1388254.794,
21.626,1387625.228,
21.627,1386979.805,
21.628,1386316.976,
21.629,1385635.01,
21.63,1384932.245,
21.631,1384207.323,
21.632,1383459.384,
21.633,1382688.181,
21.634,1381894.121,
21.635,1381078.211,
21.636,1380241.932,
21.637,1379387.051,
21.638,1378515.397,
21.639,1377628.642,
21.64,1376728.103,
21.641,1375814.23,
21.642,1374887.438,
21.643,1373947.707,
21.644,1372994.253,
21.645,1372025.909,
21.646,1371041.313,
21.647,1370039.109,
21.648,1369018.144,
21.649,1367977.64,
21.65,1366917.303,
21.651,1365837.373,
21.652,1364738.596,
21.653,1363622.139,
21.654,1362489.442,
21.655,1361342.042,
21.656,1360181.391,
21.657,1359008.683,
21.658,1357824.727,
21.659,1356629.869,
21.66,1355423.978,
21.661,1354206.493,
21.662,1352976.534,
21.663,1351733.041,
21.664,1350474.941,
21.665,1349201.311,
21.666,1347911.516,
21.667,1346605.308,
21.668,1345282.87,
21.669,1343944.799,
21.67,1342592.043,
21.671,1341225.788,
21.672,1339847.311,
21.673,1338457.838,
21.674,1337058.402,
21.675,1335649.729,
21.676,1334232.176,
21.677,1332805.712,
21.678,1331369.952,
21.679,1329924.238,
21.68,1328467.755,
21.681,1326999.661,
21.682,1325519.223,
21.683,1324025.929,
21.684,1322519.575,
21.685,1321000.303,
21.686,1319468.596,
21.687,1317925.228,
21.688,1316371.176,
21.689,1314807.506,
21.69,1313235.255,
21.691,1311655.312,
21.692,1310068.331,
21.693,1308474.665,
21.694,1306874.355,
21.695,1305267.15,
21.696,1303652.567,
21.697,1302029.986,
21.698,1300398.754,
21.699,1298758.291,
21.7,1297108.192,
21.701,1295447.403,
21.702,1293775.168,
21.703,1292091.929,
21.704,1290398.399,
21.705,1288695.482,
21.706,1286984.171,
21.707,1285265.437,
21.708,1283540.127,
21.709,1281808.871,
21.71,1280072.03,
21.711,1278329.679,
21.712,1276581.622,
21.713,1274827.449,
21.714,1273066.615,
21.715,1271298.54,
21.716,1269522.706,
21.717,1267738.748,
21.718,1265946.517,
21.719,1264146.122,
21.72,1262337.923,
21.721,1260522.507,
21.722,1258700.622,
21.723,1256873.1,
21.724,1255040.763,
21.725,1253204.34,
21.726,1251364.393,
21.727,1249521.269,
21.728,1247675.082,
21.729,1245825.723,
21.73,1243972.904,
21.731,1242116.268,
21.732,1240255.258,
21.733,1238389.534,
21.734,1236518.814,
21.735,1234642.986,
21.736,1232762.143,
21.737,1230876.585,
21.738,1228986.796,
21.739,1227093.398,
21.74,1225197.086,
21.741,1223298.556,
21.742,1221398.432,
21.743,1219497.21,
21.744,1217595.213,
21.745,1215692.577,
21.746,1213789.257,
21.747,1211885.056,
21.748,1209979.678,
21.749,1208072.79,
21.75,1206164.084,
21.751,1204253.342,
21.752,1202340.48,
21.753,1200425.579,
21.754,1198508.886,
21.755,1196590.802,
21.756,1194671.844,
21.757,1192752.593,
21.758,1190833.637,
21.759,1188915.514,
21.76,1186998.661,
21.761,1185083.376,
21.762,1183169.809,
21.763,1181257.958,
21.764,1179347.696,
21.765,1177438.809,
21.766,1175531.048,
21.767,1173624.177,
21.768,1171718.034,
21.769,1169812.554,
21.77,1167907.807,
21.771,1166003.996,
21.772,1164101.454,
21.773,1162200.609,
21.774,1160301.947,
21.775,1158405.965,
21.776,1156513.121,
21.777,1154623.798,
21.778,1152738.271,
21.779,1150856.687,
21.78,1148997.999,
21.781,1147101.988,
21.782,1145210.764,
21.783,1143326.963,
21.784,1141452.572,
21.785,1139588.811,
21.786,1137735.98,
21.787,1135893.461,
21.788,1134059.831,
21.789,1132233.09,
21.79,1130410.956,
21.791,1128591.19,
21.792,1126771.906,
21.793,1124951.829,
21.794,1123130.462,
21.795,1121308.155,
21.796,1119486.05,
21.797,1117665.927,
21.798,1115849.976,
21.799,1114040.507,
21.8,1112239.662,
21.801,1110418.778,
21.802,1108549.205,
21.803,1106633.095,
21.804,1104672.765,
21.805,1102670.423,
21.806,1100627.932,
21.807,1098546.607,
21.808,1096427.103,
21.809,1094269.384,
21.81,1092072.793,
21.811,1089836.194,
21.812,1087558.177,
21.813,1085237.299,
21.814,1082872.313,
21.815,1080462.379,
21.816,1078007.204,
21.817,1075507.117,
21.818,1072963.053,
21.819,1070376.459,
21.82,1067749.141,
21.821,1065083.058,
21.822,1062380.11,
21.823,1059641.931,
21.824,1056869.729,
21.825,1054064.183,
21.826,1051225.412,
21.827,1048353.021,
21.828,1045446.212,
21.829,1042503.945,
21.83,1039525.129,
21.831,1036508.817,
21.832,1033454.373,
21.833,1030361.595,
21.834,1027230.78,
21.835,1024062.724,
21.836,1020858.645,
21.837,1017620.071,
21.838,1014348.67,
21.839,1011046.084,
21.84,1007713.754,
21.841,1004352.788,
21.842,1000963.874,
21.843,997547.2427,
21.844,994102.7032,
21.845,990629.725,
21.846,987127.5666,
21.847,983595.4281,
21.848,980032.6082,
21.849,976438.6438,
21.85,972813.4158,
21.851,969157.2065,
21.852,965470.7031,
21.853,961754.9474,
21.854,958011.2405,
21.855,954241.0158,
21.856,950445.697,
21.857,946626.5616,
21.858,942784.6272,
21.859,938920.5742,
21.86,935034.7157,
21.861,931127.0159,
21.862,927197.1552,
21.863,923244.6295,
21.864,919268.8744,
21.865,915269.3908,
21.866,911245.8614,
21.867,907198.2399,
21.868,903126.802,
21.869,899032.1531,
21.87,894915.1924,
21.871,890777.0387,
21.872,886618.9297,
21.873,882442.1079,
21.874,878247.7085,
21.875,874036.6643,
21.876,869809.6401,
21.877,865567.0031,
21.878,861308.8343,
21.879,857034.9768,
21.88,852745.1146,
21.881,848438.8702,
21.882,844115.9481,
21.883,839776.0476,
21.884,835419.2442,
21.885,831045.8152,
21.886,826656.3044,
21.887,822251.4973,
21.888,817832.3638,
21.889,813399.9784,
21.89,808955.428,
21.891,804499.7206,
21.892,800033.7066,
21.893,795558.0229,
21.894,791073.0658,
21.895,786578.9975,
21.896,782075.7819,
21.897,777563.2467,
21.898,773041.1615,
21.899,768509.3216,
21.9,763967.6262,
21.901,759416.7981,
21.902,754857.7486,
21.903,750290.9231,
21.904,745716.948,
21.905,741136.5951,
21.906,736550.7273,
21.907,731960.2336,
21.908,727365.9626,
21.909,722768.6618,
21.91,718168.933,
21.911,713567.2067,
21.912,708963.7404,
21.913,704358.639,
21.914,699751.8955,
21.915,695143.4443,
21.916,690533.2228,
21.917,685921.228,
21.918,681307.5664,
21.919,676692.4868,
21.92,672076.3935,
21.921,667459.8392,
21.922,662843.4974,
21.923,658228.1206,
21.924,653614.4874,
21.925,649003.3488,
21.926,644395.3786,
21.927,639791.1346,
21.928,635191.0367,
21.929,630595.3634,
21.93,626004.2661,
21.931,621417.8008,
21.932,616835.9702,
21.933,612258.773,
21.934,607686.2509,
21.935,603118.53,
21.936,598555.8485,
21.937,593998.57,
21.938,589447.1787,
21.939,584902.2593,
21.94,580364.464,
21.941,575834.4707,
21.942,571312.9383,
21.943,566800.4667,
21.944,562297.564,
21.945,557804.627,
21.946,553321.9365,
21.947,548849.6682,
21.948,544387.9157,
21.949,539936.7254,
21.95,535496.1347,
21.951,531066.2114,
21.952,526647.0878,
21.953,522238.9842,
21.954,517842.2215,
21.955,513457.2186,
21.956,509084.4776,
21.957,504724.5575,
21.958,500378.0413,
21.959,496045.5001,
21.96,491727.4592,
21.961,487424.3718,
21.962,483136.6008,
21.963,478864.4144,
21.964,474607.9932,
21.965,470367.4484,
21.966,466142.8481,
21.967,461934.2497,
21.968,457741.7306,
21.969,453565.417,
21.97,449405.5044,
21.971,445262.2681,
21.972,441136.063,
21.973,437027.3124,
21.974,432936.4876,
21.975,428864.0816,
21.976,424810.5803,
21.977,420776.4345,
21.978,416762.0375,
21.979,412767.7102,
21.98,408793.6957,
21.981,404840.1641,
21.982,400907.2268,
21.983,396994.957,
21.984,393103.415,
21.985,389232.6744,
21.986,385382.8452,
21.987,381554.0913,
21.988,377746.6399,
21.989,373960.7826,
21.99,370196.8669,
21.991,366455.2807,
21.992,362736.431,
21.993,359040.7209,
21.994,355368.5269,
21.995,351720.1795,
21.996,348095.951,
21.997,344496.0499,
21.998,340920.624,
21.999,337369.7711,
22,333843.5555,
22.001,330342.7044,
22.002,326867.9298,
22.003,323419.2658,
22.004,319996.7725,
22.005,316600.5526,
22.006,313230.7627,
22.007,309887.616,
22.008,306571.3773,
22.009,303282.3516,
22.01,300020.8657,
22.011,296787.2491,
22.012,293581.8122,
22.013,290404.83,
22.014,287237.3305,
22.015,284084.9272,
22.016,280969.3015,
22.017,277893.6463,
22.018,274859.5997,
22.019,271867.0874,
22.02,268914.3947,
22.021,265998.4494,
22.022,263115.2822,
22.023,260260.5883,
22.024,257430.3221,
22.025,254621.2425,
22.026,251831.3377,
22.027,249060.0774,
22.028,246308.4643,
22.029,243578.8801,
22.03,240874.7537,
22.031,238200.0992,
22.032,235558.9869,
22.033,232955.0199,
22.034,230390.8845,
22.035,227868.0316,
22.036,225386.529,
22.037,222945.0987,
22.038,220541.3308,
22.039,218172.0406,
22.04,215833.7199,
22.041,213523.0175,
22.042,211237.1892,
22.043,208974.4549,
22.044,206734.2217,
22.045,204517.1403,
22.046,202325,
22.047,200160.4736,
22.048,198026.752,
22.049,195927.1187,
22.05,193864.5226,
22.051,191841.2041,
22.052,189858.424,
22.053,187916.3274,
22.054,186013.9576,
22.055,184149.4152,
22.056,182320.1363,
22.057,180523.2519,
22.058,178755.9782,
22.059,177015.9859,
22.06,175301.6996,
22.061,173612.4915,
22.062,171948.7434,
22.063,170311.7749,
22.064,168703.6485,
22.065,167126.8816,
22.066,165584.105,
22.067,164077.7141,
22.068,162609.5593,
22.069,161180.7158,
22.07,159791.3603,
22.071,158440.7687,
22.072,157127.4345,
22.073,155849.2827,
22.074,154603.957,
22.075,153389.1355,
22.076,152202.8336,
22.077,151043.6549,
22.078,149910.958,
22.079,148804.9195,
22.08,147726.4855,
22.081,146677.23,
22.082,145659.119,
22.083,144674.2424,
22.084,143724.5289,
22.085,142811.4901,
22.086,141936.0254,
22.087,141098.3119,
22.088,140297.792,
22.089,139533.2581,
22.09,138803.0199,
22.091,138105.1322,
22.092,137437.6487,
22.093,136798.8714,
22.094,136187.5591,
22.095,135603.0716,
22.096,135045.4301,
22.097,134515.2887,
22.098,134013.8229,
22.099,133542.5517,
22.1,133103.1183,
22.101,132684.9082,
22.102,132277.4467,
22.103,131882.4367,
22.104,131501.2674,
22.105,131134.8382,
22.106,130783.4501,
22.107,130446.7806,
22.108,130123.9384,
22.109,129813.5947,
22.11,129514.1668,
22.111,129224.0315,
22.112,128941.7383,
22.113,128666.1949,
22.114,128396.8003,
22.115,128133.51,
22.116,127876.8264,
22.117,127627.7169,
22.118,127387.4724,
22.119,127157.5269,
22.12,126939.2622,
22.121,126733.8243,
22.122,126541.9749,
22.123,126363.9974,
22.124,126199.6684,
22.125,126048.2959,
22.126,125908.8188,
22.127,125779.9524,
22.128,125660.3601,
22.129,125548.8269,
22.13,125444.4133,
22.131,125346.5687,
22.132,125255.1908,
22.133,125170.6242,
22.134,125093.6,
22.135,125025.1258,
22.136,124966.3423,
22.137,124918.3647,
22.138,124882.1321,
22.139,124858.2835,
22.14,124847.0761,
22.141,124848.3558,
22.142,124861.583,
22.143,124885.9078,
22.144,124920.2851,
22.145,124963.6119,
22.146,125014.8689,
22.147,125073.2479,
22.148,125138.2477,
22.149,125209.7274,
22.15,125287.9109,
22.151,125373.3428,
22.152,125466.8032,
22.153,125569.1931,
22.154,125681.4074,
22.155,125804.2105,
22.156,125938.1328,
22.157,126083.4009,
22.158,126239.9082,
22.159,126407.2311,
22.16,126584.6867,
22.161,126771.4219,
22.162,126966.5244,
22.163,127169.1374,
22.164,127378.565,
22.165,127594.3533,
22.166,127816.3374,
22.167,128044.6497,
22.168,128279.6881,
22.169,128522.0502,
22.17,128772.4428,
22.171,129031.5785,
22.172,129300.075,
22.173,129578.3683,
22.174,129866.6525,
22.175,130164.8528,
22.176,130472.6342,
22.177,130789.4447,
22.178,131114.586,
22.179,131447.3014,
22.18,131786.8692,
22.181,132132.6895,
22.182,132484.3528,
22.183,132841.681,
22.184,133204.7381,
22.185,133573.8072,
22.186,133949.3406,
22.187,134331.8875,
22.188,134722.0114,
22.189,135120.2069,
22.19,135526.8286,
22.191,135942.0389,
22.192,136365.7834,
22.193,136797.7945,
22.194,137237.624,
22.195,137684.6978,
22.196,138138.3864,
22.197,138598.0806,
22.198,139063.263,
22.199,139533.565,
22.2,140008.8037,
22.201,140486.3899,
22.202,140964.0137,
22.203,141442.2181,
22.204,141921.6897,
22.205,142403.1566,
22.206,142887.286,
22.207,143374.613,
22.208,143865.3785,
22.209,144359.6316,
22.21,144857.132,
22.211,145357.4045,
22.212,145859.8015,
22.213,146363.5861,
22.214,146868.025,
22.215,147372.4787,
22.216,147876.4778,
22.217,148379.7737,
22.218,148882.3605,
22.219,149384.463,
22.22,149886.4956,
22.221,150388.9966,
22.222,150892.5483,
22.223,151397.6887,
22.224,151904.8457,
22.225,152414.2691,
22.226,152925.9967,
22.227,153439.849,
22.228,153955.4523,
22.229,154472.286,
22.23,154989.7494,
22.231,155507.2364,
22.232,156024.2096,
22.233,156540.2633,
22.234,157055.168,
22.235,157568.8902,
22.236,158081.5863,
22.237,158593.5708,
22.238,159105.266,
22.239,159617.1369,
22.24,160129.6232,
22.241,160643.0763,
22.242,161157.7089,
22.243,161673.5646,
22.244,162190.5104,
22.245,162708.2528,
22.246,163226.3745,
22.247,163744.3869,
22.248,164261.7904,
22.249,164778.1348,
22.25,165293.0719,
22.251,165806.3934,
22.252,166318.0491,
22.253,166828.1445,
22.254,167336.9156,
22.255,167844.6937,
22.256,168351.8497,
22.257,168858.7398,
22.258,169365.6537,
22.259,169872.7727,
22.26,170380.1427,
22.261,170887.6663,
22.262,171395.1137,
22.263,171902.151,
22.264,172408.3816,
22.265,172913.3943,
22.266,173416.8134,
22.267,173918.3415,
22.268,174417.7923,
22.269,174915.1072,
22.27,175410.3544,
22.271,175903.7122,
22.272,176395.4381,
22.273,176885.8272,
22.274,177375.1681,
22.275,177863.6998,
22.276,178351.5764,
22.277,178838.8444,
22.278,179325.4339,
22.279,179811.1663,
22.28,180295.7755,
22.281,180778.9405,
22.282,181260.3245,
22.283,181739.6151,
22.284,182216.5599,
22.285,182690.9946,
22.286,183162.8572,
22.287,183632.1897,
22.288,184099.1257,
22.289,184563.8657,
22.29,185026.6452,
22.291,185487.698,
22.292,185947.2216,
22.293,186405.3475,
22.294,186862.1213,
22.295,187317.4947,
22.296,187771.3426,
22.297,188223.4276,
22.298,188673.5036,
22.299,189121.2948,
22.3,189566.5453,
22.301,190002.021,
22.302,190420.8161,
22.303,190823.4218,
22.304,191210.5705,
22.305,191583.1357,
22.306,191942.0168,
22.307,192288.0232,
22.308,192621.7723,
22.309,192943.6172,
22.31,193261.4395,
22.311,193572.339,
22.312,193867.5225,
22.313,194145.084,
22.314,194403.6412,
22.315,194642.5091,
22.316,194861.7778,
22.317,195062.2867,
22.318,195245.5003,
22.319,195413.3049,
22.32,195567.7541,
22.321,195710.7997,
22.322,195844.0418,
22.323,195968.5317,
22.324,196084.6521,
22.325,196192.0887,
22.326,196289.8944,
22.327,196376.6355,
22.328,196450.5983,
22.329,196510.0287,
22.33,196553.3707,
22.331,196579.4728,
22.332,196587.7375,
22.333,196578.1924,
22.334,196551.4791,
22.335,196508.76,
22.336,196451.56,
22.337,196381.5633,
22.338,196300.3951,
22.339,196209.4159,
22.34,196109.5563,
22.341,196001.2122,
22.342,195884.2133,
22.343,195757.8672,
22.344,195621.0719,
22.345,195472.4783,
22.346,195310.6831,
22.347,195134.4231,
22.348,194942.7471,
22.349,194735.1422,
22.35,194511.5994,
22.351,194272.6114,
22.352,194019.1044,
22.353,193752.3144,
22.354,193473.6256,
22.355,193184.3933,
22.356,192885.7755,
22.357,192578.5942,
22.358,192263.2444,
22.359,191939.6622,
22.36,191607.3537,
22.361,191265.4807,
22.362,190912.9891,
22.363,190548.7632,
22.364,190171.7843,
22.365,189781.2727,
22.366,189376.7954,
22.367,188958.3244,
22.368,188526.2412,
22.369,188081.2871,
22.37,187624.4673,
22.371,187156.9269,
22.372,186679.7874,
22.373,186194.0412,
22.374,185700.4135,
22.375,185199.2891,
22.376,184690.6812,
22.377,184174.2498,
22.378,183649.3659,
22.379,183115.2131,
22.38,182570.9105,
22.381,182015.6426,
22.382,181448.776,
22.383,180869.9498,
22.384,180279.1288,
22.385,179676.6113,
22.386,179062.9937,
22.387,178439.096,
22.388,177805.8602,
22.389,177164.235,
22.39,176515.0621,
22.391,175858.98,
22.392,175196.3568,
22.393,174527.2598,
22.394,173851.4668,
22.395,173168.5137,
22.396,172477.7744,
22.397,171778.5595,
22.398,171070.2208,
22.399,170352.2481,
22.4,169624.3461,
22.401,168885.637,
22.402,168135.5458,
22.403,167374.622,
22.404,166603.6223,
22.405,165823.4201,
22.406,165034.9005,
22.407,164238.8568,
22.408,163435.9015,
22.409,162626.4036,
22.41,161810.4595,
22.411,160987.9007,
22.412,160158.3357,
22.413,159321.2212,
22.414,158475.9512,
22.415,157621.9521,
22.416,156758.7714,
22.417,155886.1485,
22.418,155004.0584,
22.419,154112.7229,
22.42,153212.5898,
22.421,152304.2819,
22.422,151388.5252,
22.423,150466.0643,
22.424,149537.5782,
22.425,148603.6061,
22.426,147664.4943,
22.427,146720.369,
22.428,145771.1394,
22.429,144816.5293,
22.43,143856.1317,
22.431,142889.4808,
22.432,141916.1282,
22.433,140935.7168,
22.434,139948.0392,
22.435,138953.0762,
22.436,137951.0091,
22.437,136942.2048,
22.438,135927.1781,
22.439,134906.5336,
22.44,133880.8989,
22.441,132850.8553,
22.442,131816.8768,
22.443,130779.2841,
22.444,129738.2214,
22.445,128693.6548,
22.446,127645.3963,
22.447,126593.1465,
22.448,125536.551,
22.449,124475.2632,
22.45,123409.0037,
22.451,122337.6102,
22.452,121261.0704,
22.453,120179.5341,
22.454,119093.3039,
22.455,118002.8061,
22.456,116908.5454,
22.457,115811.0512,
22.458,114710.8209,
22.459,113608.2697,
22.46,112503.692,
22.461,111397.2394,
22.462,110288.919,
22.463,109178.6094,
22.464,108066.0947,
22.465,106951.1087,
22.466,105833.3857,
22.467,104712.7096,
22.468,103588.9553,
22.469,102462.1165,
22.47,101332.3182,
22.471,100199.8109,
22.472,99064.94816,
22.473,97928.15149,
22.474,96789.86704,
22.475,95650.51995,
22.476,94510.47249,
22.477,93369.99165,
22.478,92229.22992,
22.479,91088.22164,
22.48,89946.8948,
22.481,88805.09701,
22.482,87662.63089,
22.483,86519.29472,
22.484,85374.92262,
22.485,84229.41898,
22.486,83082.7827,
22.487,81935.1184,
22.488,80786.63327,
22.489,79637.62055,
22.49,78488.43187,
22.491,77339.44262,
22.492,76191.01493,
22.493,75043.46322,
22.494,73897.02689,
22.495,72751.85345,
22.496,71607.99415,
22.497,70465.41237,
22.498,69324.00328,
22.499,68183.62204,
22.5,67044.11645,
22.501,65904.53845,
22.502,64764.02595,
22.503,63622.64758,
22.504,62480.57458,
22.505,61338.06882,
22.506,60195.45908,
22.507,59053.10906,
22.508,57911.38143,
22.509,56770.60294,
22.51,55631.035,
22.511,54492.85355,
22.512,53356.14059,
22.513,52220.88833,
22.514,51087.01497,
22.515,49954.38978,
22.516,48822.86401,
22.517,47692.30333,
22.518,46562.61754,
22.519,45469.56522,
22.52,44336.33037,
22.521,43200.25125,
22.522,42062.85263,
22.523,40926.02513,
22.524,39791.77903,
22.525,38661.98835,
22.526,37538.15803,
22.527,36421.24684,
